func,algo,run,best_f,seconds
F52017,SCA,4,5.0002216559e+02,3.29
F52017,SCA,5,5.0003056906e+02,2.50
F52017,SCA,6,5.0001858614e+02,2.51
F52017,SCA,7,5.0002050335e+02,2.35
F52017,SCA,8,5.0002022661e+02,2.40
F52017,SCA,9,5.0002601638e+02,2.34
F52017,SCA,10,5.0001894482e+02,2.52
F52017,SCA,11,5.0002617905e+02,2.36
F52017,SCA,12,5.0002456239e+02,2.44
F52017,SCA,13,5.0001890275e+02,2.52
F52017,SCA,14,5.0002171312e+02,2.42
F52017,SCA,15,5.0002738977e+02,2.35
F52017,SCA,16,5.0001954488e+02,2.36
F52017,SCA,17,5.0002494961e+02,2.57
F52017,SCA,18,5.0002199171e+02,2.41
F52017,SCA,19,5.0001924717e+02,2.42
F52017,SCA,20,5.0002058114e+02,2.38
