func,algo,run,best_f,seconds
F12022,BKA-S2,29,8.1531773573e+03,0.55
F12022,BKA-S3,4,2.5452975265e+03,0.41
F12022,BKA-S3,5,1.8425189397e+03,0.41
F12022,BKA-S3,6,2.6596983219e+03,0.41
F12022,BKA-S3,7,3.6131054589e+03,0.42
F12022,BKA-S3,8,1.3510251317e+03,0.41
F12022,BKA-S3,9,5.3409113100e+03,0.43
F12022,BKA-S3,10,3.8670271168e+03,0.42
F12022,BKA-S3,11,1.4678406553e+03,0.42
F12022,BKA-S3,12,6.9542515427e+02,0.41
F12022,BKA-S3,13,1.7506278829e+03,0.41
F12022,BKA-S3,14,1.9262722420e+03,0.40
F12022,BKA-S3,15,1.2688120755e+03,0.41
F12022,BKA-S3,16,2.6047496598e+03,0.41
F12022,BKA-S3,17,2.9305411691e+03,0.42
F12022,BKA-S3,18,5.9891790855e+02,0.42
F12022,BKA-S3,19,1.0801577060e+03,0.42
F12022,BKA-S3,20,4.4136644921e+02,0.42
F12022,BKA-S3,21,1.5044921957e+03,0.41
F12022,BKA-S3,22,2.7933665977e+03,0.42
F12022,BKA-S3,23,6.6948497966e+02,0.42
F12022,BKA-S3,24,1.2732543408e+03,0.41
F12022,BKA-S3,25,2.2429237240e+03,0.40
F12022,BKA-S3,26,1.9353153765e+03,0.41
F12022,BKA-S3,27,1.3395841287e+03,0.40
F12022,BKA-S3,28,4.3205492627e+02,0.40
F12022,BKA-S3,29,5.8367542520e+02,0.40
F12022,SSA,0,3.0000037969e+02,0.38
F12022,SSA,1,3.0000002090e+02,0.37
F12022,SSA,2,3.0000002961e+02,0.38
F12022,SSA,3,3.0000005205e+02,0.38
F12022,SSA,4,3.0001354634e+02,0.38
F12022,SSA,5,3.0000028750e+02,0.38
F12022,SSA,6,3.0000015454e+02,0.39
F12022,SSA,7,3.0000000075e+02,0.39
F12022,SSA,8,3.0000014620e+02,0.38
F12022,SSA,9,3.0000264618e+02,0.37
F12022,SSA,10,3.0000017315e+02,0.38
F12022,SSA,11,3.0000001079e+02,0.38
F12022,SSA,12,3.0000000493e+02,0.39
F12022,SSA,13,3.0000033430e+02,0.38
F12022,SSA,14,3.0000004627e+02,0.37
F12022,SSA,15,3.0000012745e+02,0.38
F12022,SSA,16,3.0000005101e+02,0.38
F12022,SSA,17,3.0000085541e+02,0.38
F12022,SSA,18,3.0000001885e+02,0.38
F12022,SSA,19,3.0000003557e+02,0.39
F12022,SSA,20,3.0000000721e+02,0.38
F12022,SSA,21,3.0000022370e+02,0.38
F12022,SSA,22,3.0000004113e+02,0.38
F12022,SSA,23,3.0000242161e+02,0.39
F12022,SSA,24,3.0000051042e+02,0.39
F12022,SSA,25,3.0000152894e+02,0.39
F12022,SSA,26,3.0000008098e+02,0.41
F12022,SSA,27,3.0000000459e+02,0.39
F12022,SSA,28,3.0000011279e+02,0.38
F12022,SSA,29,3.0000094571e+02,0.37
F12022,COA,0,3.0042520676e+02,0.39
F12022,COA,1,3.0058775484e+02,0.40
F12022,COA,2,3.0288899126e+02,0.39
F12022,COA,3,3.0029131483e+02,0.38
F12022,COA,4,3.0021498371e+02,0.40
F12022,COA,5,3.0001567369e+02,0.40
F12022,COA,6,3.0347512708e+02,0.40
F12022,COA,7,3.0424780646e+02,0.40
F12022,COA,8,3.0032373408e+02,0.40
F12022,COA,9,3.0088813507e+02,0.39
F12022,COA,10,3.0017311538e+02,0.40
F12022,COA,11,3.0000717439e+02,0.39
F12022,COA,12,3.1120801469e+02,0.39
F12022,COA,13,3.0006161602e+02,0.39
F12022,COA,14,3.0626191268e+02,0.39
F12022,COA,15,3.0031773638e+02,0.38
F12022,COA,16,3.0025748804e+02,0.39
F12022,COA,17,3.0575622231e+02,0.38
F12022,COA,18,3.0005137648e+02,0.39
F12022,COA,19,3.0669280155e+02,0.39
F12022,COA,20,3.0542275683e+02,0.40
F12022,COA,21,3.2871377161e+02,0.39
F12022,COA,22,3.0021552995e+02,0.39
F12022,COA,23,3.0909625847e+02,0.40
F12022,COA,24,3.0148449051e+02,0.39
F12022,COA,25,3.0031031346e+02,0.39
F12022,COA,26,3.0073376329e+02,0.39
F12022,COA,27,3.0079292470e+02,0.41
F12022,COA,28,3.0078393978e+02,0.38
F12022,COA,29,3.0004556631e+02,0.39
F12022,GWO,0,1.4996702047e+04,0.73
F12022,GWO,1,1.2298968453e+04,0.73
F12022,GWO,2,1.0150092075e+04,0.71
F12022,GWO,3,1.0785942379e+04,0.72
F12022,GWO,4,1.3989079865e+04,0.72
F12022,GWO,5,1.1269664064e+04,0.70
F12022,GWO,6,1.1100790471e+04,0.71
F12022,GWO,7,1.4236643128e+04,0.73
F12022,GWO,8,1.2128533573e+04,0.73
F12022,GWO,9,9.6235569690e+03,0.71
F12022,GWO,10,1.2421463729e+04,0.72
F12022,GWO,11,1.1781420293e+04,0.73
F12022,GWO,12,1.8770227311e+04,0.73
F12022,GWO,13,1.1761458311e+04,0.71
F12022,GWO,14,1.6412098790e+04,0.71
F12022,GWO,15,1.3567716413e+04,0.72
F12022,GWO,16,1.1466041039e+04,0.72
F12022,GWO,17,1.6046006549e+04,0.75
F12022,GWO,18,1.4366267266e+04,0.71
F12022,GWO,19,1.1625287716e+04,0.72
F12022,GWO,20,1.2447386445e+04,0.71
F12022,GWO,21,1.7616082022e+04,0.73
F12022,GWO,22,1.4236607788e+04,0.74
F12022,GWO,23,1.4771506725e+04,0.72
F12022,GWO,24,1.5411809866e+04,0.73
F12022,GWO,25,1.0407983253e+04,0.73
F12022,GWO,26,1.3326841034e+04,0.72
F12022,GWO,27,1.3689044353e+04,0.71
F12022,GWO,28,8.4164406411e+03,0.73
F12022,GWO,29,1.2376419662e+04,0.73
F12022,SCA,0,2.2338548511e+04,0.58
F12022,SCA,1,1.6704310378e+04,0.57
F12022,SCA,2,1.5475397466e+04,0.57
F12022,SCA,3,2.5225000958e+04,0.57
F12022,SCA,4,1.3779609082e+04,0.57
F12022,SCA,5,1.5360906137e+04,0.57
F12022,SCA,6,2.1671467403e+04,0.57
F12022,SCA,7,1.9312863606e+04,0.58
F12022,SCA,8,1.6306124632e+04,0.58
F12022,SCA,9,1.5524562911e+04,0.57
F12022,SCA,10,2.1831481862e+04,0.57
F12022,SCA,11,1.9444002242e+04,0.58
F12022,SCA,12,2.6499442931e+04,0.57
F12022,SCA,13,2.1126125631e+04,0.57
F12022,SCA,14,1.8627957002e+04,0.57
F12022,SCA,15,1.8534852562e+04,0.58
F12022,SCA,16,2.3907471796e+04,0.57
F12022,SCA,17,1.7421558016e+04,0.59
F12022,SCA,18,1.6235905493e+04,0.61
F12022,SCA,19,1.8424851620e+04,0.59
F12022,SCA,28,2.1445337277e+04,0.61
F12022,SCA,29,1.2187429148e+04,0.61
F12022,PSO,0,3.0000000737e+02,0.26
F12022,PSO,1,3.0000001491e+02,0.26
F12022,SCA,20,2.1605391993e+04,0.60
F12022,SCA,21,1.9368855831e+04,0.60
F12022,SCA,22,1.8153266323e+04,0.58
F12022,SCA,23,1.9574243204e+04,0.58
F12022,SCA,24,2.5394028935e+04,0.60
F12022,SCA,25,2.1378201644e+04,0.61
F12022,SCA,26,1.4735902387e+04,0.60
F12022,SCA,27,2.3194557559e+04,0.58
F12022,PSO,2,3.0000015106e+02,0.25
F12022,PSO,3,3.0000010942e+02,0.25
F12022,PSO,4,3.0000002524e+02,0.24
F12022,PSO,5,1.8857770273e+03,0.24
F12022,PSO,6,3.0000014611e+02,0.25
F12022,PSO,7,3.0000006158e+02,0.25
F12022,PSO,8,3.0000000179e+02,0.25
F12022,PSO,9,3.0000014475e+02,0.24
F12022,PSO,10,3.0000008735e+02,0.25
F12022,PSO,11,3.0000004117e+02,0.24
F12022,PSO,12,3.0000001819e+02,0.24
F12022,PSO,13,3.0000040687e+02,0.24
F12022,PSO,14,3.0000015657e+02,0.25
F12022,PSO,15,3.0000001229e+02,0.24
F12022,PSO,16,3.0000018238e+02,0.25
F12022,PSO,17,3.0000004691e+02,0.24
F12022,PSO,18,3.0000061080e+02,0.24
F12022,PSO,19,3.0000012662e+02,0.24
F12022,PSO,20,3.0000004661e+02,0.24
F12022,PSO,21,8.8259767150e+02,0.24
F12022,PSO,22,3.0000001916e+02,0.25
F12022,PSO,23,3.0000044631e+02,0.25
F12022,PSO,24,3.0000001402e+02,0.25
F12022,PSO,25,3.0000001768e+02,0.25
F12022,PSO,26,3.0000003266e+02,0.25
F12022,PSO,27,3.0000009505e+02,0.25
F12022,PSO,28,3.0000012035e+02,0.24
F12022,PSO,29,3.0000018503e+02,0.24
F12022,DE,0,3.1442789880e+02,0.73
F12022,DE,1,3.0384942205e+02,0.74
F12022,DE,2,3.2730087180e+02,0.74
F12022,DE,3,3.0000410177e+02,0.74
F12022,DE,4,3.0000003096e+02,0.75
F12022,DE,5,3.0000000000e+02,0.75
F12022,DE,6,3.0288967325e+02,0.74
F12022,DE,7,3.0672880671e+02,0.73
F12022,DE,8,3.0000000117e+02,0.75
F12022,DE,9,3.0000286778e+02,0.76
F12022,DE,10,3.0072784816e+02,0.74
F12022,DE,11,3.0000000003e+02,0.74
F12022,DE,12,3.0000000002e+02,0.74
F12022,DE,13,3.0020128463e+02,0.75
F12022,DE,14,3.0000002173e+02,0.73
F12022,DE,15,3.0000981717e+02,0.75
F12022,DE,28,3.0000000001e+02,0.75
F12022,DE,29,3.0000016196e+02,0.74
F12022,HHO,0,1.1608570393e+03,0.38
F12022,HHO,1,3.3833275685e+03,0.38
F12022,DE,20,3.2197983515e+02,0.74
F12022,DE,21,3.0000002268e+02,0.74
F12022,DE,22,3.0001333541e+02,0.74
F12022,DE,23,3.0000000090e+02,0.75
F12022,DE,16,3.0000513954e+02,0.76
F12022,DE,17,3.1637577784e+02,0.76
F12022,DE,18,3.0004095041e+02,0.75
F12022,DE,19,3.0000000003e+02,0.75
F12022,DE,24,4.1875644741e+02,0.75
F12022,DE,25,3.0000000000e+02,0.76
F12022,DE,26,3.0000000218e+02,0.77
F12022,DE,27,3.0069288551e+02,0.76
F12022,HHO,2,1.1257418912e+03,0.38
F12022,HHO,3,1.1932604765e+03,0.38
F12022,HHO,4,5.7224010959e+02,0.39
F12022,HHO,5,1.2571660235e+03,0.39
F12022,HHO,6,1.2730306692e+03,0.39
F12022,HHO,7,1.6678264147e+03,0.38
F12022,HHO,8,1.3186884175e+03,0.39
F12022,HHO,9,2.0081450539e+03,0.39
F12022,HHO,10,8.8836319937e+02,0.39
F12022,HHO,11,8.9060998157e+02,0.39
F12022,HHO,12,1.5185336539e+03,0.38
F12022,HHO,13,1.2523312981e+03,0.39
F12022,HHO,14,1.8993472103e+03,0.39
F12022,HHO,15,1.7137219750e+03,0.39
F12022,HHO,16,1.0983384235e+03,0.40
F12022,HHO,17,1.0138940442e+03,0.39
F12022,HHO,18,8.6476288685e+02,0.39
F12022,HHO,19,5.4265272254e+02,0.38
F12022,HHO,20,5.1269785039e+02,0.39
F12022,HHO,21,4.1940543850e+02,0.38
F12022,HHO,26,1.5373497914e+03,0.38
F12022,HHO,27,5.7891613494e+02,0.38
F12022,HHO,28,7.0300066920e+02,0.38
F12022,HHO,29,1.3757070021e+03,0.38
F12022,HHO,22,6.9648423893e+02,0.39
F12022,HHO,23,1.2727094953e+03,0.39
F12022,HHO,24,1.1445315058e+03,0.39
F12022,HHO,25,1.3585178164e+03,0.39
F12022,RIME,0,3.0178235889e+02,0.91
F12022,RIME,1,3.0413063225e+02,0.92
F12022,RIME,2,3.0680188261e+02,0.91
F12022,RIME,3,3.0805466271e+02,0.94
F12022,RIME,8,3.0253559276e+02,0.89
F12022,RIME,9,3.0476536817e+02,0.90
F12022,RIME,10,3.0307341671e+02,0.91
F12022,RIME,11,3.0496864475e+02,0.88
F12022,RIME,4,3.0545938852e+02,0.94
F12022,RIME,5,3.0450165481e+02,0.90
F12022,RIME,6,3.0519052550e+02,0.93
F12022,RIME,7,3.0445339945e+02,0.91
F12022,RIME,12,3.0618375655e+02,0.90
F12022,RIME,13,3.0449929661e+02,0.92
F12022,RIME,14,3.1618800382e+02,0.94
F12022,RIME,15,3.0792067485e+02,0.88
F12022,RIME,16,3.0177714019e+02,0.90
F12022,RIME,17,3.0733996600e+02,0.90
F12022,RIME,18,3.0540337054e+02,0.89
F12022,RIME,19,3.0649358707e+02,0.89
F12022,RIME,28,3.0686182272e+02,0.88
F12022,RIME,29,3.0634122224e+02,0.89
F22022,MSBKA,0,5.7910497992e+02,0.67
F22022,MSBKA,1,5.8347063698e+02,0.68
F12022,RIME,20,3.0396331414e+02,0.87
F12022,RIME,21,3.0650576377e+02,0.87
F12022,RIME,22,3.0746981728e+02,0.87
F12022,RIME,23,3.0223953892e+02,0.88
F12022,RIME,24,3.1157747556e+02,0.89
F12022,RIME,25,3.0740897860e+02,0.91
F12022,RIME,26,3.0342610397e+02,0.88
F12022,RIME,27,3.0257577647e+02,0.88
F22022,MSBKA,2,5.8735798560e+02,0.68
F22022,MSBKA,3,4.8753274361e+02,0.67
F22022,MSBKA,4,5.3663761536e+02,0.67
F22022,MSBKA,5,5.1817506357e+02,0.67
F22022,MSBKA,6,5.0976917011e+02,0.66
F22022,MSBKA,7,5.1011265550e+02,0.68
F22022,MSBKA,8,6.0281358415e+02,0.66
F22022,MSBKA,9,4.8401335254e+02,0.68
F22022,MSBKA,10,5.6314847907e+02,0.65
F22022,MSBKA,11,4.6860897915e+02,0.66
F22022,MSBKA,12,5.0922940712e+02,0.67
F22022,MSBKA,13,5.7958785517e+02,0.68
F22022,MSBKA,14,5.0717270660e+02,0.66
F22022,MSBKA,15,4.8125753475e+02,0.69
F22022,MSBKA,16,5.8415674802e+02,0.70
F22022,MSBKA,17,5.1941534744e+02,0.69
F22022,MSBKA,18,5.6396821178e+02,0.72
F22022,MSBKA,19,5.5850231375e+02,0.69
F22022,MSBKA,20,5.5571599215e+02,0.68
F22022,MSBKA,21,4.8492316100e+02,0.66
F22022,BKA,0,5.9137566721e+02,0.60
F22022,BKA,1,5.4616227135e+02,0.53
F22022,BKA,2,5.1461987682e+02,0.51
F22022,BKA,3,5.1839914559e+02,0.51
F22022,MSBKA,22,5.2082574532e+02,0.68
F22022,MSBKA,23,5.2052115654e+02,0.68
F22022,MSBKA,24,4.9405556446e+02,0.66
F22022,MSBKA,25,5.2801933846e+02,0.66
F22022,MSBKA,26,5.3030693822e+02,0.67
F22022,MSBKA,27,5.1446025442e+02,0.66
F22022,MSBKA,28,5.9528785042e+02,0.65
F22022,MSBKA,29,5.4742755191e+02,0.66
F22022,BKA,4,4.6356848382e+02,0.53
F22022,BKA,5,4.5927193756e+02,0.52
F22022,BKA,6,6.6637679095e+02,0.53
F22022,BKA,7,6.5857794934e+02,0.53
F22022,BKA,8,5.8127240690e+02,0.54
F22022,BKA,9,6.2160713009e+02,0.53
F22022,BKA,10,4.8863959374e+02,0.53
F22022,BKA,11,6.0908149096e+02,0.52
F22022,BKA,12,5.3655561609e+02,0.51
F22022,BKA,13,5.9566014894e+02,0.53
F22022,BKA,14,7.2821156740e+02,0.52
F22022,BKA,15,6.2922048462e+02,0.52
F22022,BKA,16,5.2423201339e+02,0.52
F22022,BKA,17,5.2350030435e+02,0.52
F22022,BKA,18,6.4306110958e+02,0.52
F22022,BKA,19,6.0163999657e+02,0.52
F22022,BKA,20,8.2805230688e+02,0.53
F22022,BKA,21,4.7406957653e+02,0.54
F22022,BKA,22,4.8184919935e+02,0.58
F22022,BKA,23,5.2367103184e+02,0.53
F22022,BKA,24,5.2524737415e+02,0.52
F22022,BKA,25,4.8406772884e+02,0.55
F22022,BKA,26,6.5208090332e+02,0.55
F22022,BKA,27,5.1726621501e+02,0.52
F22022,BKA,28,5.2926220617e+02,0.53
F22022,BKA,29,5.9965309754e+02,0.56
F22022,BKA-S1,0,5.2189774359e+02,0.55
F22022,BKA-S1,1,5.9258614112e+02,0.52
F22022,BKA-S1,2,5.6414611761e+02,0.54
F22022,BKA-S1,3,5.7261792734e+02,0.55
F22022,BKA-S1,4,5.9501809440e+02,0.52
F22022,BKA-S1,5,5.2912018943e+02,0.51
F22022,BKA-S1,6,6.2541604889e+02,0.53
F22022,BKA-S1,7,5.2100980446e+02,0.52
F22022,BKA-S1,8,5.4392006842e+02,0.53
F22022,BKA-S1,9,5.8709209926e+02,0.52
F22022,BKA-S1,10,5.6739775860e+02,0.51
F22022,BKA-S1,11,5.9276433249e+02,0.53
F22022,BKA-S1,12,5.7222124003e+02,0.52
F22022,BKA-S1,13,5.2578137653e+02,0.53
F22022,BKA-S1,14,6.4694631050e+02,0.52
F22022,BKA-S1,15,5.2069717973e+02,0.53
F22022,BKA-S1,16,5.6985176359e+02,0.52
F22022,BKA-S1,17,7.6206353208e+02,0.55
F22022,BKA-S1,18,4.4259309187e+02,0.52
F22022,BKA-S1,19,5.6405965790e+02,0.53
F22022,BKA-S1,20,5.1599292348e+02,0.52
F22022,BKA-S1,21,4.9192384356e+02,0.54
F22022,BKA-S1,22,5.3367295192e+02,0.53
F22022,BKA-S1,23,6.3301535336e+02,0.51
F22022,BKA-S1,24,6.6434229589e+02,0.50
F22022,BKA-S1,25,6.5489617049e+02,0.51
F22022,BKA-S1,26,5.5110512365e+02,0.51
F22022,BKA-S1,27,4.7057133679e+02,0.50
F22022,BKA-S1,28,6.2303102967e+02,0.50
F22022,BKA-S1,29,5.1366987682e+02,0.52
F22022,BKA-S2,0,4.9140009721e+02,0.66
F22022,BKA-S2,1,6.3177908336e+02,0.65
F22022,BKA-S2,2,4.8714835863e+02,0.67
F22022,BKA-S2,3,4.9277778398e+02,0.66
F22022,BKA-S2,4,5.9782999435e+02,0.65
F22022,BKA-S2,5,5.7641362995e+02,0.65
F22022,BKA-S2,6,6.3195553948e+02,0.67
F22022,BKA-S2,7,6.3238549063e+02,0.68
F22022,BKA-S2,8,7.2789379536e+02,0.68
F22022,BKA-S2,9,5.2796046752e+02,0.67
F22022,BKA-S2,10,6.3937613056e+02,0.68
F22022,BKA-S2,11,5.9110622689e+02,0.67
F22022,BKA-S2,12,5.9388686394e+02,0.67
F22022,BKA-S2,13,6.7944743484e+02,0.66
F22022,BKA-S2,14,4.9114176744e+02,0.66
F22022,BKA-S2,15,5.1620029475e+02,0.67
F22022,BKA-S2,16,6.1707049524e+02,0.67
F22022,BKA-S2,17,5.5212980409e+02,0.65
F22022,BKA-S2,18,4.8694340236e+02,0.67
F22022,BKA-S2,19,5.3314845554e+02,0.65
F22022,BKA-S2,20,4.9474634472e+02,0.67
F22022,BKA-S2,21,4.8881518208e+02,0.67
F22022,BKA-S2,22,5.1265450299e+02,0.68
F22022,BKA-S2,23,4.9704680758e+02,0.66
F22022,BKA-S2,28,6.4611258975e+02,0.66
F22022,BKA-S2,29,5.5555892171e+02,0.66
F22022,BKA-S3,0,5.7474860408e+02,0.52
F22022,BKA-S3,1,5.7630494338e+02,0.52
F22022,BKA-S2,24,6.0609761410e+02,0.67
F22022,BKA-S2,25,6.5563261668e+02,0.66
F22022,BKA-S2,26,7.3424660953e+02,0.67
F22022,BKA-S2,27,5.8603036663e+02,0.68
F22022,BKA-S3,2,4.8612473706e+02,0.51
F22022,BKA-S3,3,6.8954539661e+02,0.52
F22022,BKA-S3,4,6.7801057943e+02,0.51
F22022,BKA-S3,5,5.1099234269e+02,0.51
F22022,BKA-S3,6,6.2926872490e+02,0.52
F22022,BKA-S3,7,6.4152669906e+02,0.51
F22022,BKA-S3,8,5.3005099805e+02,0.51
F22022,BKA-S3,9,4.8082088642e+02,0.52
F22022,BKA-S3,10,5.3224379846e+02,0.53
F22022,BKA-S3,11,5.6151004452e+02,0.52
F22022,BKA-S3,12,5.3752729329e+02,0.52
F22022,BKA-S3,13,6.7804209028e+02,0.51
F22022,BKA-S3,14,5.3993829965e+02,0.53
F22022,BKA-S3,15,6.0789052123e+02,0.52
F22022,BKA-S3,16,6.1231630262e+02,0.56
F22022,BKA-S3,17,5.7922110667e+02,0.52
F22022,BKA-S3,18,6.7890618165e+02,0.52
F22022,BKA-S3,19,6.4276289581e+02,0.52
F22022,BKA-S3,20,5.2608277563e+02,0.52
F22022,BKA-S3,21,5.1979112986e+02,0.52
F22022,BKA-S3,22,5.9785062126e+02,0.51
F22022,BKA-S3,23,5.5038038223e+02,0.52
F22022,BKA-S3,24,5.0993663348e+02,0.52
F22022,BKA-S3,25,5.2649494528e+02,0.52
F22022,SSA,0,4.4959859029e+02,0.48
F22022,SSA,1,4.7146730950e+02,0.48
F22022,SSA,2,4.5867397150e+02,0.49
F22022,SSA,3,4.7283535754e+02,0.48
F22022,BKA-S3,26,6.1777579350e+02,0.52
F22022,BKA-S3,27,8.3833992608e+02,0.51
F22022,BKA-S3,28,4.7778250791e+02,0.52
F22022,BKA-S3,29,5.0929717170e+02,0.51
F22022,SSA,4,4.5038696531e+02,0.47
F22022,SSA,5,4.5296619057e+02,0.49
F22022,SSA,6,4.7480131182e+02,0.49
F22022,SSA,7,4.5074170335e+02,0.49
F22022,SSA,8,4.6634949708e+02,0.48
F22022,SSA,9,4.5187496434e+02,0.48
F22022,SSA,10,4.6945907824e+02,0.49
F22022,SSA,11,4.4910925595e+02,0.48
F22022,SSA,12,4.4506842118e+02,0.48
F22022,SSA,13,4.7761660959e+02,0.49
F22022,SSA,14,4.4981243086e+02,0.48
F22022,SSA,15,4.4974952146e+02,0.48
F22022,SSA,16,4.5847989823e+02,0.48
