dataset,algo,run,objective,risk,return
4,SCA,9,-3.4353681797e-03,1.1023979507e-03,7.9731343102e-03
4,SCA,2,-3.4304923075e-03,1.2302962299e-03,8.0912808450e-03
4,SCA,3,-3.5052315266e-03,1.2089781343e-03,8.2194411875e-03
4,SCA,4,-3.3103518330e-03,1.5650002908e-03,8.1857039568e-03
4,SCA,5,-3.4569607041e-03,1.2277868232e-03,8.1417082313e-03
4,SCA,10,-3.4304911956e-03,1.2324360873e-03,8.0934184785e-03
4,SCA,11,-3.2794943952e-03,1.3420410380e-03,7.9010298285e-03
4,SCA,12,-3.5052110330e-03,1.2134098450e-03,8.2238319109e-03
4,SCA,13,-3.5122870583e-03,1.1946306160e-03,8.2192047327e-03
4,SCA,18,-3.4304876225e-03,1.2277845809e-03,8.0887598258e-03
4,SCA,19,-3.5069430019e-03,1.0972184508e-03,8.1111044547e-03
4,SCA,20,-3.4805269803e-03,1.4825960784e-03,8.4436500390e-03
4,SCA,21,-3.4304904156e-03,1.2293397256e-03,8.0903205568e-03
4,SCA,22,-3.4171131340e-03,1.2837544956e-03,8.1179807635e-03
4,SCA,23,-3.5248764417e-03,1.2176560938e-03,8.2674089772e-03
4,SCA,24,-3.3713575696e-03,1.0941514520e-03,7.8368665912e-03
4,SCA,25,-3.5052200955e-03,1.2055835781e-03,8.2160237690e-03
5,SCA,0,-1.2858419636e-03,9.3764189995e-04,3.5093258272e-03
5,SCA,1,-1.1760514562e-03,6.8330596742e-04,3.0354088797e-03
5,SCA,2,-1.2288983070e-03,7.7397737053e-04,3.2317739846e-03
5,SCA,3,-1.1151478755e-03,1.1564269500e-03,3.3867227010e-03
4,SCA,26,-3.4399563137e-03,1.1378793809e-03,8.0177920083e-03
4,SCA,27,-3.5177052776e-03,1.1917855140e-03,8.2271960692e-03
4,SCA,28,-3.5052298055e-03,1.2032366475e-03,8.2136962586e-03
4,SCA,29,-3.4365108565e-03,1.2519574267e-03,8.1249791397e-03
5,SCA,4,-1.0501912100e-03,8.3518704929e-04,2.9355694694e-03
5,SCA,5,-1.3475855183e-03,7.2322584995e-04,3.4183968866e-03
5,SCA,6,-1.2700682504e-03,8.9198055828e-04,3.4321170590e-03
5,SCA,7,-1.1369705500e-03,7.8886971319e-04,3.0628108133e-03
5,SCA,8,-1.1526107976e-03,1.0313365904e-03,3.3365581857e-03
5,SCA,9,-1.2091565421e-03,6.5108014719e-04,3.0693932313e-03
5,SCA,10,-1.2434763399e-03,7.7106098127e-04,3.2580136610e-03
5,SCA,11,-1.1415681685e-03,7.7034548493e-04,3.0534818218e-03
5,SCA,12,-1.2520362428e-03,6.5275643340e-04,3.1568289190e-03
5,SCA,13,-1.1283784168e-03,8.1213614902e-04,3.0688929826e-03
5,SCA,14,-1.3502946561e-03,8.5428401802e-04,3.5548733302e-03
5,SCA,15,-1.2638129977e-03,7.3846870920e-04,3.2660947045e-03
5,SCA,16,-1.0231074992e-03,8.9302244238e-04,2.9392374408e-03
5,SCA,17,-1.2078015533e-03,7.9650495101e-04,3.2121080577e-03
5,SCA,18,-1.2471518575e-03,6.5499069696e-04,3.1492944121e-03
5,SCA,19,-1.2811719286e-03,7.8465997728e-04,3.3470038345e-03
1,PSO,2,-3.1547988078e-03,2.1894682258e-03,8.4990658414e-03
1,PSO,3,-3.1547988078e-03,2.1894682287e-03,8.4990658443e-03
1,PSO,4,-3.0959751636e-03,1.5042996728e-03,7.6962500000e-03
1,PSO,5,-3.1600989764e-03,2.1989758330e-03,8.5191737859e-03
1,PSO,6,-3.1537175413e-03,2.2037010254e-03,8.5111361081e-03
1,PSO,7,-2.9053247358e-03,1.1789905285e-03,6.9896400000e-03
1,PSO,8,-3.1011663981e-03,1.5001272039e-03,7.7024600000e-03
1,PSO,9,-3.1603094806e-03,2.2013757782e-03,8.5219947395e-03
5,SCA,28,-1.1586751134e-03,1.0066608493e-03,3.3240110761e-03
5,SCA,29,-1.2230814412e-03,7.9113276620e-04,3.2372956487e-03
1,PSO,0,-3.0529643627e-03,1.4837912746e-03,7.5897200000e-03
1,PSO,1,-2.8922018651e-03,1.1766962697e-03,6.9611000000e-03
1,PSO,10,-2.9119961398e-03,1.1744267031e-03,6.9984189827e-03
1,PSO,11,-3.1613832043e-03,2.1996746497e-03,8.5224410584e-03
1,PSO,12,-3.1547988078e-03,2.1894682294e-03,8.4990658450e-03
1,PSO,13,-3.0797610322e-03,1.4881079356e-03,7.6476300000e-03
1,PSO,14,-3.1683076582e-03,2.2047173212e-03,8.5413326376e-03
1,PSO,15,-3.0755487967e-03,1.4927424066e-03,7.6438400000e-03
1,PSO,16,-3.0910168000e-03,1.5167163999e-03,7.6987500000e-03
1,PSO,17,-3.0821487563e-03,1.5106824873e-03,7.6749800000e-03
1,PSO,18,-2.7784359777e-03,1.5748894657e-03,7.1317614210e-03
1,PSO,19,-3.0855199089e-03,1.4997901822e-03,7.6708300000e-03
1,PSO,20,-3.1613832043e-03,2.1996746459e-03,8.5224410546e-03
1,PSO,21,-3.1547988078e-03,2.1894682295e-03,8.4990658451e-03
1,PSO,22,-3.1547988078e-03,2.1894682150e-03,8.4990658307e-03
1,PSO,23,-2.6599407435e-03,1.1107535129e-03,6.4306350000e-03
1,PSO,24,-3.1603094806e-03,2.2013757737e-03,8.5219947350e-03
1,PSO,25,-3.1497349253e-03,2.1985197020e-03,8.4979895525e-03
5,SCA,20,-1.2452248913e-03,8.1471631450e-04,3.3051660971e-03
5,SCA,21,-1.3421088557e-03,6.4275827393e-04,3.3269759853e-03
5,SCA,22,-1.0777458039e-03,8.3825053708e-04,2.9937421449e-03
5,SCA,23,-1.1625837484e-03,1.0257058902e-03,3.3508733870e-03
1,PSO,26,-3.0806986878e-03,1.5007026244e-03,7.6621000000e-03
1,PSO,27,-3.1695010083e-03,2.2017125169e-03,8.5407145335e-03
1,PSO,28,-3.0855199089e-03,1.4997901822e-03,7.6708300000e-03
1,PSO,29,-2.9290109420e-03,1.4822881160e-03,7.3403100000e-03
2,PSO,0,-2.5376832342e-03,3.7462723574e-04,5.4499937041e-03
2,PSO,1,-2.9643736208e-03,3.8226909110e-04,6.3110163327e-03
2,PSO,2,-2.8769505655e-03,3.9776169919e-04,6.1516628302e-03
2,PSO,3,-2.9140391284e-03,3.5521871337e-04,6.1832969702e-03
2,PSO,4,-2.7585549940e-03,3.2978280442e-04,5.8468927924e-03
2,PSO,5,-2.5628881841e-03,3.4530069502e-04,5.4710770631e-03
2,PSO,6,-2.8791754708e-03,3.5964141744e-04,6.1179923590e-03
2,PSO,7,-2.8975275201e-03,3.8908130686e-04,6.1841363470e-03
2,PSO,8,-2.9174706576e-03,3.7784514500e-04,6.2127864603e-03
2,PSO,9,-2.9203311934e-03,3.6746301251e-04,6.2081253993e-03
2,PSO,10,-2.2779777233e-03,3.7793189635e-04,4.9338873429e-03
2,PSO,11,-2.4368415590e-03,3.6807748805e-04,5.2417606060e-03
2,PSO,12,-2.6407284128e-03,3.8868856059e-04,5.6701453862e-03
2,PSO,13,-2.8247492935e-03,3.6240997139e-04,6.0119085584e-03
2,PSO,14,-2.5990937445e-03,3.5045604312e-04,5.5486435321e-03
2,PSO,15,-2.9348627324e-03,3.8070119868e-04,6.2504266634e-03
2,PSO,16,-2.6652952019e-03,3.6763635791e-04,5.6982267617e-03
2,PSO,17,-2.9372235194e-03,3.8009441566e-04,6.2545414544e-03
2,PSO,18,-2.7229314225e-03,3.9145050225e-04,5.8373133472e-03
2,PSO,19,-2.8894923330e-03,3.8639030187e-04,6.1653749678e-03
2,PSO,24,-2.6119299507e-03,4.2379691957e-04,5.6476568209e-03
2,PSO,25,-2.8876881291e-03,3.8873921613e-04,6.1641154744e-03
2,PSO,26,-2.4975207059e-03,3.8960059937e-04,5.3846420112e-03
2,PSO,27,-2.7351917919e-03,3.7113041765e-04,5.8415140014e-03
2,PSO,20,-2.9270767302e-03,3.7797959053e-04,6.2321330509e-03
2,PSO,21,-2.4370580061e-03,3.0040036623e-04,5.1745163783e-03
2,PSO,22,-2.9837434983e-03,3.8073360699e-04,6.3482206036e-03
2,PSO,23,-2.9662515470e-03,4.2880559584e-04,6.3613086898e-03
3,PSO,2,-2.6901524285e-03,4.9638058080e-04,5.8766854378e-03
3,PSO,3,-2.7470085588e-03,5.2234970401e-04,6.0163668217e-03
3,PSO,4,-2.5615711890e-03,5.0538103228e-04,5.6285234103e-03
3,PSO,5,-2.5519488061e-03,4.1316158922e-04,5.5170592014e-03
2,PSO,28,-2.9359346073e-03,3.6886193051e-04,6.2407311451e-03
2,PSO,29,-2.9135578279e-03,3.7835723754e-04,6.2054728934e-03
3,PSO,0,-2.6800599197e-03,5.1356723878e-04,5.8736870782e-03
3,PSO,1,-2.7313087365e-03,4.8916665391e-04,5.9517841269e-03
3,PSO,10,-2.5929515419e-03,4.1445485822e-04,5.6003579420e-03
3,PSO,11,-2.5724535953e-03,4.2005726042e-04,5.5649644510e-03
3,PSO,12,-2.7149973480e-03,4.5706741381e-04,5.8870621099e-03
3,PSO,13,-2.6160765724e-03,4.2706224415e-04,5.6592153890e-03
3,PSO,6,-2.6873030966e-03,5.1086305922e-04,5.8854692525e-03
3,PSO,7,-2.6620967506e-03,4.9569984266e-04,5.8198933439e-03
3,PSO,8,-2.6088915331e-03,4.6520492611e-04,5.6829879923e-03
3,PSO,9,-2.6539683328e-03,4.9317667657e-04,5.8011133421e-03
3,PSO,18,-2.6828702864e-03,5.3694607597e-04,5.9026866488e-03
3,PSO,19,-2.7442097750e-03,5.3242420248e-04,6.0208437525e-03
3,PSO,20,-2.6766395006e-03,4.4051966276e-04,5.7937986639e-03
3,PSO,21,-2.7424625025e-03,4.8264023428e-04,5.9675652392e-03
3,PSO,14,-2.5108548545e-03,4.3121346932e-04,5.4529231784e-03
3,PSO,15,-2.6823093795e-03,5.2896441280e-04,5.8935831718e-03
3,PSO,16,-2.6944553340e-03,5.3097558581e-04,5.9198862538e-03
3,PSO,17,-2.6224436184e-03,5.0381204548e-04,5.7486992824e-03
3,PSO,22,-2.5473909829e-03,4.3003265234e-04,5.5248146181e-03
3,PSO,23,-2.7218055555e-03,4.9193557996e-04,5.9355466910e-03
3,PSO,24,-2.6162622777e-03,4.4055848674e-04,5.6730830421e-03
3,PSO,25,-2.5273513060e-03,4.5681606758e-04,5.5115186796e-03
3,PSO,26,-2.7104605788e-03,5.3036091504e-04,5.9512820727e-03
3,PSO,27,-2.6596818943e-03,5.0518105829e-04,5.8245448469e-03
3,PSO,28,-2.5322330701e-03,4.8348734022e-04,5.5479534804e-03
3,PSO,29,-2.4039110687e-03,3.9361731586e-04,5.2014394532e-03
5,SCA,24,-1.2183164070e-03,8.5914210083e-04,3.2957749147e-03
5,SCA,25,-1.2913632755e-03,8.6261139057e-04,3.4453379416e-03
5,SCA,26,-1.2274407367e-03,8.0239939215e-04,3.2572808656e-03
5,SCA,27,-1.3107631967e-03,8.6259623652e-04,3.4841226299e-03
4,PSO,4,-3.2283448451e-03,7.2432768957e-04,7.1810173799e-03
4,PSO,5,-3.1188090514e-03,6.4445905157e-04,6.8820771543e-03
4,PSO,6,-3.2378354805e-03,7.3597737808e-04,7.2116483391e-03
4,PSO,7,-3.0169012877e-03,5.4517531154e-04,6.5789778870e-03
4,PSO,0,-3.1461535115e-03,6.6562359660e-04,6.9579306196e-03
4,PSO,1,-3.1387238853e-03,7.0598919995e-04,6.9834369705e-03
4,PSO,2,-3.0505632077e-03,6.3933198254e-04,6.7404583979e-03
4,PSO,3,-3.2416880655e-03,7.4467177748e-04,7.2280479084e-03
4,PSO,8,-3.1932655734e-03,7.4464772862e-04,7.1311788754e-03
4,PSO,9,-3.1810366481e-03,6.8947406704e-04,7.0515473632e-03
4,PSO,10,-2.9215406499e-03,5.6101246430e-04,6.4040937642e-03
4,PSO,11,-3.1890780968e-03,6.8673378207e-04,7.0648899756e-03
4,PSO,12,-2.9181828689e-03,4.8323241360e-04,6.3195981513e-03
4,PSO,13,-2.9089827584e-03,6.0318664977e-04,6.4211521665e-03
4,PSO,14,-3.1020255540e-03,6.6144091871e-04,6.8654920267e-03
4,PSO,15,-3.2225296026e-03,7.0176850761e-04,7.1468277128e-03
4,PSO,16,-3.2106980422e-03,7.1808049542e-04,7.1394765798e-03
4,PSO,17,-3.0917468362e-03,5.8080887306e-04,6.7643025454e-03
4,PSO,18,-3.2619867769e-03,7.5070541206e-04,7.2746789658e-03
4,PSO,19,-3.0126789922e-03,6.5581654098e-04,6.6811745253e-03
4,PSO,20,-2.8998060694e-03,5.4305968502e-04,6.3426718237e-03
4,PSO,21,-2.9433174291e-03,5.7058355532e-04,6.4572184135e-03
4,PSO,22,-3.1696337379e-03,6.7651854020e-04,7.0157860161e-03
4,PSO,23,-2.9757263175e-03,5.7747184894e-04,6.5289244839e-03
4,PSO,24,-2.9486338990e-03,5.9059860927e-04,6.4878664072e-03
4,PSO,25,-2.9962455695e-03,5.5615494460e-04,6.5486460835e-03
4,PSO,26,-3.0239443388e-03,6.2648186600e-04,6.6743705436e-03
4,PSO,27,-3.0027062666e-03,5.9555967195e-04,6.6009722052e-03
4,PSO,28,-3.2313503926e-03,7.0963431501e-04,7.1723351003e-03
4,PSO,29,-3.1129433968e-03,6.4681115917e-04,6.8726979528e-03
5,PSO,0,-1.0542014091e-03,7.7505626159e-04,2.8834590798e-03
5,PSO,1,-1.1548790022e-03,6.9877763168e-04,3.0085356362e-03
5,PSO,6,-7.8294858850e-04,6.9351246749e-04,2.2594096445e-03
5,PSO,7,-9.4411697164e-04,5.3436605673e-04,2.4226000000e-03
5,PSO,8,-9.1491124726e-04,6.6401659935e-04,2.4938390939e-03
5,PSO,9,-1.0109660303e-03,5.5316793940e-04,2.5751000000e-03
5,PSO,2,-1.0116145379e-03,7.3673723047e-04,2.7599663063e-03
5,PSO,3,-7.1840746920e-04,7.0060376923e-04,2.1374187076e-03
5,PSO,4,-8.5944098965e-04,6.3541802070e-04,2.3543000000e-03
5,PSO,5,-1.3115945760e-03,6.9932096852e-04,3.3225101206e-03
5,PSO,18,-8.1791447480e-04,6.2859234075e-04,2.2644212904e-03
5,PSO,19,-1.2465455323e-03,6.6168425124e-04,3.1547753159e-03
5,PSO,20,-9.7041437047e-04,7.1405529438e-04,2.6548840353e-03
5,PSO,21,-9.9425251830e-04,6.2969021239e-04,2.6181952490e-03
5,PSO,10,-9.8666661742e-04,6.7640017851e-04,2.6497334134e-03
5,PSO,11,-8.2621001385e-04,7.7090061170e-04,2.4233206394e-03
5,PSO,12,-1.1965201497e-03,7.1685970053e-04,3.1099000000e-03
5,PSO,13,-1.1472302812e-03,7.1884172099e-04,3.0133022833e-03
5,PSO,14,-4.8184920493e-04,7.5010159014e-04,1.7138000000e-03
5,PSO,15,-6.2021584581e-04,6.4146830838e-04,1.8819000000e-03
5,PSO,16,-1.1798455546e-03,6.6706307901e-04,3.0267541883e-03
5,PSO,17,-1.0034097279e-03,6.9494399928e-04,2.7017634550e-03
1,HHO,0,-3.2804973656e-03,2.3918198887e-03,8.9528146198e-03
1,HHO,1,-3.1088848311e-03,3.5035426228e-03,9.7213122851e-03
1,HHO,2,-3.2399481649e-03,2.7687314447e-03,9.2486277745e-03
1,HHO,3,-3.2434845240e-03,2.8439980884e-03,9.3309671365e-03
1,HHO,4,-3.2555707589e-03,2.4924681845e-03,9.0036097024e-03
1,HHO,5,-3.0568150355e-03,3.9808480782e-03,1.0094478149e-02
1,HHO,6,-3.0857163961e-03,3.7373025806e-03,9.9087353729e-03
1,HHO,7,-3.0671432121e-03,4.0375098015e-03,1.0171796226e-02
1,HHO,8,-3.2308182253e-03,2.4915212360e-03,8.9531576866e-03
1,HHO,9,-3.2413636914e-03,2.7722752962e-03,9.2550026790e-03
1,HHO,10,-3.0491993958e-03,4.1371912085e-03,1.0235590000e-02
1,HHO,11,-3.2549296171e-03,2.7733691519e-03,9.2832283862e-03
1,HHO,12,-3.2426346019e-03,2.7671423391e-03,9.2524115428e-03
1,HHO,13,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,HHO,14,-2.5133694870e-03,1.5857378904e-03,6.6124768643e-03
1,HHO,15,-3.0844485505e-03,3.9321752786e-03,1.0101072380e-02
1,HHO,16,-3.1008223301e-03,3.6001060978e-03,9.8017507580e-03
1,HHO,17,-3.2342767613e-03,2.4802818633e-03,8.9488353859e-03
1,HHO,18,-3.2413636914e-03,2.7722753381e-03,9.2550027209e-03
1,HHO,19,-3.1336438167e-03,3.3301277759e-03,9.5974154093e-03
1,HHO,20,-3.1216135546e-03,3.1246145021e-03,9.3678416113e-03
1,HHO,21,-3.1066083184e-03,3.1872672996e-03,9.4004839363e-03
1,HHO,22,-3.1004281926e-03,3.5810470419e-03,9.7819034271e-03
1,HHO,23,-3.2344630761e-03,2.7727534930e-03,9.2416796451e-03
5,PSO,22,-1.0779173013e-03,6.7286539743e-04,2.8287000000e-03
5,PSO,23,-5.5127506924e-04,6.4954986152e-04,1.7521000000e-03
5,PSO,24,-8.0585795901e-04,6.6188408198e-04,2.2736000000e-03
5,PSO,25,-1.0164626631e-03,6.7057467380e-04,2.7035000000e-03
1,HHO,24,-3.2426346019e-03,2.7671423800e-03,9.2524115837e-03
1,HHO,25,-3.0640326324e-03,3.5115026708e-03,9.6395679356e-03
1,HHO,26,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,HHO,27,-3.1399318719e-03,3.2326368488e-03,9.5125005925e-03
1,HHO,28,-3.2541604622e-03,2.8050100761e-03,9.3133310004e-03
1,HHO,29,-3.1242286528e-03,3.1211986658e-03,9.3696559715e-03
2,HHO,0,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
2,HHO,1,-3.4007783636e-03,2.3992832728e-03,9.2008400000e-03
2,HHO,2,-3.5748976622e-03,9.2343976110e-04,8.0732350855e-03
2,HHO,3,-3.9118961087e-03,9.2563511168e-04,8.7494273291e-03
2,HHO,4,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
2,HHO,5,-3.9434077903e-03,9.1445507204e-04,8.8012706526e-03
2,HHO,6,-3.6380084230e-03,1.2886720658e-03,8.5646889118e-03
2,HHO,7,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
2,HHO,8,-3.3955367238e-03,2.3941865525e-03,9.1852600000e-03
2,HHO,9,-2.8681792537e-03,1.3730114925e-03,7.1093700000e-03
2,HHO,10,-2.9078850026e-03,1.3732699947e-03,7.1890400000e-03
2,HHO,11,-3.4558685062e-03,2.0942764122e-03,9.0060134246e-03
2,HHO,12,-3.5548719404e-03,1.2249161192e-03,8.3346600000e-03
2,HHO,13,-3.7755284564e-03,7.5700922260e-04,8.3080661355e-03
2,HHO,14,-3.4594768433e-03,2.3847463123e-03,9.3036999989e-03
2,HHO,15,-3.5338453902e-03,1.2173592196e-03,8.2850500000e-03
2,HHO,16,-3.3638660470e-03,2.4139479061e-03,9.1416800000e-03
2,HHO,17,-3.3998633320e-03,2.3959033360e-03,9.1956300000e-03
2,HHO,18,-2.2842655035e-03,2.9885369530e-04,4.8673847023e-03
2,HHO,19,-2.8617883445e-03,1.3689033110e-03,7.0924800000e-03
2,HHO,20,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
2,HHO,21,-2.0905304489e-03,3.4083910222e-04,4.5219000000e-03
2,HHO,22,-3.5824479613e-03,8.8457282848e-04,8.0494687512e-03
2,HHO,23,-3.3993406282e-03,2.4061469602e-03,9.2048282165e-03
2,HHO,24,-3.4143163124e-03,2.3978895288e-03,9.2265221536e-03
2,HHO,25,-3.3638660470e-03,2.4139479061e-03,9.1416800000e-03
2,HHO,26,-2.2815774771e-03,4.5967857938e-04,5.0228335336e-03
2,HHO,27,-3.5372995967e-03,1.2181808067e-03,8.2927800000e-03
2,HHO,28,-3.6305710627e-03,1.2826347928e-03,8.5437769182e-03
2,HHO,29,-3.4165908096e-03,2.3901083808e-03,9.2232900000e-03
3,HHO,0,-2.4011130475e-03,1.5358511317e-03,6.3380772268e-03
3,HHO,1,-2.3825578053e-03,4.8649938941e-04,5.2516150000e-03
3,HHO,2,-2.4863297490e-03,6.8850428203e-04,5.6611637800e-03
3,HHO,3,-2.4488687179e-03,6.0349861574e-04,5.5012360515e-03
3,HHO,4,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,HHO,5,-3.2699782299e-03,1.3037251609e-03,7.8436816207e-03
3,HHO,6,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,HHO,7,-2.4201998368e-03,1.3719031882e-03,6.2123028618e-03
3,HHO,8,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,HHO,9,-2.4753874427e-03,1.0529310041e-03,6.0037058895e-03
3,HHO,10,-3.2657404265e-03,1.3212291470e-03,7.8527100000e-03
3,HHO,11,-2.5294474867e-03,7.9917084790e-04,5.8580658214e-03
3,HHO,12,-3.2498378319e-03,1.3266243362e-03,7.8263000000e-03
3,HHO,13,-2.3742161412e-03,4.7371023984e-04,5.2221425223e-03
3,HHO,14,-2.3622498541e-03,1.8306502918e-03,6.5551500000e-03
3,HHO,15,-3.2508618581e-03,1.3227762839e-03,7.8245000000e-03
3,HHO,16,-2.2785189534e-03,5.2979637894e-04,5.0868342857e-03
3,HHO,17,-3.2154589946e-03,1.3261020107e-03,7.7570200000e-03
3,HHO,18,-3.2426328909e-03,1.3216742182e-03,7.8069400000e-03
3,HHO,19,-3.2521247137e-03,1.3145805726e-03,7.8188300000e-03
3,HHO,20,-3.2217229130e-03,1.3287641739e-03,7.7722100000e-03
3,HHO,21,-2.4072865761e-03,1.0627362985e-03,5.8773094507e-03
3,HHO,22,-3.2374694595e-03,1.3202510809e-03,7.7951900000e-03
3,HHO,23,-2.3081457864e-03,5.1664467798e-04,5.1329362508e-03
3,HHO,24,-2.0480960315e-03,4.7107475889e-04,4.5672668218e-03
3,HHO,25,-2.1662894534e-03,3.7804976861e-04,4.7106286755e-03
3,HHO,26,-3.2650959297e-03,1.3116481395e-03,7.8418399990e-03
3,HHO,27,-2.2607975533e-03,5.0568050356e-04,5.0272756101e-03
5,PSO,26,-1.2375354024e-03,6.5791438906e-04,3.1329851938e-03
5,PSO,27,-1.1740833112e-03,7.3348233085e-04,3.0816489532e-03
5,PSO,28,-1.1489342774e-03,6.7041786346e-04,2.9682864182e-03
5,PSO,29,-8.1184450566e-04,5.8371098869e-04,2.2074000000e-03
3,HHO,28,-2.2760546788e-03,8.1286213534e-04,5.3649714930e-03
3,HHO,29,-2.4213763668e-03,1.3308372573e-03,6.1735899908e-03
4,HHO,0,-3.1529113032e-03,2.2812576394e-03,8.5870802458e-03
4,HHO,1,-3.0020396249e-03,2.0516307501e-03,8.0557100000e-03
4,HHO,6,-3.0512259086e-03,2.0633781829e-03,8.1658300000e-03
4,HHO,7,-3.3433856491e-03,1.6003505450e-03,8.2871218432e-03
4,HHO,8,-3.0202545534e-03,1.6047173705e-03,7.6452264773e-03
4,HHO,9,-2.9066836676e-03,7.6874257379e-04,6.5821099089e-03
4,HHO,2,-2.4618057174e-03,4.8168856516e-04,5.4053000000e-03
4,HHO,3,-3.0919763239e-03,2.0033760442e-03,8.1873286921e-03
4,HHO,4,-2.7570804609e-03,1.2423290781e-03,6.7564900000e-03
4,HHO,5,-3.3445222628e-03,1.5873394240e-03,8.2763839497e-03
4,HHO,14,-2.7795356796e-03,5.8577181181e-04,6.1448431711e-03
4,HHO,15,-3.1221492611e-03,2.4657893937e-03,8.7100879158e-03
4,HHO,16,-3.2733116573e-03,1.1034589235e-03,7.6500822382e-03
4,HHO,17,-2.8484863711e-03,1.2588572577e-03,6.9558300000e-03
4,HHO,10,-3.1547172595e-03,2.1895265124e-03,8.4989610313e-03
4,HHO,11,-2.9143682137e-03,2.0377063963e-03,7.8664428238e-03
4,HHO,12,-2.8183018867e-03,2.2310228077e-03,7.8676265810e-03
4,HHO,13,-3.0352192586e-03,2.0681214828e-03,8.1385600000e-03
4,HHO,18,-2.9419189936e-03,1.8196683837e-03,7.7035063709e-03
4,HHO,19,-3.0786877794e-03,2.5019344412e-03,8.6593100000e-03
4,HHO,20,-3.4195101607e-03,1.8105654630e-03,8.6495857845e-03
4,HHO,21,-2.6618366494e-03,5.6270846664e-04,5.8863817654e-03
4,HHO,22,-2.8396849695e-03,5.4820965646e-04,6.2275795956e-03
4,HHO,23,-3.1081709282e-03,1.3754050386e-03,7.5917468951e-03
4,HHO,24,-3.1266407049e-03,1.4730093414e-03,7.7262907512e-03
4,HHO,25,-3.2617540280e-03,1.0996530311e-03,7.6231610871e-03
4,HHO,26,-2.4980290458e-03,1.3300413414e-03,6.3260994329e-03
4,HHO,27,-3.0757802667e-03,2.0509709318e-03,8.2025314652e-03
4,HHO,28,-3.0799597401e-03,2.2345795875e-03,8.3944990677e-03
4,HHO,29,-3.0020396249e-03,2.0516307501e-03,8.0557100000e-03
5,HHO,0,-1.1711890669e-03,7.4997142125e-04,3.0923495551e-03
5,HHO,1,-1.0727364100e-03,1.0406871800e-03,3.1861600000e-03
5,HHO,2,-2.5781137036e-04,6.9497725929e-04,1.2106000000e-03
5,HHO,3,-7.6902243410e-04,1.1076551318e-03,2.6457000000e-03
5,HHO,4,-9.0499220289e-04,8.8568559422e-04,2.6956700000e-03
5,HHO,5,-4.4961611899e-04,6.3966776201e-04,1.5389000000e-03
5,HHO,6,-6.3521523998e-04,1.1860809303e-03,2.4565114102e-03
5,HHO,7,-2.1999150732e-04,7.7061507935e-04,1.2105980940e-03
5,HHO,8,-2.0761636476e-04,1.0046227897e-03,1.4198555192e-03
5,HHO,9,-4.9943447204e-04,1.2282046383e-03,2.2270735824e-03
5,HHO,10,4.5150939041e-05,8.0570187808e-04,7.1540000000e-04
5,HHO,11,-5.5409857268e-04,5.9999666089e-04,1.7081938063e-03
5,HHO,12,-5.5017759387e-04,9.0787425413e-04,2.0082294419e-03
5,HHO,13,-1.8212865294e-04,3.6492794323e-04,7.2918524911e-04
5,HHO,14,-1.6494590540e-04,7.2770818919e-04,1.0576000000e-03
5,HHO,15,-1.2139342884e-03,1.0883614232e-03,3.5162300000e-03
5,HHO,16,-5.1514813456e-04,6.8383737356e-04,1.7141336427e-03
5,HHO,17,-2.5414401614e-04,6.3881196772e-04,1.1471000000e-03
5,HHO,18,-5.2923352051e-04,1.1819329590e-03,2.2404000000e-03
5,HHO,19,-4.0439759943e-04,1.1742089928e-03,1.9830041917e-03
5,HHO,20,-3.6727243256e-04,6.0163643717e-04,1.3361813023e-03
5,HHO,21,-1.3660333182e-04,8.0999333635e-04,1.0832000000e-03
5,HHO,22,-3.2257299497e-04,5.8325401007e-04,1.2284000000e-03
5,HHO,23,-1.2662971606e-04,7.7144056789e-04,1.0247000000e-03
1,DBO,2,-3.3038522091e-03,2.4627595209e-03,9.0704639392e-03
1,DBO,3,-3.3036960698e-03,2.4589872208e-03,9.0663793604e-03
1,DBO,4,-3.3034540108e-03,2.4618768338e-03,9.0687848553e-03
1,DBO,5,-3.3038299150e-03,2.4612144905e-03,9.0688743206e-03
5,HHO,28,-4.3070338072e-04,6.8039323855e-04,1.5418000000e-03
5,HHO,29,-2.2501826903e-04,5.9866346195e-04,1.0487000000e-03
1,DBO,0,-3.3034195244e-03,2.4608034275e-03,9.0676424763e-03
1,DBO,1,-3.3037271336e-03,2.4605660664e-03,9.0680203337e-03
1,DBO,6,-3.3028253859e-03,2.4556057548e-03,9.0612565266e-03
1,DBO,7,-3.3034747324e-03,2.4649983760e-03,9.0719478408e-03
1,DBO,8,-3.3037850233e-03,2.4598666578e-03,9.0674367045e-03
1,DBO,9,-3.3035597132e-03,2.4617440488e-03,9.0688634751e-03
1,DBO,10,-3.3037824327e-03,2.4612752498e-03,9.0688401151e-03
