dataset,algo,run,objective,risk,return
2,GWO,11,-3.9683067175e-03,9.0482539804e-04,8.8414388331e-03
2,GWO,12,-3.9810303616e-03,9.1438064283e-04,8.8764413660e-03
2,GWO,13,-3.9795371357e-03,9.1944300891e-04,8.8785172803e-03
2,GWO,18,-3.9606271864e-03,9.1647556097e-04,8.8377299338e-03
2,GWO,19,-3.9817598106e-03,9.2621423486e-04,8.8897338561e-03
2,GWO,20,-3.9500210323e-03,9.1235076807e-04,8.8123928327e-03
2,GWO,21,-3.9614659620e-03,9.1672947167e-04,8.8396613956e-03
2,GWO,22,-3.9858095637e-03,9.1703950490e-04,8.8886586323e-03
2,GWO,23,-3.6425827696e-03,8.8250826672e-04,8.1676738059e-03
2,GWO,24,-3.9654182396e-03,9.1722833195e-04,8.8480648111e-03
2,GWO,25,-3.9722831198e-03,9.1816888846e-04,8.8627351280e-03
2,GWO,26,-3.6283241479e-03,8.7097584624e-04,8.1276241420e-03
2,GWO,27,-3.9850490657e-03,9.1385159487e-04,8.8839497263e-03
2,GWO,28,-3.9721193775e-03,9.1925823081e-04,8.8634969859e-03
2,GWO,29,-3.9643957975e-03,9.1323125621e-04,8.8420228512e-03
3,GWO,4,-3.3223922402e-03,1.1907841922e-03,7.8355686726e-03
3,GWO,5,-3.3232191507e-03,1.1915247354e-03,7.8379630368e-03
3,GWO,6,-3.3033081259e-03,1.1935012703e-03,7.8001175221e-03
3,GWO,7,-3.3215393357e-03,1.2073262275e-03,7.8504048989e-03
3,GWO,0,-3.3047046115e-03,1.1908574203e-03,7.8002666432e-03
3,GWO,1,-3.3210045325e-03,1.1966962195e-03,7.8387052846e-03
3,GWO,2,-3.3191437626e-03,1.1905425574e-03,7.8288300826e-03
3,GWO,3,-3.3102627508e-03,1.2415919502e-03,7.8621174518e-03
3,GWO,8,-3.3121303819e-03,1.1927043763e-03,7.8169651401e-03
3,GWO,9,-3.3067634234e-03,1.1884308189e-03,7.8019576657e-03
3,GWO,10,-3.3199998695e-03,1.1943705829e-03,7.8343703219e-03
3,GWO,11,-3.3204217643e-03,1.1957318710e-03,7.8365753996e-03
3,GWO,12,-3.3232191504e-03,1.1915113703e-03,7.8379496710e-03
3,GWO,13,-3.3186140274e-03,1.1900315865e-03,7.8272596412e-03
3,GWO,14,-3.3123560440e-03,1.1933290205e-03,7.8180411085e-03
3,GWO,15,-3.3197711076e-03,1.1948563875e-03,7.8343986028e-03
3,GWO,16,-3.3206759560e-03,1.1878568263e-03,7.8292087384e-03
3,GWO,17,-3.3145332297e-03,1.1957112834e-03,7.8247777429e-03
3,GWO,18,-3.3149390270e-03,1.1956218648e-03,7.8254999188e-03
3,GWO,19,-3.3133608556e-03,1.1898465745e-03,7.8165682857e-03
3,GWO,20,-2.6567129206e-03,8.6873938397e-04,6.1821652251e-03
3,GWO,21,-3.3051728616e-03,1.1885396785e-03,7.7988854018e-03
3,GWO,22,-3.3150439038e-03,1.1968011237e-03,7.8268889313e-03
3,GWO,23,-3.3050798171e-03,1.1883837750e-03,7.7985434092e-03
3,GWO,24,-3.3145057725e-03,1.1901334003e-03,7.8191449453e-03
3,GWO,25,-3.3120601320e-03,1.1919990382e-03,7.8161193023e-03
3,GWO,26,-3.3212137728e-03,1.1906736782e-03,7.8331012238e-03
3,GWO,27,-3.3095512143e-03,1.1878440937e-03,7.8069465222e-03
5,SBOA,26,-1.3748997891e-03,7.0035323648e-04,3.4501528147e-03
5,SBOA,27,-1.3415269420e-03,7.1122794200e-04,3.3942818261e-03
5,SBOA,28,-1.3655534123e-03,7.0114488713e-04,3.4322517116e-03
5,SBOA,29,-1.2843425861e-03,6.5404058085e-04,3.2227257530e-03
3,GWO,28,-2.6712090078e-03,8.0753997990e-04,6.1499579956e-03
3,GWO,29,-3.3114809629e-03,1.1914348885e-03,7.8143968143e-03
4,GWO,0,-3.5312415107e-03,1.2615046208e-03,8.3239876422e-03
4,GWO,1,-3.5549194038e-03,1.4945294994e-03,8.6043683070e-03
4,GWO,6,-3.4951438331e-03,1.2680472776e-03,8.2583349438e-03
4,GWO,7,-3.5903187874e-03,1.2250560582e-03,8.4056936329e-03
4,GWO,8,-3.4843640191e-03,1.2932994984e-03,8.2620275366e-03
4,GWO,9,-3.4628646503e-03,1.1082939238e-03,8.0340232244e-03
4,GWO,2,-3.5668097068e-03,1.2112317050e-03,8.3448511186e-03
4,GWO,3,-3.5382649430e-03,1.4962651357e-03,8.5727950217e-03
4,GWO,4,-3.5307690591e-03,1.5055576204e-03,8.5670957385e-03
4,GWO,5,-3.5866035439e-03,1.2335615340e-03,8.4067686217e-03
4,GWO,10,-3.4423305778e-03,1.1073847216e-03,7.9920458771e-03
4,GWO,11,-3.5511550446e-03,1.5210217063e-03,8.6233317955e-03
4,GWO,12,-3.4547882102e-03,1.1383257847e-03,8.0479022050e-03
4,GWO,13,-3.5836905086e-03,1.2644308817e-03,8.4318118990e-03
4,GWO,14,-3.5819941769e-03,1.2258793115e-03,8.3898676653e-03
4,GWO,15,-3.2360965594e-03,1.7278016177e-03,8.1999947366e-03
4,GWO,16,-3.5881590649e-03,1.2380603019e-03,8.4143784317e-03
4,GWO,17,-3.5751561930e-03,1.2104340740e-03,8.3607464600e-03
4,GWO,18,-3.5941754369e-03,1.2212598172e-03,8.4096106910e-03
4,GWO,19,-3.5276686431e-03,1.2473423463e-03,8.3026796326e-03
4,GWO,20,-3.4451255215e-03,1.8242571855e-03,8.7145082284e-03
4,GWO,21,-3.5824326964e-03,1.2200533983e-03,8.3849187912e-03
4,GWO,26,-3.4358463356e-03,1.7843402911e-03,8.6560329622e-03
4,GWO,27,-3.4976942833e-03,1.2967280786e-03,8.2921166452e-03
4,GWO,28,-3.5830050960e-03,1.2264002290e-03,8.3924104210e-03
4,GWO,29,-3.5729375468e-03,1.2226595324e-03,8.3685346260e-03
4,GWO,22,-3.5523802150e-03,1.5013676625e-03,8.6061280925e-03
4,GWO,23,-3.5862667186e-03,1.2242282866e-03,8.3967617238e-03
4,GWO,24,-3.5799790133e-03,1.2215087947e-03,8.3814668212e-03
4,GWO,25,-3.5824477144e-03,1.2180230563e-03,8.3829184852e-03
5,GWO,4,-1.2856660940e-03,8.1082801354e-04,3.3821602016e-03
5,GWO,5,-1.2020410693e-03,8.0770108153e-04,3.2117832201e-03
5,GWO,6,-1.3787468145e-03,6.5799470508e-04,3.4154883341e-03
5,GWO,7,-1.3950689553e-03,7.3386159214e-04,3.5239995028e-03
5,GWO,0,-1.3856393340e-03,8.5627404076e-04,3.6275527088e-03
5,GWO,1,-1.3873811652e-03,6.8787048608e-04,3.4626328165e-03
5,GWO,2,-1.3977403787e-03,8.6065010878e-04,3.6561308662e-03
5,GWO,3,-1.2710215032e-03,6.6424226069e-04,3.2062852671e-03
5,GWO,8,-1.4089933857e-03,7.2836857701e-04,3.5463553484e-03
5,GWO,9,-1.2103013317e-03,8.2508989019e-04,3.2456925537e-03
5,GWO,10,-1.3555311683e-03,7.9475099987e-04,3.5058133364e-03
5,GWO,11,-1.4033700296e-03,7.4321788417e-04,3.5499579434e-03
5,GWO,12,-1.3669136218e-03,8.7297353973e-04,3.6068007833e-03
5,GWO,13,-1.2371166000e-03,7.9316552221e-04,3.2673987221e-03
5,GWO,14,-1.2821489900e-03,9.8923292711e-04,3.5535309072e-03
5,GWO,15,-1.3690803675e-03,8.6534287100e-04,3.6035036061e-03
5,GWO,16,-1.3593946199e-03,8.9587301631e-04,3.6146622561e-03
5,GWO,17,-1.2963236993e-03,6.9744971771e-04,3.2900971163e-03
5,GWO,18,-1.2923600196e-03,8.0607899643e-04,3.3907990356e-03
5,GWO,19,-1.3146153392e-03,7.9380950876e-04,3.4230401871e-03
5,GWO,28,-1.2786853809e-03,6.9474880851e-04,3.2521195703e-03
5,GWO,29,-1.2850113671e-03,7.1741621395e-04,3.2874389481e-03
1,WOA,0,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,WOA,1,-3.2344630761e-03,2.7727534968e-03,9.2416796489e-03
1,WOA,2,-2.4894190854e-03,1.3148305897e-03,6.2936687605e-03
1,WOA,3,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,WOA,4,-3.2082004959e-03,2.4739961321e-03,8.8903971238e-03
1,WOA,5,-3.2082004959e-03,2.4739961218e-03,8.8903971135e-03
1,WOA,6,-2.7218432154e-03,2.0931235692e-03,7.5368100000e-03
1,WOA,7,-2.4484734230e-03,1.5179881540e-03,6.4149350000e-03
1,WOA,8,-3.2497515624e-03,2.4542121994e-03,8.9537153242e-03
1,WOA,9,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,WOA,10,-3.1070821122e-03,3.1135464543e-03,9.3277106787e-03
1,WOA,11,-2.0221845914e-03,1.1891308171e-03,5.2335000000e-03
1,WOA,12,-3.2399481649e-03,2.7687314449e-03,9.2486277747e-03
1,WOA,13,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,WOA,14,-2.4303196473e-03,1.3260490878e-03,6.1866883823e-03
1,WOA,15,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,WOA,16,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,WOA,17,-2.2704100893e-03,1.1315798213e-03,5.6724000000e-03
1,WOA,18,-2.1807900803e-03,1.2104598394e-03,5.5720400000e-03
1,WOA,19,-2.0875880917e-03,1.2470138167e-03,5.4221900000e-03
1,WOA,20,-3.2344630761e-03,2.7727534758e-03,9.2416796279e-03
1,WOA,21,-2.2729094300e-03,1.1979161399e-03,5.7437350000e-03
1,WOA,22,-3.1070821122e-03,3.1135464461e-03,9.3277106705e-03
1,WOA,23,-3.2082004959e-03,2.4739961463e-03,8.8903971380e-03
1,WOA,24,-3.2344630761e-03,2.7727534760e-03,9.2416796281e-03
1,WOA,25,-3.0511809329e-03,4.1153581342e-03,1.0217720000e-02
1,WOA,26,-3.0482050565e-03,4.1005798870e-03,1.0196990000e-02
1,WOA,27,-3.2344630761e-03,2.7727535048e-03,9.2416796570e-03
1,WOA,28,-2.3100065413e-03,1.0827432676e-03,5.7027563501e-03
1,WOA,29,-3.2344630761e-03,2.7727534830e-03,9.2416796351e-03
2,WOA,0,-2.8555344144e-03,1.1041920788e-03,6.8152609076e-03
2,WOA,1,-3.3638660470e-03,2.4139479061e-03,9.1416800000e-03
2,WOA,2,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
2,WOA,3,-3.3638660470e-03,2.4139479061e-03,9.1416800000e-03
2,WOA,4,-3.5643308148e-03,1.2997062753e-03,8.4283679050e-03
2,WOA,5,-2.2608055636e-03,3.2478887279e-04,4.8464000000e-03
2,WOA,6,-3.3638660470e-03,2.4139479061e-03,9.1416800000e-03
2,WOA,7,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
2,WOA,8,-2.7986501020e-03,1.3774897959e-03,6.9747900000e-03
2,WOA,9,-2.0189382925e-03,6.7816819439e-04,4.7160447793e-03
2,WOA,10,-3.4097487504e-03,2.3873224993e-03,9.2068200000e-03
2,WOA,11,-3.9118961087e-03,9.2563511000e-04,8.7494273274e-03
2,WOA,12,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
2,WOA,13,-1.8379590276e-03,3.4568194480e-04,4.0216000000e-03
2,WOA,14,-3.5671416522e-03,8.8499811240e-04,8.0192814168e-03
2,WOA,15,-3.9118961087e-03,9.2563510567e-04,8.7494273231e-03
2,WOA,16,-3.3638660470e-03,2.4139479061e-03,9.1416800000e-03
2,WOA,17,-3.9118961087e-03,9.2563512162e-04,8.7494273390e-03
2,WOA,18,-2.8217362633e-03,1.3799374734e-03,7.0234100000e-03
2,WOA,19,-3.5470106838e-03,1.2075986323e-03,8.3016200000e-03
2,WOA,20,-1.9689101458e-03,3.5217970833e-04,4.2900000000e-03
2,WOA,21,-2.0106234218e-03,3.7642044403e-04,4.3976672877e-03
2,WOA,22,-3.3821041775e-03,2.4088716449e-03,9.1730800000e-03
2,WOA,23,-1.7358095132e-03,3.2698098071e-04,3.7986000070e-03
5,GWO,20,-1.3922758266e-03,8.8576368092e-04,3.6703153341e-03
5,GWO,21,-1.4377733144e-03,7.1999439295e-04,3.5955410218e-03
5,GWO,22,-1.3271917799e-03,9.3327370103e-04,3.5876572609e-03
5,GWO,23,-1.3752410998e-03,8.6146405056e-04,3.6119462501e-03
2,WOA,24,-1.7635604971e-03,2.6277900578e-04,3.7899000000e-03
2,WOA,25,-1.6526482771e-03,3.3520344570e-04,3.6405000000e-03
2,WOA,26,-3.9118961087e-03,9.2563510064e-04,8.7494273180e-03
2,WOA,27,-1.9588259597e-03,3.3104808062e-04,4.2487000000e-03
2,WOA,28,-1.5589605886e-03,3.4199167989e-04,3.4599128571e-03
2,WOA,29,-1.5272077539e-03,3.3798449222e-04,3.3924000000e-03
3,WOA,0,-2.3280766320e-03,1.8283867360e-03,6.4845400000e-03
3,WOA,1,-2.4600820620e-03,4.6103587599e-04,5.3812000000e-03
3,WOA,2,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,WOA,3,-2.2210307388e-03,7.9791852249e-04,5.2399800000e-03
3,WOA,4,-1.7509474203e-03,3.7500515943e-04,3.8769000000e-03
3,WOA,5,-2.1370309220e-03,4.1113815603e-04,4.6852000000e-03
3,WOA,6,-2.1393481548e-03,4.4450369043e-04,4.7232000000e-03
3,WOA,7,-3.2078469899e-03,1.2404883231e-03,7.6561823029e-03
3,WOA,8,-3.2129347310e-03,1.3282605380e-03,7.7541300000e-03
3,WOA,9,-1.9532901917e-03,3.8511961663e-04,4.2917000000e-03
3,WOA,10,-2.4670600290e-03,7.8190668974e-04,5.7160267477e-03
3,WOA,11,-1.6004983797e-03,4.0000324055e-04,3.6010000000e-03
3,WOA,12,-2.0683355340e-03,4.2496393206e-04,4.5616350000e-03
3,WOA,13,-2.3485020019e-03,6.6303529125e-04,5.3600392951e-03
3,WOA,14,-2.4561332682e-03,1.3222091563e-03,6.2344756926e-03
3,WOA,15,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,WOA,16,-2.1433480109e-03,3.9640397814e-04,4.6831000000e-03
3,WOA,17,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,WOA,18,-1.8718717717e-03,4.3725645661e-04,4.1810000000e-03
3,WOA,19,-3.2078469899e-03,1.2404883411e-03,7.6561823210e-03
3,WOA,20,-2.5279758302e-03,9.4466114775e-04,6.0006128081e-03
3,WOA,21,-1.8642926934e-03,3.9857431155e-04,4.1271596983e-03
3,WOA,22,-2.3172164772e-03,1.8257170456e-03,6.4601500000e-03
3,WOA,23,-2.0880601753e-03,4.6977964931e-04,4.6459000000e-03
3,WOA,24,-1.8497942130e-03,3.8591157399e-04,4.0855000000e-03
3,WOA,25,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,WOA,26,-3.2122568083e-03,1.3270263834e-03,7.7515400000e-03
3,WOA,27,-2.2006232031e-03,3.9995359376e-04,4.8012000000e-03
3,WOA,28,-2.1144228402e-03,7.3557431963e-04,4.9644200000e-03
3,WOA,29,-2.0689300756e-03,4.2643984877e-04,4.5643000000e-03
5,GWO,24,-1.1514420625e-03,7.9449940407e-04,3.0973835292e-03
5,GWO,25,-1.3890590673e-03,7.3469382318e-04,3.5128119577e-03
5,GWO,26,-1.3046562176e-03,9.5119864000e-04,3.5605110751e-03
5,GWO,27,-1.2934839777e-03,6.9725019152e-04,3.2842181470e-03
4,WOA,0,-2.4432030535e-03,8.7185503943e-04,5.7582611464e-03
4,WOA,1,-2.9129048969e-03,7.6060254494e-04,6.5864123387e-03
4,WOA,2,-2.8205454233e-03,1.2526691534e-03,6.8937600000e-03
4,WOA,3,-2.1181132544e-03,3.2327349116e-04,4.5595000000e-03
4,WOA,4,-2.3060042260e-03,4.0759154809e-04,5.0196000000e-03
4,WOA,5,-3.0759613209e-03,2.0589573582e-03,8.2108800000e-03
4,WOA,6,-2.5188132513e-03,4.6206846041e-04,5.4996949630e-03
4,WOA,7,-2.6537773909e-03,7.9658234033e-04,6.1041371221e-03
4,WOA,8,-2.8775806443e-03,1.7976041549e-03,7.5527654436e-03
4,WOA,9,-2.1443548435e-03,4.6668031305e-04,4.7553900000e-03
4,WOA,10,-2.2799802518e-03,4.2283949638e-04,4.9828000000e-03
4,WOA,11,-2.9128380870e-03,1.9873049631e-03,7.8129811371e-03
4,WOA,12,-2.3460990685e-03,4.0270186306e-04,5.0949000000e-03
4,WOA,13,-3.0599009002e-03,2.5055981996e-03,8.6254000000e-03
4,WOA,14,-2.2495196148e-03,5.4911331179e-04,5.0481525414e-03
4,WOA,15,-2.2552367593e-03,4.1252648149e-04,4.9230000000e-03
4,WOA,28,-2.3604807345e-03,3.5653853090e-04,5.0775000000e-03
4,WOA,29,-3.0218823408e-03,1.9180241237e-03,7.9617888053e-03
5,WOA,0,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,1,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
4,WOA,20,-3.0020396249e-03,2.0516307501e-03,8.0557100000e-03
4,WOA,21,-2.4120805255e-03,5.2153894893e-04,5.3457000000e-03
4,WOA,22,-3.2715234864e-03,1.5836797734e-03,8.1267267461e-03
4,WOA,23,-3.0787346704e-03,2.0757506591e-03,8.2332200000e-03
4,WOA,16,-2.0675817400e-03,3.6737873027e-04,4.5025422102e-03
4,WOA,17,-3.0020396249e-03,2.0516307501e-03,8.0557100000e-03
4,WOA,18,-2.8764414808e-03,2.4409733224e-03,8.1938562840e-03
4,WOA,19,-2.4991757445e-03,1.1890536298e-03,6.1874051189e-03
4,WOA,24,-2.5372091110e-03,6.7882347318e-04,5.7532416951e-03
4,WOA,25,-3.0599009002e-03,2.5055981996e-03,8.6254000000e-03
4,WOA,26,-2.4255736904e-03,8.2668338360e-04,5.6778307645e-03
4,WOA,27,-2.5288951672e-03,4.4630966569e-04,5.5041000000e-03
5,WOA,2,-8.9430385523e-04,1.2581549793e-03,3.0467626898e-03
5,WOA,3,-3.3655888612e-04,9.0135222777e-04,1.5744700000e-03
5,WOA,4,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,5,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,6,-2.7134499908e-04,2.1893800018e-03,2.7320700000e-03
5,WOA,7,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,8,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,9,-4.1076151509e-04,1.3854769698e-03,2.2070000000e-03
5,WOA,14,-1.0759714999e-03,7.4756700028e-04,2.8995100000e-03
5,WOA,15,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,16,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,17,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,10,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,11,-3.2663650940e-04,8.7179665525e-04,1.5250696741e-03
5,WOA,12,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,13,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,18,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,19,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,20,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,21,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
1,SCA,0,-3.2344630760e-03,2.7727680053e-03,9.2416941574e-03
1,SCA,1,-3.2495603916e-03,2.4130770949e-03,8.9121978782e-03
1,SCA,2,-3.2082004952e-03,2.4740812345e-03,8.8904822248e-03
1,SCA,3,-3.2418986000e-03,2.3246021115e-03,8.8083993115e-03
1,SCA,4,-3.1070821121e-03,3.1135774267e-03,9.3277416510e-03
1,SCA,5,-3.2492225192e-03,2.4756515646e-03,8.9740966030e-03
1,SCA,6,-3.2496936516e-03,2.4380228696e-03,8.9374101728e-03
1,SCA,7,-3.2468498860e-03,2.6360438311e-03,9.1297436032e-03
1,SCA,8,-3.2351208925e-03,2.8761435477e-03,9.3463853328e-03
1,SCA,9,-3.2082004958e-03,2.4740269557e-03,8.8904279472e-03
1,SCA,10,-3.2429729467e-03,2.8066737134e-03,9.2926196068e-03
1,SCA,11,-3.2467705273e-03,2.7263734001e-03,9.2199144548e-03
1,SCA,12,-3.2344630758e-03,2.7727941671e-03,9.2417203186e-03
1,SCA,13,-3.2576332753e-03,2.4952818755e-03,9.0105484261e-03
1,SCA,14,-3.2082004958e-03,2.4739866706e-03,8.8903876623e-03
1,SCA,15,-3.2082004958e-03,2.4739818508e-03,8.8903828425e-03
1,SCA,16,-3.2344630761e-03,2.7727579260e-03,9.2416840781e-03
1,SCA,17,-3.2344630759e-03,2.7727835090e-03,9.2417096608e-03
1,SCA,18,-3.2344630759e-03,2.7727842452e-03,9.2417103969e-03
1,SCA,19,-3.2344630756e-03,2.7728003127e-03,9.2417264640e-03
1,SCA,20,-3.2435582942e-03,2.7805750835e-03,9.2676916719e-03
1,SCA,21,-3.2082004958e-03,2.4740239952e-03,8.8904249867e-03
1,SCA,22,-3.2486558129e-03,2.5520895500e-03,9.0494011757e-03
1,SCA,23,-3.2344630760e-03,2.7727647934e-03,9.2416909454e-03
1,SCA,24,-3.2082004958e-03,2.4739933883e-03,8.8903943800e-03
1,SCA,25,-3.2082004958e-03,2.4740123908e-03,8.8904133824e-03
1,SCA,26,-3.2364541659e-03,2.7682731318e-03,9.2411814636e-03
1,SCA,27,-3.2082004958e-03,2.4740268356e-03,8.8904278271e-03
1,SCA,28,-3.2495944469e-03,2.4531342616e-03,8.9523231554e-03
1,SCA,29,-3.2425944879e-03,2.7672507858e-03,9.2524397615e-03
2,SCA,0,-3.5671416522e-03,8.8499998852e-04,8.0192832930e-03
2,SCA,1,-3.5201594297e-03,1.2204811406e-03,8.2608000000e-03
5,WOA,22,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,23,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,24,-3.3741778981e-04,7.4886442038e-04,1.4237000000e-03
5,WOA,25,-1.0358158882e-03,1.4886482237e-03,3.5602800000e-03
5,WOA,26,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,27,8.1121286842e-05,1.0902573685e-05,-1.5134000000e-04
5,WOA,28,-5.8416265464e-04,1.1951546907e-03,2.3634800000e-03
5,WOA,29,-9.6496079195e-04,1.0306584161e-03,2.9605800000e-03
2,SCA,2,-3.5315324936e-03,1.2199650129e-03,8.2830300000e-03
2,SCA,3,-3.9118961086e-03,9.2562996762e-04,8.7494221849e-03
2,SCA,4,-3.9118961087e-03,9.2563190697e-04,8.7494241243e-03
2,SCA,5,-3.9118961079e-03,9.2565351740e-04,8.7494457333e-03
2,SCA,6,-3.9118961087e-03,9.2563483698e-04,8.7494270544e-03
2,SCA,7,-3.9205840252e-03,9.2446267056e-04,8.7656307209e-03
2,SCA,8,-3.9118961084e-03,9.2564708568e-04,8.7494393024e-03
2,SCA,9,-3.9118961086e-03,9.2562983692e-04,8.7494220542e-03
2,SCA,10,-3.9118961087e-03,9.2563239249e-04,8.7494246098e-03
2,SCA,11,-3.9172442064e-03,9.2231084508e-04,8.7567992579e-03
2,SCA,12,-3.9118961087e-03,9.2563914267e-04,8.7494313600e-03
2,SCA,13,-3.9118961084e-03,9.2562451760e-04,8.7494167345e-03
2,SCA,14,-3.9118961087e-03,9.2563301051e-04,8.7494252279e-03
2,SCA,15,-3.9118961087e-03,9.2563159916e-04,8.7494238165e-03
2,SCA,16,-3.5719442207e-03,1.2982086871e-03,8.4420971285e-03
2,SCA,17,-3.5389431565e-03,1.2169936871e-03,8.2948800000e-03
2,SCA,18,-3.9118961078e-03,9.2561479711e-04,8.7494070127e-03
2,SCA,19,-3.9118961081e-03,9.2565143674e-04,8.7494436530e-03
2,SCA,20,-3.9118961087e-03,9.2563854477e-04,8.7494307621e-03
2,SCA,21,-3.9180823218e-03,9.2801030947e-04,8.7641749531e-03
2,SCA,22,-3.9192344291e-03,9.2414685624e-04,8.7626157144e-03
2,SCA,23,-3.9118961087e-03,9.2563860470e-04,8.7494308220e-03
2,SCA,24,-3.9229024711e-03,9.2723616960e-04,8.7730411117e-03
2,SCA,25,-3.9223899984e-03,9.2726277894e-04,8.7720427757e-03
2,SCA,26,-3.9475383439e-03,9.2116989987e-04,8.8162465876e-03
2,SCA,27,-3.9184802918e-03,9.2390079404e-04,8.7608613775e-03
2,SCA,28,-3.9118961087e-03,9.2563316467e-04,8.7494253820e-03
2,SCA,29,-3.9118961086e-03,9.2563981035e-04,8.7494320276e-03
3,SCA,0,-3.2162406059e-03,1.3290787882e-03,7.7615600000e-03
3,SCA,1,-3.2524460988e-03,1.1985552673e-03,7.7034474649e-03
3,SCA,2,-3.2468384514e-03,1.1816736418e-03,7.6753505446e-03
3,SCA,3,-3.2304483383e-03,1.1973296915e-03,7.6582263682e-03
3,SCA,4,-3.2304483383e-03,1.1973279718e-03,7.6582246485e-03
3,SCA,5,-3.2162406059e-03,1.3290787882e-03,7.7615600000e-03
3,SCA,6,-3.2450623537e-03,1.1990491721e-03,7.6891738794e-03
3,SCA,7,-3.2444682506e-03,1.2017996562e-03,7.6907361574e-03
3,SCA,8,-3.2223752721e-03,1.3262394557e-03,7.7709900000e-03
3,SCA,9,-3.2309688951e-03,1.1899599072e-03,7.6518976973e-03
3,SCA,10,-3.2161874795e-03,1.3289450409e-03,7.7613200000e-03
3,SCA,11,-3.2308589191e-03,1.1944064586e-03,7.6561242968e-03
3,SCA,12,-3.2304483383e-03,1.1973276178e-03,7.6582242945e-03
3,SCA,13,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,SCA,14,-3.2143985258e-03,1.3303329485e-03,7.7591300000e-03
3,SCA,15,-3.2646787127e-03,1.3120343277e-03,7.8413917530e-03
3,SCA,16,-3.2304483383e-03,1.1973313687e-03,7.6582280453e-03
3,SCA,17,-3.2522018250e-03,1.1974012465e-03,7.7018048965e-03
3,SCA,18,-3.2430738869e-03,1.1990328804e-03,7.6851806541e-03
3,SCA,19,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,SCA,20,-3.2260763355e-03,1.3302873291e-03,7.7824400000e-03
3,SCA,21,-2.6357035716e-03,8.0012684991e-04,6.0715339931e-03
3,SCA,22,-3.2476982484e-03,1.2064321675e-03,7.7018286642e-03
3,SCA,23,-3.2622519682e-03,1.1970222453e-03,7.7215261816e-03
3,SCA,24,-3.2502964471e-03,1.2010414494e-03,7.7016343435e-03
3,SCA,25,-3.2438404116e-03,1.3258291769e-03,7.8135100000e-03
3,SCA,26,-3.2540290434e-03,1.2051142455e-03,7.7131723323e-03
3,SCA,27,-3.2039427898e-03,1.3246244205e-03,7.7325100000e-03
3,SCA,28,-3.2295750549e-03,1.3295198902e-03,7.7886700000e-03
3,SCA,29,-3.2304483383e-03,1.1973320397e-03,7.6582287163e-03
4,SCA,0,-3.4304913906e-03,1.2325287438e-03,8.0935115249e-03
4,SCA,1,-3.4304913702e-03,1.2306052338e-03,8.0915879741e-03
4,SCA,14,-3.5313594144e-03,1.2195748555e-03,8.2822936843e-03
4,SCA,15,-3.3557232579e-03,1.7951834220e-03,8.5066299377e-03
4,SCA,16,-3.4640519121e-03,1.2233902966e-03,8.1514941207e-03
4,SCA,17,-3.2785658022e-03,1.3451148888e-03,7.9022464932e-03
4,SCA,6,-3.4561248745e-03,1.2676864931e-03,8.1799362421e-03
4,SCA,7,-3.2826633130e-03,1.3383551552e-03,7.9036817813e-03
4,SCA,8,-3.4569282089e-03,1.2410280431e-03,8.1548844609e-03
