quota_share,entry_prob,d_entry_prob,d_u_rate_y_pp,queue_loss_pct_Y,d_V_entrant
0.08,0.1163702594429723,-0.05741879913175141,-0.021573389256437925,1.3350518370549682,0.04126676603193413
0.1,0.1454628243037153,-0.0574187991317513,0.0027859047576350715,1.6358021911217784,0.04130189510671367
0.12,0.1745553891644583,-0.0574187991317513,0.028817311967585524,1.9361778120502884,0.04134011406820037
0.15,0.21819423645557312,-0.0574187991317513,0.07116022904780639,2.385828751727932,0.04140418038761329
0.2,0.2909256486074305,-0.0574187991317513,0.1517438784199826,3.131800933979244,0.04153351769503
