wage_premium,queue_years,queue_loss_pct_Y,d_entry_prob,d_u_rate_y_pp
1.1,2.498347384675281,0.967595087383676,-0.05741879913175141,0.01390431804472736
1.2,2.4983473846752706,1.6133169038280777,-0.0574187991317513,0.026056284642328453
1.25,2.4983473846752786,1.9361778120502884,-0.0574187991317513,0.028817311967585524
1.35,2.4983473846752764,2.5818996284946985,-0.057418799131751075,0.03213015975807587
