i,r,T_y,delta_Q,delta_M,eta,a0,entry_prob,d_entry_prob,d_u_rate_y_pp,queue_loss_pct_Y,d_V_entrant,gain_s_N,gain_s_v,gain_tau_q
102,0.04348868171192176,7.760818323083145,0.010304677891782786,0.21336655718363856,0.49163949317201056,23.758496735874232,0.1418196621741374,-0.0746582084137919,-0.0133281132415064,1.769357725644015,0.040340553244274435,-0.0062534330024344165,0.012705071260743495,0.05257044315387649
103,0.03799157519406537,5.372702890968551,0.027555477994707443,0.2362867075467679,0.4847555302894806,24.447907702706583,0.1982184972131185,-0.052157105496729805,0.062068360587960725,2.006641376961308,0.046068626456032824,-0.00851314158164529,0.013025023183210749,0.06338257742666276
104,0.04971746001736022,8.412601799615473,0.03242519880244533,0.2027752085029777,0.5152707572108822,21.96730952043504,0.21536288558597322,-0.0425360535552205,0.07430200832394818,1.9799352475111038,0.033116391370668685,-0.007645306101755622,0.01498939458666193,0.057627531798898346
105,0.032983665661218985,6.770248597469863,0.03373665288556563,0.21377353042903385,0.4597912582086682,21.855106236555002,0.22409310133738838,-0.04120023152953012,0.09434154069861145,2.1632790661910435,0.0446490226923435,-0.009041225855188628,0.014806187433191731,0.0684302083832744
106,0.03069241917387446,8.164065900705884,0.018942449364474097,0.18509132202121997,0.47792919273838624,21.263317403877842,0.17300013478971238,-0.05503293659040398,0.05885007683251453,2.098840469252305,0.04561974084720344,-0.008462302419098844,0.014125804804754338,0.06416758603604578
107,0.0453998516635252,5.3825476614990935,0.0156905758396415,0.14860994912910264,0.41938579909630086,21.449939171215448,0.16627877789893067,-0.05968971861753147,-0.02828772491135778,1.6656191651757948,0.03526165599383435,-0.005837039055966997,0.012124779425071175,0.052703083582716914
108,0.0436140836432368,6.845903243232795,0.024705878159657694,0.14228954698396418,0.4869282610068086,24.00904399985409,0.1871805657800286,-0.054172607844216625,0.025421642097087083,1.9614042501259574,0.041029286790620345,-0.00789590792628081,0.014141461144734357,0.05894054055679554
109,0.04617339146586137,7.066645211477232,0.024439231232243706,0.1894195892458711,0.45718325220532585,21.340786292465786,0.19337292600248057,-0.048654966373959274,0.043204724755824264,1.83624955925532,0.03417995463355772,-0.006716376295012871,0.013868410537765108,0.05655853458645943
110,0.04823990090681743,6.052160135206226,0.022928319888424697,0.23228207432307446,0.5300415478567534,23.154653557214726,0.185510859578102,-0.05415442078679744,0.027586720733746573,1.8100807957564773,0.03614502894295146,-0.007305453093398029,0.012268696991535322,0.05465064931893249
111,0.04048537985671764,8.474076323056137,0.021156455902881982,0.1927857685469772,0.5647249235318224,22.967872505033405,0.17574321415766703,-0.05612702716330842,0.04092036041239977,2.0266775262469596,0.04094988952069323,-0.008341472859474397,0.01360992579906295,0.05823740433441582
112,0.047261547470751196,5.536008756336273,0.011695257231733472,0.14041805127085324,0.40336862220347924,24.48219781938228,0.14801966471791597,-0.07371969545966983,-0.0664088431369253,1.6522945315887445,0.03987576488088451,-0.005388236670411661,0.012419119400930434,0.05172380412672428
113,0.03950075853654333,8.292815088662039,0.030294699181832148,0.19637796760909476,0.45074091188130017,23.39641826032279,0.20363996659831748,-0.047311607330959626,0.09442025875794346,2.1063479242489076,0.042674236206939,-0.007969069383317873,0.01560236320024,0.06403333028170977
114,0.047719434513301545,7.561535590977575,0.029045476142903016,0.23991835399403375,0.5164204983782704,23.912535609446856,0.19952817672007364,-0.04953063544092129,0.0707127964837323,1.9682415420570845,0.037817920698103746,-0.007709917910370123,0.01414022202599341,0.058111311748687555
115,0.03150304605304756,6.977735482744752,0.017531143738182976,0.17470183517058474,0.5952776108694766,22.32135047299123,0.1680604352615306,-0.05913074159968168,0.024497430148620603,2.100910667824145,0.04691707842156023,-0.009566858885667884,0.012117414603896037,0.062004145592897686
116,0.03531687508164546,6.419989748307197,0.017379140387593174,0.15242614668842347,0.5143907175707301,22.202072317394027,0.1687520491245234,-0.05901658679922839,0.010023457921398693,1.965093330873082,0.043422455073008015,-0.008373090730728894,0.012580557887753585,0.05966265538599469
117,0.03279116884648039,7.664406284203261,0.0146530759096654,0.18019543260757062,0.42427398896612895,21.408450207070942,0.15920955049635524,-0.06133762249130337,0.032743656862446735,1.9437703058336284,0.04401369058118032,-0.0070255262904272975,0.013762519113336147,0.06129998637298684
118,0.04660704246069379,8.890623986630047,0.024039910552117932,0.1396575605285077,0.47320245580672143,22.377756575374153,0.1857162646985585,-0.05149964420329567,0.03909830106500756,1.9448004998588784,0.03594662175139973,-0.0070876488506455,0.015513488440044298,0.05688698048349483
119,0.04321068411116318,6.064057434088192,0.02150641438497359,0.14744484171206823,0.41208880215692095,23.848132903788617,0.1791291307379877,-0.05746950766731207,0.010079918918201591,1.852242599496847,0.04111810669695304,-0.006705406002627257,0.01374750856961704,0.05848029560291401
120,0.03822267814705982,8.03439851702857,0.03095699097882535,0.1997703405363997,0.43303862684103284,23.0197225348547,0.20760702465096434,-0.04586845223155145,0.09767567380468689,2.102808973882059,0.042838869630025034,-0.00787204859995505,0.015613938864311727,0.06514939681030452
121,0.032288321151366976,5.577406113302591,0.027133373188637268,0.1330029975224105,0.5036390262905733,24.165738861051203,0.19725332090497213,-0.05192120117142174,0.03819109732908221,2.170765644428742,0.05068429055563217,-0.009927017140698435,0.013288269362887739,0.06664518719685653
122,0.034550931196049746,5.429804197502857,0.02987635902016246,0.1888390481740811,0.5204416744030117,21.023477940267412,0.21719333803306845,-0.04295571682819399,0.05816262857367416,2.07548003071097,0.0417379840447647,-0.009401591155822064,0.012851035165151181,0.0647090755837132
123,0.03193921759040833,6.5065331749513176,0.01932468775406453,0.2161899276225326,0.4896472988834656,22.786645546139567,0.17375603161374267,-0.05774817702911994,0.05006878263932035,2.0427241263142055,0.04753341008289502,-0.008576874885179997,0.013075293177133851,0.06364088067869478
124,0.03244508457488785,7.620377475829672,0.026519741940951427,0.21233176367546663,0.469625673355649,21.535887433177795,0.19872289388874287,-0.04695708722072389,0.08446984976781535,2.1309762707195268,0.04447210207925645,-0.008680118115578228,0.01455852458378537,0.0660967271039814
125,0.046712184767316214,7.382519757872383,0.019068903553916404,0.14682151476507835,0.5277164808320685,23.72139982584611,0.1693161901717311,-0.06044066891240041,-0.00038483439487868587,1.864383533995414,0.03829165413216695,-0.007377366573135813,0.013489964995949677,0.05439975334802227
126,0.039714808573342884,7.055774177829175,0.01659193630049905,0.23359664044777062,0.42990756827204446,24.254598514334326,0.1611278352653919,-0.065265137556197,0.04062294025704849,1.8735537142679524,0.04420935989846431,-0.006520920888630766,0.013549745729624085,0.05886705871760434
127,0.04928900073053097,7.643440429858915,0.013718862778878911,0.21491715843935666,0.5482729837018262,23.795896200015743,0.15229753294475842,-0.06867609901187066,-0.012605068808627107,1.748039299049375,0.03664005805343851,-0.006551041823843473,0.01234658090074614,0.050467638139695126
128,0.05179353464858738,6.55620486877654,0.034108264944623094,0.2298552860204125,0.5341507317974787,21.00238007963544,0.22924272775880053,-0.03940808187858302,0.061248483779435814,1.8850365535155629,0.03057265530864761,-0.007683795389235026,0.013482103997453088,0.05642851634131141
129,0.05064372447723409,5.9584463631511015,0.02324446728244141,0.1858289938381709,0.4164772349347714,22.977574097844737,0.1872185270759569,-0.0533937209775055,0.021628052837868728,1.7226117369202847,0.03469662755501002,-0.0058056375818238415,0.01337424470386761,0.05472132459480861
130,0.053460108318217625,6.347744309697793,0.03162469178333903,0.22041446084064759,0.5290668541099337,22.69345537388613,0.21492728393158386,-0.04454593384766692,0.0511696406297224,1.852548102866514,0.0324764517803553,-0.007456281528528397,0.013318416184393556,0.055397862449990676
131,0.050898632402790744,7.576425060972619,0.029637205253694746,0.13248795775286834,0.5180354261302512,23.10698546549584,0.20406298350544846,-0.047202265259460696,0.030862252663932388,1.9380494797130654,0.034709534650859686,-0.00777280461202734,0.014942249320082368,0.05639821049538973
132,0.044516266594270756,6.396152854908782,0.020033697810772903,0.19810405861058353,0.4676948317274526,24.37466094547732,0.1725962942890823,-0.06067129183123576,0.02378023697997278,1.8461023008011865,0.041021184306670344,-0.006967302486260429,0.013184948877964509,0.05682759492813272
133,0.054244836932916346,8.585357114057837,0.010229247285749163,0.1375303163915856,0.5960948975464884,21.78219313598705,0.14307837136217344,-0.0698881372939868,-0.06865939900306262,1.6255964084129042,0.030585325828367926,-0.0060123903221076525,0.012353570679812798,0.04494778052721582
134,0.0325739773489364,6.440464720284298,0.024161845542025162,0.166034858961229,0.4813126521599177,23.196418697970195,0.18858168040053783,-0.052869345523136824,0.05155148480466831,2.109016511685486,0.04802324829744675,-0.009024014189862317,0.013731289718998951,0.06539459545094051
135,0.030274114115804697,7.458577377434066,0.02173714573374453,0.23695371274440535,0.4363771664188694,22.71371905253437,0.1799982116884315,-0.05465897381883533,0.08646417214117907,2.104706055245644,0.04907117194764199,-0.00817263993445616,0.014398363057632757,0.06688215720278556
136,0.04416825481440392,7.9958921465287975,0.01089985872510129,0.20837033282184259,0.4493501675061149,21.51053505785864,0.14626278077498991,-0.06789443288948871,-0.005999422637237295,1.6993559839023453,0.03558119158003792,-0.005417749904557123,0.012932569755164103,0.05161929473762594
137,0.03363395510524469,8.426724545846408,0.011939079941032655,0.14334746496403525,0.47167017304427217,22.90623381123562,0.1471599086999101,-0.06956285181333344,0.005259679630328917,1.9961081019122755,0.04668395305696493,-0.007608633141165111,0.013933269410970617,0.05974559308059568
138,0.048127267744515256,7.125876353175602,0.030514413084071636,0.20201349142242817,0.5439679516690218,22.02177768840795,0.2116912181740018,-0.04417778350340851,0.05427855383600966,1.943249993466962,0.03412764052726969,-0.008003447202697966,0.013709003026263211,0.05728253221788382
139,0.04569958342385724,8.5135445817681,0.01620429782889479,0.136111372449544,0.5172374015252985,22.695398207507324,0.16069457886278693,-0.062177496896278495,-0.006553606933726308,1.8563027278509143,0.037035875952681874,-0.006995434564249781,0.014041404713571737,0.053457411965673884
140,0.0527874181838722,5.105258254180248,0.027418064065710665,0.19484443434170307,0.42281628353385303,22.677017288122475,0.20405480838438175,-0.04842706871479274,0.027809716456661526,1.7062949140348327,0.03324381388221309,-0.0060524581349530315,0.012886749218266047,0.054903911091708224
141,0.04991679308788043,6.320175213613101,0.016979003508084605,0.1969343630895411,0.5929230424276212,24.12313245647066,0.16379608063861195,-0.06424852770753409,-0.01709854974829006,1.7627510021190926,0.03698449630045775,-0.007309153163548299,0.011379201162120545,0.05122095827487794
142,0.05234461508980893,5.732601911230491,0.01231389429485126,0.18684528249653443,0.4706713577775672,21.946292293304968,0.15334508174894654,-0.06616900280844407,-0.04628654636356089,1.5373393278908751,0.03201932993855827,-0.005232356273532357,0.01135235903386711,0.04724706821797042
143,0.04738916632340281,6.6975625979521265,0.020367677446935094,0.1561290339611495,0.5501778362935903,23.24439858765511,0.17572141929383964,-0.05749432726749171,0.0005016321238365817,1.840169677633451,0.036896355676511394,-0.007568530146062624,0.0127208960203129,0.05397909150708369
144,0.039357776854955395,7.799391609488376,0.02693733611349665,0.13640635739102788,0.5998549195504788,24.475401333394274,0.1907377477301484,-0.0530108878513601,0.03442577065410346,2.1569111849330964,0.04523660634852078,-0.009617324502719793,0.013867158267677482,0.061526365145092576
145,0.04013538222773157,6.008915118463725,0.031333440412878485,0.13376316602111532,0.46518975223758513,22.528315685005673,0.21542305577383514,-0.04448664041624106,0.040981019656774476,2.0309536048934587,0.040581508623033224,-0.00857128861058154,0.0141933823599949,0.06287025774867061
146,0.04793247788404197,5.1759546938420815,0.013967733609633125,0.18617743598860675,0.5081606056736278,23.486911923192118,0.15730255827295067,-0.06716458753585619,-0.03645786381377136,1.6596047338669844,0.037210817588484435,-0.006500189464697659,0.011030974357217893,0.050731896657540965
147,0.03391227258127045,6.912618624532825,0.028400787000360132,0.14955698708352633,0.4145475561502907,22.63592845256886,0.20308055505966446,-0.047329917419988266,0.06286004841625503,2.10136535491469,0.04576662980140456,-0.00823923537880411,0.015003918793365933,0.06687031837484536
148,0.05111738132689837,5.235419204821381,0.031131856767920157,0.1517146523396517,0.5090073243977445,24.209443589168025,0.21081963746349866,-0.04822924916578619,0.02443555762588201,1.8757824088726334,0.036881705548134525,-0.007942268638949646,0.013113484445304024,0.05694128138022947
149,0.03211393682901787,5.037117679262848,0.020714618011760798,0.2181284409708672,0.49372919967452505,21.309572353097295,0.18482979639407043,-0.052779745396076216,0.03935659286585791,1.9742344060243655,0.044336572452135625,-0.008665840002397562,0.011910295152817163,0.06298966105768855
150,0.03913977294165925,8.55905686913099,0.016340604096397163,0.21452582627762734,0.4181036627546602,23.77687693186657,0.15901167779141923,-0.06470955181056515,0.058291267979512784,1.9355583012652107,0.04379789741610307,-0.006312345235170991,0.014609039840629556,0.05951994798301108
151,0.05475647156826338,8.64700134724684,0.030642075494187945,0.15044961934000456,0.5817030908637832,22.38893911440479,0.20749647747136368,-0.04493348137780562,0.03725649178365764,1.9388746523971327,0.03132682629638195,-0.007821876961366936,0.014778705860396535,0.05411233492012002
152,0.04509359317802289,7.421688615553707,0.03289167858103843,0.19567203398940824,0.5111794160158015,23.321126810836546,0.2141211694339173,-0.04476021444959544,0.07253774206463226,2.0407763574082205,0.038419300065797746,-0.008297795938561059,0.01468205980685866,0.06069978458083103
153,0.05318263778884436,5.139365172572866,0.01772054456557718,0.1842185819582415,0.5101400485947153,21.669993397542072,0.1733409304998882,-0.05732741781249395,-0.021511981185853846,1.6020418592828418,0.031316539807120014,-0.0061734504950838875,0.011100747216619133,0.048931634905668986
154,0.04530776119205519,7.3499025655192,0.022441560238449353,0.22127470946329125,0.40514763456203323,23.030886825723865,0.18166037491542103,-0.05453239071228555,0.05870647756812675,1.8316617346531503,0.03770547029430937,-0.005860016174974447,0.014310653259919093,0.057941233506508816
155,0.041666059354666586,6.257242638506421,0.031087029994349043,0.15304880575090443,0.5891984181805473,21.804109356024664,0.21653074578660603,-0.04328558365686097,0.04043630365613837,2.049867537532052,0.03789119642533123,-0.00935255306707683,0.0129134846306167,0.0604730819611099
156,0.03851054179361616,8.085607919970455,0.023479770551340307,0.14629592598947258,0.5715937820728467,21.10230425008095,0.18877420386437305,-0.04928935444260851,0.0328236718147773,2.0523281697891433,0.03880457669338888,-0.00884842251727136,0.013632679115938018,0.05945375178952883
157,0.052555112993978234,5.911421123857134,0.030049248477555864,0.23909803131800106,0.5312991394705974,22.57347936644854,0.21119686672558338,-0.04570298487080038,0.04696681501162592,1.8234289503900576,0.03278892575464032,-0.007406273073473635,0.012709140883537806,0.055086821599958924
158,0.03465796745464742,5.011701937444854,0.010088817876966093,0.21295115067618703,0.5776566136801444,22.4071773287017,0.14624901261693118,-0.07123325631209754,-0.02945851802709787,1.8263325717075183,0.04429393824982575,-0.008171770883258489,0.00987050208298701,0.05567209852781474
159,0.04614151667810115,6.832648340462399,0.02129100367862056,0.1730396455785015,0.5361335510348842,23.460296404756825,0.1778923871745413,-0.056864039772240305,0.01530024793807705,1.8728920973272127,0.03804677403585521,-0.007612919507937743,0.01299336825315578,0.055323307795362986
160,0.03329436945337598,5.5573787313637055,0.013122879527961467,0.15705915512002208,0.4390594503125142,22.276521850499986,0.15583488980556365,-0.06558557236723028,-0.01119777895134122,1.8755333233644698,0.045430308648040096,-0.007428559548405822,0.012122499930633523,0.059563011611407646
161,0.037277038367198694,6.36666261638019,0.016701302264643333,0.1539936408088709,0.5262344095609307,24.426665206733414,0.1622619456493899,-0.06545671322473523,0.0014198534335568835,1.9711655109796906,0.046686244540853794,-0.008400116134055224,0.01260081073264363,0.05913809461197683
162,0.042116716246922606,8.26117524441832,0.03263594877319053,0.15496254100069035,0.4529209866522538,21.45921683607897,0.2182754766087597,-0.041388219565872464,0.07466111930480579,2.0615072594156745,0.03704698072561685,-0.007893231902822428,0.015857796019980164,0.0624677064535506
163,0.037417155253181074,7.228712108950795,0.014808971858761177,0.21829958391233856,0.4823068103704971,23.43405468322077,0.15686054857143888,-0.06589935041568806,0.02575583933483727,1.9103703968614623,0.044195309675259864,-0.00732778453085281,0.01302977503156999,0.058337624734194904
164,0.04016166885376551,7.12292649068419,0.02885388389416553,0.19052267144251822,0.4791727809611866,24.39664444300476,0.19829677370313878,-0.050781403419360105,0.0703453970262613,2.067590861232205,0.04428342077046876,-0.008324333955023189,0.014598499473672533,0.06291772234514603
165,0.04373824351107138,5.346055399261854,0.017984574322659944,0.2005292796575511,0.42509804261266454,21.425131124510216,0.1743696790032421,-0.05644028555818126,0.005501763427337436,1.6968712385309588,0.03606340188669943,-0.00602343529141347,0.012054984952403203,0.05484323013897896
166,0.03405438768710772,8.219848656769246,0.01645814963254787,0.14900375776918928,0.4786807227171317,22.094406534616706,0.1630660492106353,-0.06031321425883995,0.027376480311636087,2.026350814748126,0.04444430311174097,-0.007970321114370016,0.014079709752912173,0.06095014561517953
167,0.04060685058235962,8.745045604530132,0.026343663377380942,0.1575653897871411,0.5760513582968384,23.3484818237517,0.19049721818323584,-0.051172046830425755,0.04879751833060664,2.1242500472794434,0.04182244493122478,-0.00899587009473013,0.014432060327163043,0.06033030090137892
168,0.04151593395475989,7.317499288102687,0.02557334792047484,0.17269250011739273,0.5984055833747703,23.220772725245215,0.19122158797028516,-0.051459129627265066,0.03555282002838667,2.0466387109580055,0.04065007995000269,-0.008995159968350208,0.01305004185478964,0.05909206686136592
169,0.04383385097759393,8.861374497291534,0.010633127804719901,0.18183785465638927,0.4009427068949116,23.7424462383325,0.14157346519708905,-0.07424521268687545,0.00645344354123778,1.78804296631851,0.04038991237814371,-0.004989326018500773,0.014474420064103377,0.05435954686645594
170,0.030624668209351256,7.287681577351766,0.030331510283553804,0.21742892364955246,0.448370408804576,22.005470548002087,0.21075734213206687,-0.04431111074921057,0.09957193784217444,2.1883622571039067,0.047169222362978935,-0.008953585396065389,0.014992355905318888,0.06928019310461497
171,0.04208545473089792,7.3651312842343994,0.030116193063300385,0.23387319699366943,0.554838866005543,21.65141106585737,0.2110732135304524,-0.043819407357682305,0.06764656279929226,2.0372164781632764,0.03713034740194354,-0.008628458184667398,0.013619291468947026,0.06019912181958187
172,0.042258656442812674,6.29300507758061,0.03473964646255772,0.22380864865101374,0.5329442332710143,21.622081131210642,0.22972157709331512,-0.040039756719694064,0.07160006361580096,2.036437814292779,0.037077023654084496,-0.00880282058297599,0.013631987900075693,0.061897471343264066
173,0.03382367814922982,7.869122278674272,0.02686357560418382,0.21165615434192803,0.42725062643193745,23.235128627757287,0.1941680691336306,-0.050217089025321626,0.09710525049819174,2.1250657933653185,0.04701764591037905,-0.008025927240296049,0.01523668947132073,0.06674013554803793
174,0.05052560475843473,7.093587022157566,0.013578196346528442,0.22234537670642754,0.497958922348363,21.74108912660007,0.15591358235873642,-0.06371961927116698,-0.013041174786779242,1.633990379555903,0.03228894968042573,-0.005661361657360864,0.012080706357076032,0.04888175327784072
175,0.03482501003804207,7.702482436462571,0.03211327037950924,0.18381042658146013,0.5069005188869241,21.172992564794175,0.2188124139903795,-0.04125321815253091,0.081392653470308,2.1781867927486713,0.04174757995788614,-0.009290470623335434,0.014830806619303694,0.06585028375134527
176,0.0449609354629565,6.777955346274972,0.025018924161419334,0.2375340582188256,0.45446232414412496,22.118941836443174,0.19372895497884415,-0.04962403623615552,0.05786043159736465,1.8527620477361622,0.03618664812878469,-0.006788591130491017,0.013613063922424118,0.057820222116999886
177,0.049039485119408394,5.047243406743062,0.03158431102411425,0.16196538259364726,0.4345476215234577,22.732179231204185,0.2181685204248165,-0.044786323109473614,0.03392625843481878,1.8299439120845058,0.03544423517848516,-0.007128370149411811,0.013401266118950872,0.058244086835168574
178,0.04800668766545761,7.835070080891516,0.03445985665106873,0.20607667362752968,0.5131764317326245,24.088315773937648,0.2151842270510445,-0.04511692159486791,0.08146758721161995,2.047224654719383,0.03809240902524369,-0.008140437397541334,0.015065894249088885,0.06005808282942837
179,0.05396880127849175,6.155611902314607,0.014152010575662857,0.20730227797485568,0.5255996713426757,22.7674883412812,0.15752457853083351,-0.06514291549924534,-0.03161464220847454,1.5962034532001443,0.03237184716459729,-0.005868738673231455,0.011388384281962871,0.0475831178523789
180,0.03997267995426751,8.27094884484934,0.013890290990114395,0.13145852401497088,0.42812750351937046,23.891533998594447,0.15181519611192335,-0.06878585535078696,-0.004426923668895966,1.9113787775143156,0.04372468283849762,-0.006560210829353874,0.014684587412205907,0.05763144558230682
181,0.04946360334907125,7.003182277569419,0.025740920933452524,0.20651653253125934,0.4420528003778544,22.14307822469012,0.19559072218234408,-0.048935312610645876,0.050415170056875014,1.805804583514868,0.033638697378982396,-0.006285977003195331,0.014034419224007166,0.0559538018396033
182,0.04520021141102834,5.097266062318738,0.018739522355149644,0.16051227928890927,0.5025208088337769,22.54122898829782,0.1750658340543004,-0.05791407252190339,-0.0114954778979659,1.760051359970436,0.03720199388815404,-0.007242607489110764,0.01159181904681894,0.05402876918467747
183,0.038793076355079864,7.958446049201472,0.028060216154005793,0.1391014843005272,0.5611575388242812,21.073855634597916,0.20468993501618002,-0.04460911041769444,0.044325301416051066,2.101651561499064,0.03858081745423014,-0.009152554869928942,0.014203977426907599,0.061184034518002584
184,0.030063787178891965,8.91483015238989,0.01610917856347255,0.16511317414021948,0.41099197819208255,23.981516792624788,0.15743634285793565,-0.06569305400003911,0.06597213616560405,2.142187128324544,0.05300745120937056,-0.007651882447201608,0.015323230930119891,0.06625676471405662
185,0.035690786634055116,5.080848170402091,0.015391979260035823,0.13824414316384878,0.5121335590016516,22.47441902113716,0.16392559136918314,-0.06246449855638425,-0.017752328200945633,1.9004330293816856,0.04382368972592743,-0.008353779275882545,0.01137199985636883,0.0581702809408835
186,0.044399268686312415,7.724200970503052,0.02375864296739862,0.2254437016722587,0.5000146784743201,24.305658451591277,0.18169520761427368,-0.05608978533898179,0.05971236386772827,1.9634581573415628,0.040872135589483216,-0.007535195878483059,0.014058829073881896,0.05831222887013876
187,0.03603025590920396,5.929645957081669,0.014385126525025285,0.20904575426419877,0.5422015547912569,21.897689832393258,0.16010953270367045,-0.0626919050978837,0.002996955898973419,1.8753748497784182,0.042089653304986374,-0.008032273773694865,0.011362510213763777,0.05721296823748556
188,0.05499902434966474,7.522477498834904,0.025419175346074494,0.16994593793497145,0.4463754427528266,21.25208726644821,0.19603470039584006,-0.04749044615515907,0.0348426203242963,1.7436154079520871,0.029442199065579766,-0.005833522865339447,0.014516696909461224,0.05279312683585946
189,0.03787888333693753,6.955053256641249,0.015081691119387845,0.2311188031537815,0.4208041993745746,21.16125904097737,0.16213075520912076,-0.0600440682814779,0.0293526341786976,1.7979605742736662,0.03926050864777508,-0.006124770962911974,0.012983157406765145,0.057599542811459514
190,0.041389531829634646,8.325599553721817,0.0319486193282619,0.21041901838810606,0.579148734335369,23.411891879559484,0.2087426979914898,-0.04586503183566293,0.0752748008210985,2.157983070941989,0.041179305252131204,-0.009224474986924136,0.01435718692948118,0.06179589445738376
191,0.03543520185169263,8.920882929740856,0.03367013583475014,0.23067748199882,0.5346684286843328,22.347964248940713,0.2169505277956803,-0.04232862647674618,0.10530818287102228,2.2638714690038353,0.04367963697419475,-0.009534156353263601,0.015265468006453453,0.06613523355580853
