R,year,rho,u_rate_y,u_rate_p,queue_years,queue_share,cohort_entry_Q,quota_share,theta,f_y,u_q,u_m,v_Q,V_entrant,welfare_pc,L,emp,e_q,e_m,E_q,E_m,w_y,queue_loss,Y
59.0,2036.25,0.034482758620689655,0.17822525929326619,0.04341449165819027,2.5491522012263537,0.3409131358506358,0.16684579446829748,0.1107911312595888,13.926156227076323,1.8564002586842452,0.4253153242342203,0.8222614908186429,0.16684579446829748,14.74127849469115,0.9327770537898478,35.999999999999986,33.49340292685961,1.0244917204193706,4.727931464527766,2.686280279580628,25.054699462331843,0.944098526335607,0.5839198080830991,33.49340292685961
59.099999999999994,2036.6666666666667,0.03436426116838489,0.17823251957557748,0.04342887446151444,2.5509204845788296,0.3405982882293254,0.16658294136904458,0.11047715209881634,13.920927917541967,1.8560517509498615,0.42493983751968994,0.8226877995093523,0.16658294136904458,14.757098254664568,0.9328482056686651,36.09999999999999,33.58859211614087,1.0228777101608002,4.729494652810157,2.6878942898391984,25.148325463330718,0.9440913686932065,0.5834042984887032,33.58859211614087
59.199999999999996,2037.0833333333333,0.03424657534246576,0.17823971065735553,0.043443192453999864,2.5526811735108423,0.34028488439518184,0.16632157582208099,0.11016494916056051,13.91572575253249,1.85570492099178,0.4245659553496822,0.8231120192518064,0.16632157582208099,14.772859554476867,0.9329189270915883,36.19999999999999,33.683780805741705,1.0212728339952342,4.731049191403277,2.6894991660047642,25.24195961433843,0.9440842424358602,0.5828909917900799,33.683780805741705
59.3,2037.5,0.034129692832764506,0.17824683329738938,0.04345744606122077,2.5544343168052954,0.3399729141443303,0.16606168523538428,0.10985450740944498,13.91054953700164,1.8553597567434716,0.42419366747178483,0.823534165609941,0.16606168523538428,14.788562717668196,0.9329892218175111,36.30000000000001,33.77896899732452,1.019677014603237,4.732595152315038,2.6910949853967616,25.33560184500948,0.9440771473619074,0.5823798739115861,33.77896899732452
59.4,2037.9166666666667,0.034013605442176874,0.1782538882445277,0.04347163570522505,2.556179962828571,0.3396623673718885,0.1658032571586533,0.10954581197930165,13.905399077830383,1.8550162462534672,0.42382296372066236,0.8239542539910318,0.1658032571586533,14.80420806539486,0.9330590935627252,36.400000000000006,33.87415669255469,1.0180901755355904,4.734132606752716,2.692681824464408,25.42925208580198,0.9440700832713492,0.5818709308971276,33.87415669255469
59.5,2038.3333333333333,0.03389830508474576,0.17826087623783002,0.04348576180456596,2.5579181595349536,0.3393532340707324,0.16554627928131918,0.10923884817079708,13.900274183803846,1.8546743776840302,0.4234538340171314,0.8243722996476789,0.16554627928131918,14.819795916451241,0.9331285460015136,36.50000000000001,33.9693438931005,1.0165122412010827,4.7356616251341075,2.694259758798916,25.522910267966395,0.9440630499658341,0.5813641489088894,33.9693438931005
59.6,2038.75,0.03378378378378378,0.17826779800671996,0.04349982477433545,2.559648954471028,0.33904550433027775,0.16529073943059092,0.10893360144910035,13.895174665587431,1.8543341393097752,0.42308626836725516,0.8247883176797847,0.16529073943059092,14.83532658729146,0.9331975827667288,36.60000000000001,34.06453060063264,1.0149431368545057,4.737182277098455,2.695828863145493,25.616576323534186,0.944056047248639,0.5808595142260924,34.06453060063264
59.699999999999996,2039.1666666666667,0.033670033670033676,0.17827465427113093,0.0435138250261954,2.5613723947799656,0.3387391683352825,0.16503662556953344,0.10863005744158861,13.890100335704402,1.8539955195163784,0.4227202568614404,0.8252023230364761,0.16503662556953344,14.850800392050846,0.9332662074503689,36.69999999999999,34.159716816824066,1.0133827885848545,4.7386946315172285,2.6973892114151443,25.71025018530684,0.9440490749246567,0.5803570132437533,34.159716816824066
59.8,2039.5833333333333,0.03355704697986577,0.17828144574165325,0.04352776296841001,2.5630885272058217,0.33843421636466664,0.1647839257951771,0.10832820193559133,13.885051008512887,1.8536585067992475,0.42235578967355386,0.825614330518019,0.1647839257951771,14.866217642567134,0.9333344236041378,36.8,34.25490254334981,1.0118311233037192,4.740198756504709,2.6989408766962795,25.8039317868451,0.944042132800379,0.5798566324714722,34.25490254334981
59.9,2040.0,0.033444816053511704,0.17828817311967582,0.043541639005876875,2.564797398097719,0.3381306387903501,0.1645326283366596,0.10802802087617254,13.880026500183885,1.8533230897622512,0.4219928570600436,0.8260243547776872,0.1645326283366596,14.881578648401433,0.9334022347399996,36.89999999999999,34.35008778188654,1.0102880687338749,4.741694719428395,2.700483931266124,25.897621062458146,0.9440352206838801,0.579358358532226,34.35008778188654
