study,algo,problem,dim,run,value
weights,SBOA,W4 (structure)|DL03,0,2,9.1317596198e-01
weights,SBOA,W4 (structure)|DL04,0,2,9.2841597328e-01
weights,SBOA,W4 (structure)|DL05,0,2,9.4847535391e-01
weights,SBOA,W4 (structure)|DL06,0,2,9.4805868919e-01
weights,SBOA,W4 (structure)|DL07,0,2,9.2957551536e-01
weights,SBOA,W4 (structure)|DL08,0,2,9.1409534968e-01
weights,RIME,W0 (Ngo)|DL01,0,2,8.7028101372e-01
weights,RIME,W0 (Ngo)|DL02,0,2,8.0590650147e-01
weights,RIME,W0 (Ngo)|DL03,0,2,8.4301982737e-01
weights,RIME,W0 (Ngo)|DL04,0,2,8.5768239819e-01
weights,RIME,W0 (Ngo)|DL05,0,2,8.8013793675e-01
weights,RIME,W0 (Ngo)|DL06,0,2,8.7313603742e-01
weights,RIME,W0 (Ngo)|DL07,0,2,8.6193880291e-01
weights,RIME,W0 (Ngo)|DL08,0,2,8.7561743853e-01
weights,RIME,W1 (equal)|DL01,0,2,8.9142506568e-01
weights,RIME,W1 (equal)|DL02,0,2,7.8372540896e-01
weights,RIME,W1 (equal)|DL03,0,2,8.1386424083e-01
weights,RIME,W1 (equal)|DL04,0,2,8.8831921998e-01
weights,RIME,W1 (equal)|DL05,0,2,8.6525929791e-01
weights,RIME,W1 (equal)|DL06,0,2,8.6284389925e-01
weights,RIME,W1 (equal)|DL07,0,2,8.3544138081e-01
weights,RIME,W1 (equal)|DL08,0,2,8.4289924965e-01
weights,RIME,W2 (balance)|DL05,0,2,8.9144599476e-01
weights,RIME,W2 (balance)|DL06,0,2,8.5836378881e-01
weights,RIME,W2 (balance)|DL07,0,2,8.7367436563e-01
weights,RIME,W2 (balance)|DL08,0,2,8.8894724730e-01
weights,RIME,W2 (balance)|DL01,0,2,9.1548462823e-01
weights,RIME,W2 (balance)|DL02,0,2,8.6555258165e-01
weights,RIME,W2 (balance)|DL03,0,2,9.0373525703e-01
weights,RIME,W2 (balance)|DL04,0,2,8.4378080201e-01
weights,RIME,W3 (overlap)|DL01,0,2,8.9130777948e-01
weights,RIME,W3 (overlap)|DL02,0,2,8.7268876455e-01
weights,RIME,W3 (overlap)|DL03,0,2,8.8997393598e-01
weights,RIME,W3 (overlap)|DL04,0,2,9.0478263018e-01
weights,RIME,W3 (overlap)|DL05,0,2,9.2368087642e-01
weights,RIME,W3 (overlap)|DL06,0,2,8.9999724315e-01
weights,RIME,W3 (overlap)|DL07,0,2,8.8740883579e-01
weights,RIME,W3 (overlap)|DL08,0,2,9.0204911089e-01
weights,RIME,W4 (structure)|DL01,0,2,8.7694723123e-01
weights,RIME,W4 (structure)|DL02,0,2,8.6096066280e-01
weights,RIME,W4 (structure)|DL03,0,2,8.5656532278e-01
weights,RIME,W4 (structure)|DL04,0,2,8.8816602868e-01
weights,RIME,W4 (structure)|DL05,0,2,9.0624047467e-01
weights,RIME,W4 (structure)|DL06,0,2,9.4646816891e-01
weights,RIME,W4 (structure)|DL07,0,2,9.1535427261e-01
weights,RIME,W4 (structure)|DL08,0,2,8.8570518033e-01
weights,LSHADE,W0 (Ngo)|DL01,0,2,9.2626634773e-01
weights,LSHADE,W0 (Ngo)|DL02,0,2,9.0455247764e-01
weights,LSHADE,W0 (Ngo)|DL03,0,2,8.8031773447e-01
weights,LSHADE,W0 (Ngo)|DL04,0,2,9.1764438297e-01
weights,LSHADE,W0 (Ngo)|DL05,0,2,9.2913906325e-01
weights,LSHADE,W0 (Ngo)|DL06,0,2,9.2707703773e-01
weights,LSHADE,W0 (Ngo)|DL07,0,2,9.1023427537e-01
weights,LSHADE,W0 (Ngo)|DL08,0,2,8.9892341676e-01
weights,LSHADE,W1 (equal)|DL01,0,2,9.0118693548e-01
weights,LSHADE,W1 (equal)|DL02,0,2,8.7528035608e-01
weights,LSHADE,W1 (equal)|DL03,0,2,8.4264483777e-01
weights,LSHADE,W1 (equal)|DL04,0,2,9.0212321440e-01
weights,LSHADE,W1 (equal)|DL05,0,2,9.2462221593e-01
weights,LSHADE,W1 (equal)|DL06,0,2,9.0618944950e-01
weights,LSHADE,W1 (equal)|DL07,0,2,8.8786163433e-01
weights,LSHADE,W1 (equal)|DL08,0,2,8.6583769427e-01
weights,LSHADE,W2 (balance)|DL01,0,2,9.4507676062e-01
weights,LSHADE,W2 (balance)|DL02,0,2,9.3765935958e-01
weights,LSHADE,W2 (balance)|DL03,0,2,9.2206265719e-01
weights,LSHADE,W2 (balance)|DL04,0,2,9.3025785169e-01
weights,LSHADE,W2 (balance)|DL05,0,2,9.4952087559e-01
weights,LSHADE,W2 (balance)|DL06,0,2,9.5625833234e-01
weights,LSHADE,W2 (balance)|DL07,0,2,9.3829207886e-01
weights,LSHADE,W2 (balance)|DL08,0,2,9.3289099393e-01
weights,LSHADE,W3 (overlap)|DL01,0,2,9.4137090282e-01
weights,LSHADE,W3 (overlap)|DL02,0,2,9.3051995812e-01
weights,LSHADE,W3 (overlap)|DL03,0,2,9.1517079888e-01
weights,LSHADE,W3 (overlap)|DL04,0,2,9.3483044828e-01
weights,LSHADE,W3 (overlap)|DL05,0,2,9.5415440100e-01
weights,LSHADE,W3 (overlap)|DL06,0,2,9.5255880854e-01
weights,LSHADE,W3 (overlap)|DL07,0,2,9.4132127993e-01
weights,LSHADE,W3 (overlap)|DL08,0,2,9.2345880674e-01
weights,LSHADE,W4 (structure)|DL01,0,2,9.2924350148e-01
weights,LSHADE,W4 (structure)|DL02,0,2,9.2104242195e-01
weights,LSHADE,W4 (structure)|DL03,0,2,9.1322446303e-01
weights,LSHADE,W4 (structure)|DL04,0,2,9.2637080047e-01
weights,LSHADE,W4 (structure)|DL05,0,2,9.4700834096e-01
weights,LSHADE,W4 (structure)|DL06,0,2,9.4983009734e-01
weights,LSHADE,W4 (structure)|DL07,0,2,9.3498443512e-01
weights,LSHADE,W4 (structure)|DL08,0,2,9.1381720379e-01
weights,MSSBOA,W0 (Ngo)|DL01,0,3,9.0637887661e-01
weights,MSSBOA,W0 (Ngo)|DL02,0,3,8.9809903423e-01
weights,MSSBOA,W0 (Ngo)|DL03,0,3,8.8137087605e-01
weights,MSSBOA,W0 (Ngo)|DL04,0,3,9.2087003508e-01
weights,MSSBOA,W0 (Ngo)|DL05,0,3,9.2091586110e-01
weights,MSSBOA,W0 (Ngo)|DL06,0,3,9.2570164252e-01
weights,MSSBOA,W0 (Ngo)|DL07,0,3,9.0694823677e-01
weights,MSSBOA,W0 (Ngo)|DL08,0,3,8.9939229412e-01
weights,MSSBOA,W1 (equal)|DL01,0,3,8.8827545187e-01
weights,MSSBOA,W1 (equal)|DL02,0,3,8.6272371018e-01
weights,MSSBOA,W1 (equal)|DL03,0,3,8.4799866649e-01
weights,MSSBOA,W1 (equal)|DL04,0,3,8.8895802123e-01
weights,MSSBOA,W1 (equal)|DL05,0,3,9.1870400548e-01
weights,MSSBOA,W1 (equal)|DL06,0,3,8.9256803161e-01
weights,MSSBOA,W1 (equal)|DL07,0,3,8.8555443649e-01
weights,MSSBOA,W1 (equal)|DL08,0,3,8.6125164641e-01
weights,MSSBOA,W2 (balance)|DL05,0,3,9.3348241466e-01
weights,MSSBOA,W2 (balance)|DL06,0,3,9.5708487700e-01
weights,MSSBOA,W2 (balance)|DL07,0,3,9.3293166987e-01
weights,MSSBOA,W2 (balance)|DL08,0,3,9.3146791666e-01
weights,MSSBOA,W2 (balance)|DL01,0,3,9.3173834743e-01
weights,MSSBOA,W2 (balance)|DL02,0,3,9.3129797773e-01
weights,MSSBOA,W2 (balance)|DL03,0,3,9.2010394271e-01
weights,MSSBOA,W2 (balance)|DL04,0,3,9.3977984663e-01
weights,MSSBOA,W3 (overlap)|DL01,0,3,9.2349407417e-01
weights,MSSBOA,W3 (overlap)|DL02,0,3,9.3056995962e-01
weights,MSSBOA,W3 (overlap)|DL03,0,3,9.1466961465e-01
weights,MSSBOA,W3 (overlap)|DL04,0,3,9.1447913478e-01
weights,MSSBOA,W3 (overlap)|DL05,0,3,9.2555327277e-01
weights,MSSBOA,W3 (overlap)|DL06,0,3,9.4383886505e-01
weights,MSSBOA,W3 (overlap)|DL07,0,3,9.0759719122e-01
weights,MSSBOA,W3 (overlap)|DL08,0,3,9.2351309143e-01
weights,MSSBOA,W4 (structure)|DL01,0,3,9.1460239953e-01
weights,MSSBOA,W4 (structure)|DL02,0,3,9.1655788138e-01
weights,MSSBOA,W4 (structure)|DL03,0,3,9.0868634892e-01
weights,MSSBOA,W4 (structure)|DL04,0,3,9.3028090102e-01
weights,MSSBOA,W4 (structure)|DL05,0,3,9.3601342014e-01
weights,MSSBOA,W4 (structure)|DL06,0,3,9.3962036565e-01
weights,MSSBOA,W4 (structure)|DL07,0,3,9.2005818334e-01
weights,MSSBOA,W4 (structure)|DL08,0,3,9.1409592426e-01
weights,SBOA,W0 (Ngo)|DL01,0,3,8.9974227299e-01
weights,SBOA,W0 (Ngo)|DL02,0,3,9.0396847527e-01
weights,SBOA,W0 (Ngo)|DL03,0,3,8.8239119390e-01
weights,SBOA,W0 (Ngo)|DL04,0,3,9.1501941541e-01
weights,SBOA,W0 (Ngo)|DL05,0,3,9.4047549009e-01
weights,SBOA,W0 (Ngo)|DL06,0,3,9.2605809500e-01
weights,SBOA,W0 (Ngo)|DL07,0,3,9.1404100075e-01
weights,SBOA,W0 (Ngo)|DL08,0,3,8.9109688583e-01
weights,SBOA,W1 (equal)|DL01,0,3,8.9053507640e-01
weights,SBOA,W1 (equal)|DL02,0,3,8.6740394412e-01
weights,SBOA,W1 (equal)|DL03,0,3,8.4093787299e-01
weights,SBOA,W1 (equal)|DL04,0,3,8.9175533058e-01
weights,SBOA,W1 (equal)|DL05,0,3,9.2030332750e-01
weights,SBOA,W1 (equal)|DL06,0,3,9.1103770915e-01
weights,SBOA,W1 (equal)|DL07,0,3,8.7791434358e-01
weights,SBOA,W1 (equal)|DL08,0,3,8.6585691663e-01
weights,SBOA,W2 (balance)|DL01,0,3,9.2865074391e-01
weights,SBOA,W2 (balance)|DL02,0,3,9.1761225543e-01
weights,SBOA,W2 (balance)|DL03,0,3,9.0969099932e-01
weights,SBOA,W2 (balance)|DL04,0,3,9.4215309680e-01
weights,SBOA,W3 (overlap)|DL01,0,3,9.2124214008e-01
weights,SBOA,W3 (overlap)|DL02,0,3,9.3057058679e-01
weights,SBOA,W3 (overlap)|DL03,0,3,9.0643189461e-01
weights,SBOA,W3 (overlap)|DL04,0,3,9.2968116040e-01
weights,SBOA,W2 (balance)|DL05,0,3,9.4046885232e-01
weights,SBOA,W2 (balance)|DL06,0,3,9.4903876640e-01
weights,SBOA,W2 (balance)|DL07,0,3,9.3696976772e-01
weights,SBOA,W2 (balance)|DL08,0,3,9.3292660380e-01
weights,SBOA,W3 (overlap)|DL05,0,3,9.3650956560e-01
weights,SBOA,W3 (overlap)|DL06,0,3,9.2899549256e-01
weights,SBOA,W3 (overlap)|DL07,0,3,9.3469799160e-01
weights,SBOA,W3 (overlap)|DL08,0,3,9.1721212147e-01
weights,SBOA,W4 (structure)|DL05,0,3,9.2118281945e-01
weights,SBOA,W4 (structure)|DL06,0,3,9.4615186705e-01
weights,SBOA,W4 (structure)|DL07,0,3,9.1705588640e-01
weights,SBOA,W4 (structure)|DL08,0,3,9.1165951737e-01
weights,SBOA,W4 (structure)|DL01,0,3,9.1719904977e-01
weights,SBOA,W4 (structure)|DL02,0,3,9.1614756557e-01
weights,SBOA,W4 (structure)|DL03,0,3,9.0946322537e-01
weights,SBOA,W4 (structure)|DL04,0,3,8.9719947221e-01
weights,RIME,W0 (Ngo)|DL01,0,3,8.4780272752e-01
weights,RIME,W0 (Ngo)|DL02,0,3,8.3480722712e-01
weights,RIME,W0 (Ngo)|DL03,0,3,7.8841532259e-01
weights,RIME,W0 (Ngo)|DL04,0,3,8.8288609635e-01
weights,RIME,W1 (equal)|DL01,0,3,8.7477834853e-01
weights,RIME,W1 (equal)|DL02,0,3,8.4309908598e-01
weights,RIME,W1 (equal)|DL03,0,3,7.9296615119e-01
weights,RIME,W1 (equal)|DL04,0,3,8.5343966367e-01
weights,RIME,W0 (Ngo)|DL05,0,3,9.2164325682e-01
weights,RIME,W0 (Ngo)|DL06,0,3,8.8032111604e-01
weights,RIME,W0 (Ngo)|DL07,0,3,7.9918581296e-01
weights,RIME,W0 (Ngo)|DL08,0,3,8.4004191704e-01
weights,RIME,W1 (equal)|DL05,0,3,8.7797418387e-01
weights,RIME,W1 (equal)|DL06,0,3,9.0049796965e-01
weights,RIME,W1 (equal)|DL07,0,3,8.1491188975e-01
weights,RIME,W1 (equal)|DL08,0,3,8.6557417144e-01
weights,RIME,W2 (balance)|DL01,0,3,9.4010469991e-01
weights,RIME,W2 (balance)|DL02,0,3,8.5240526472e-01
weights,RIME,W2 (balance)|DL03,0,3,8.7988396531e-01
weights,RIME,W2 (balance)|DL04,0,3,8.9504540097e-01
weights,RIME,W2 (balance)|DL05,0,3,9.3264048626e-01
weights,RIME,W2 (balance)|DL06,0,3,9.4905624821e-01
weights,RIME,W2 (balance)|DL07,0,3,8.7479627292e-01
weights,RIME,W2 (balance)|DL08,0,3,9.0267203773e-01
weights,RIME,W3 (overlap)|DL05,0,3,9.0452747294e-01
weights,RIME,W3 (overlap)|DL06,0,3,9.3043457047e-01
weights,RIME,W3 (overlap)|DL07,0,3,9.1760046265e-01
weights,RIME,W3 (overlap)|DL08,0,3,9.1506827454e-01
weights,RIME,W3 (overlap)|DL01,0,3,8.6353424937e-01
weights,RIME,W3 (overlap)|DL02,0,3,8.9346580508e-01
weights,RIME,W3 (overlap)|DL03,0,3,8.6772182376e-01
weights,RIME,W3 (overlap)|DL04,0,3,9.2484430866e-01
weights,RIME,W4 (structure)|DL01,0,3,9.0948376901e-01
weights,RIME,W4 (structure)|DL02,0,3,8.3581545429e-01
weights,RIME,W4 (structure)|DL03,0,3,9.0863015762e-01
weights,RIME,W4 (structure)|DL04,0,3,8.8767639491e-01
weights,RIME,W4 (structure)|DL05,0,3,8.9486028448e-01
weights,RIME,W4 (structure)|DL06,0,3,9.3183005463e-01
weights,RIME,W4 (structure)|DL07,0,3,8.8209347084e-01
weights,RIME,W4 (structure)|DL08,0,3,8.5580977145e-01
weights,LSHADE,W0 (Ngo)|DL01,0,3,9.2274097336e-01
weights,LSHADE,W0 (Ngo)|DL02,0,3,9.0102383296e-01
weights,LSHADE,W0 (Ngo)|DL03,0,3,8.8290353121e-01
weights,LSHADE,W0 (Ngo)|DL04,0,3,9.1567698283e-01
weights,LSHADE,W0 (Ngo)|DL05,0,3,9.3619800165e-01
weights,LSHADE,W0 (Ngo)|DL06,0,3,9.2954474317e-01
weights,LSHADE,W0 (Ngo)|DL07,0,3,9.1383785945e-01
weights,LSHADE,W0 (Ngo)|DL08,0,3,8.9937293934e-01
weights,LSHADE,W1 (equal)|DL01,0,3,9.0002963390e-01
weights,LSHADE,W1 (equal)|DL02,0,3,8.6839413668e-01
weights,LSHADE,W1 (equal)|DL03,0,3,8.4215564861e-01
weights,LSHADE,W1 (equal)|DL04,0,3,8.9882116927e-01
weights,LSHADE,W1 (equal)|DL05,0,3,9.2438201528e-01
weights,LSHADE,W1 (equal)|DL06,0,3,9.0536348000e-01
weights,LSHADE,W1 (equal)|DL07,0,3,8.7744674263e-01
weights,LSHADE,W1 (equal)|DL08,0,3,8.6584270154e-01
weights,LSHADE,W2 (balance)|DL01,0,3,9.4728820041e-01
weights,LSHADE,W2 (balance)|DL02,0,3,9.3638167335e-01
weights,LSHADE,W2 (balance)|DL03,0,3,9.2046841667e-01
weights,LSHADE,W2 (balance)|DL04,0,3,9.3805522728e-01
weights,LSHADE,W2 (balance)|DL05,0,3,9.5174507405e-01
weights,LSHADE,W2 (balance)|DL06,0,3,9.5383756472e-01
weights,LSHADE,W2 (balance)|DL07,0,3,9.3112680344e-01
weights,LSHADE,W2 (balance)|DL08,0,3,9.3226727074e-01
weights,LSHADE,W3 (overlap)|DL01,0,3,9.4148120672e-01
weights,LSHADE,W3 (overlap)|DL02,0,3,9.3053787820e-01
weights,LSHADE,W3 (overlap)|DL03,0,3,9.1862334646e-01
weights,LSHADE,W3 (overlap)|DL04,0,3,9.4410037071e-01
weights,LSHADE,W3 (overlap)|DL05,0,3,9.6005536186e-01
weights,LSHADE,W3 (overlap)|DL06,0,3,9.4584562864e-01
weights,LSHADE,W3 (overlap)|DL07,0,3,9.3414693488e-01
weights,LSHADE,W3 (overlap)|DL08,0,3,9.2343178128e-01
weights,LSHADE,W4 (structure)|DL01,0,3,9.2972544157e-01
weights,LSHADE,W4 (structure)|DL02,0,3,9.2329376255e-01
weights,LSHADE,W4 (structure)|DL03,0,3,9.0995402197e-01
weights,LSHADE,W4 (structure)|DL04,0,3,9.3923111838e-01
weights,LSHADE,W4 (structure)|DL05,0,3,9.5412187433e-01
weights,LSHADE,W4 (structure)|DL06,0,3,9.4510886677e-01
weights,LSHADE,W4 (structure)|DL07,0,3,9.2996278824e-01
weights,LSHADE,W4 (structure)|DL08,0,3,9.1407027657e-01
weights,MSSBOA,W0 (Ngo)|DL01,0,4,9.1441028826e-01
weights,MSSBOA,W0 (Ngo)|DL02,0,4,8.8765717092e-01
weights,MSSBOA,W0 (Ngo)|DL03,0,4,8.8070314663e-01
weights,MSSBOA,W0 (Ngo)|DL04,0,4,9.0743384870e-01
weights,MSSBOA,W0 (Ngo)|DL05,0,4,9.4716194091e-01
weights,MSSBOA,W0 (Ngo)|DL06,0,4,8.9604473468e-01
weights,MSSBOA,W0 (Ngo)|DL07,0,4,8.9596751527e-01
weights,MSSBOA,W0 (Ngo)|DL08,0,4,8.8584919140e-01
weights,MSSBOA,W1 (equal)|DL01,0,4,8.9800256222e-01
weights,MSSBOA,W1 (equal)|DL02,0,4,8.6287092814e-01
weights,MSSBOA,W1 (equal)|DL03,0,4,8.4042250989e-01
weights,MSSBOA,W1 (equal)|DL04,0,4,8.9171674106e-01
weights,MSSBOA,W1 (equal)|DL05,0,4,9.2730150413e-01
weights,MSSBOA,W1 (equal)|DL06,0,4,8.8542680078e-01
weights,MSSBOA,W1 (equal)|DL07,0,4,8.8397929917e-01
weights,MSSBOA,W1 (equal)|DL08,0,4,8.6585586316e-01
weights,MSSBOA,W2 (balance)|DL01,0,4,9.2200057168e-01
weights,MSSBOA,W2 (balance)|DL02,0,4,9.3043552817e-01
weights,MSSBOA,W2 (balance)|DL03,0,4,9.1012691476e-01
weights,MSSBOA,W2 (balance)|DL04,0,4,9.3242290526e-01
weights,MSSBOA,W2 (balance)|DL05,0,4,9.4349739052e-01
weights,MSSBOA,W2 (balance)|DL06,0,4,9.2423889953e-01
weights,MSSBOA,W2 (balance)|DL07,0,4,9.3474649925e-01
weights,MSSBOA,W2 (balance)|DL08,0,4,9.2831125685e-01
weights,MSSBOA,W3 (overlap)|DL01,0,4,9.2912947429e-01
weights,MSSBOA,W3 (overlap)|DL02,0,4,9.2657758918e-01
weights,MSSBOA,W3 (overlap)|DL03,0,4,9.1154724846e-01
weights,MSSBOA,W3 (overlap)|DL04,0,4,9.4070438771e-01
weights,MSSBOA,W4 (structure)|DL01,0,4,9.3208202858e-01
weights,MSSBOA,W4 (structure)|DL02,0,4,9.1446642383e-01
weights,MSSBOA,W4 (structure)|DL03,0,4,9.0020561557e-01
weights,MSSBOA,W4 (structure)|DL04,0,4,9.1792980376e-01
weights,SBOA,W0 (Ngo)|DL01,0,4,9.1663971371e-01
weights,SBOA,W0 (Ngo)|DL02,0,4,8.9640539010e-01
weights,SBOA,W0 (Ngo)|DL03,0,4,8.8070330499e-01
weights,SBOA,W0 (Ngo)|DL04,0,4,9.0827026652e-01
weights,MSSBOA,W3 (overlap)|DL05,0,4,9.5954809875e-01
weights,MSSBOA,W3 (overlap)|DL06,0,4,9.3814521314e-01
weights,MSSBOA,W3 (overlap)|DL07,0,4,8.9912476648e-01
weights,MSSBOA,W3 (overlap)|DL08,0,4,9.2351194948e-01
weights,MSSBOA,W4 (structure)|DL05,0,4,9.1543176855e-01
weights,MSSBOA,W4 (structure)|DL06,0,4,9.2477001336e-01
weights,MSSBOA,W4 (structure)|DL07,0,4,9.3133081301e-01
weights,MSSBOA,W4 (structure)|DL08,0,4,9.1409735567e-01
weights,SBOA,W0 (Ngo)|DL05,0,4,9.3487844820e-01
weights,SBOA,W0 (Ngo)|DL06,0,4,9.0242326234e-01
weights,SBOA,W0 (Ngo)|DL07,0,4,9.1261194001e-01
weights,SBOA,W0 (Ngo)|DL08,0,4,8.9939247805e-01
weights,SBOA,W1 (equal)|DL01,0,4,8.9547410708e-01
weights,SBOA,W1 (equal)|DL02,0,4,8.7138678393e-01
weights,SBOA,W1 (equal)|DL03,0,4,8.4409670033e-01
weights,SBOA,W1 (equal)|DL04,0,4,9.0019218293e-01
weights,SBOA,W1 (equal)|DL05,0,4,9.1262171293e-01
weights,SBOA,W1 (equal)|DL06,0,4,8.9804116405e-01
weights,SBOA,W1 (equal)|DL07,0,4,8.6860287262e-01
weights,SBOA,W1 (equal)|DL08,0,4,8.5937178878e-01
weights,SBOA,W2 (balance)|DL01,0,4,9.4145167130e-01
weights,SBOA,W2 (balance)|DL02,0,4,9.3099882461e-01
weights,SBOA,W2 (balance)|DL03,0,4,9.1812845450e-01
weights,SBOA,W2 (balance)|DL04,0,4,9.3061290374e-01
weights,SBOA,W2 (balance)|DL05,0,4,9.4464182155e-01
weights,SBOA,W2 (balance)|DL06,0,4,9.4334549386e-01
weights,SBOA,W2 (balance)|DL07,0,4,9.2124986148e-01
weights,SBOA,W2 (balance)|DL08,0,4,9.3292298726e-01
weights,SBOA,W3 (overlap)|DL01,0,4,9.3583375158e-01
weights,SBOA,W3 (overlap)|DL02,0,4,9.3049063272e-01
weights,SBOA,W3 (overlap)|DL03,0,4,8.9699664820e-01
weights,SBOA,W3 (overlap)|DL04,0,4,9.3154916436e-01
weights,SBOA,W3 (overlap)|DL05,0,4,9.5761588277e-01
weights,SBOA,W3 (overlap)|DL06,0,4,9.3393909084e-01
weights,SBOA,W3 (overlap)|DL07,0,4,9.2680377295e-01
weights,SBOA,W3 (overlap)|DL08,0,4,9.2351332684e-01
weights,SBOA,W4 (structure)|DL01,0,4,9.2813503489e-01
weights,SBOA,W4 (structure)|DL02,0,4,9.1993438444e-01
weights,SBOA,W4 (structure)|DL03,0,4,9.0997937616e-01
weights,SBOA,W4 (structure)|DL04,0,4,9.2833848896e-01
weights,SBOA,W4 (structure)|DL05,0,4,9.3828825792e-01
weights,SBOA,W4 (structure)|DL06,0,4,9.1253678524e-01
weights,SBOA,W4 (structure)|DL07,0,4,9.0863940554e-01
weights,SBOA,W4 (structure)|DL08,0,4,9.1212160520e-01
weights,RIME,W0 (Ngo)|DL01,0,4,9.0139056201e-01
weights,RIME,W0 (Ngo)|DL02,0,4,8.6882087246e-01
weights,RIME,W0 (Ngo)|DL03,0,4,8.2386644849e-01
weights,RIME,W0 (Ngo)|DL04,0,4,8.7168997396e-01
weights,RIME,W1 (equal)|DL01,0,4,8.6192267807e-01
weights,RIME,W1 (equal)|DL02,0,4,8.0189111257e-01
weights,RIME,W1 (equal)|DL03,0,4,7.8786250974e-01
weights,RIME,W1 (equal)|DL04,0,4,8.3593767665e-01
weights,RIME,W0 (Ngo)|DL05,0,4,8.9675125131e-01
weights,RIME,W0 (Ngo)|DL06,0,4,8.2153419623e-01
weights,RIME,W0 (Ngo)|DL07,0,4,8.6242930200e-01
weights,RIME,W0 (Ngo)|DL08,0,4,8.6935338760e-01
weights,RIME,W2 (balance)|DL01,0,4,9.2080595553e-01
weights,RIME,W2 (balance)|DL02,0,4,9.0268357386e-01
weights,RIME,W2 (balance)|DL03,0,4,8.8701854784e-01
weights,RIME,W2 (balance)|DL04,0,4,8.8096795081e-01
weights,RIME,W1 (equal)|DL05,0,4,8.9140536427e-01
weights,RIME,W1 (equal)|DL06,0,4,8.5566537100e-01
weights,RIME,W1 (equal)|DL07,0,4,8.4730854558e-01
weights,RIME,W1 (equal)|DL08,0,4,8.0795019054e-01
weights,RIME,W2 (balance)|DL05,0,4,8.9022554021e-01
weights,RIME,W2 (balance)|DL06,0,4,9.4279750809e-01
weights,RIME,W2 (balance)|DL07,0,4,8.9526078073e-01
weights,RIME,W2 (balance)|DL08,0,4,9.0595145038e-01
weights,RIME,W3 (overlap)|DL01,0,4,9.1268095735e-01
weights,RIME,W3 (overlap)|DL02,0,4,8.7830287803e-01
weights,RIME,W3 (overlap)|DL03,0,4,8.6510577002e-01
weights,RIME,W3 (overlap)|DL04,0,4,9.0381980484e-01
weights,RIME,W4 (structure)|DL01,0,4,8.7681599873e-01
weights,RIME,W4 (structure)|DL02,0,4,9.1577574149e-01
weights,RIME,W4 (structure)|DL03,0,4,8.4826795432e-01
weights,RIME,W4 (structure)|DL04,0,4,8.7982622477e-01
weights,RIME,W3 (overlap)|DL05,0,4,9.1074603951e-01
weights,RIME,W3 (overlap)|DL06,0,4,8.7586023562e-01
weights,RIME,W3 (overlap)|DL07,0,4,9.0711798066e-01
weights,RIME,W3 (overlap)|DL08,0,4,8.9045169196e-01
weights,RIME,W4 (structure)|DL05,0,4,9.1161891793e-01
weights,RIME,W4 (structure)|DL06,0,4,8.6472816670e-01
weights,RIME,W4 (structure)|DL07,0,4,9.2140331213e-01
weights,RIME,W4 (structure)|DL08,0,4,8.4272843133e-01
weights,LSHADE,W0 (Ngo)|DL01,0,4,9.2331464164e-01
weights,LSHADE,W0 (Ngo)|DL02,0,4,9.0582799839e-01
weights,LSHADE,W0 (Ngo)|DL03,0,4,8.8428621020e-01
weights,LSHADE,W0 (Ngo)|DL04,0,4,9.1928213077e-01
weights,LSHADE,W0 (Ngo)|DL05,0,4,9.3168355143e-01
weights,LSHADE,W0 (Ngo)|DL06,0,4,9.3060628901e-01
weights,LSHADE,W0 (Ngo)|DL07,0,4,9.0385187535e-01
weights,LSHADE,W0 (Ngo)|DL08,0,4,8.9931780471e-01
weights,LSHADE,W1 (equal)|DL01,0,4,8.9942608474e-01
weights,LSHADE,W1 (equal)|DL02,0,4,8.7025825800e-01
weights,LSHADE,W1 (equal)|DL03,0,4,8.4207165114e-01
weights,LSHADE,W1 (equal)|DL04,0,4,8.9916607535e-01
weights,LSHADE,W1 (equal)|DL05,0,4,9.1854548773e-01
weights,LSHADE,W1 (equal)|DL06,0,4,9.0313827969e-01
weights,LSHADE,W1 (equal)|DL07,0,4,8.8108618933e-01
weights,LSHADE,W1 (equal)|DL08,0,4,8.6578906003e-01
weights,LSHADE,W2 (balance)|DL01,0,4,9.4430788678e-01
weights,LSHADE,W2 (balance)|DL02,0,4,9.3632636265e-01
weights,LSHADE,W2 (balance)|DL03,0,4,9.2015192057e-01
weights,LSHADE,W2 (balance)|DL04,0,4,9.4554772736e-01
weights,LSHADE,W2 (balance)|DL05,0,4,9.5593914018e-01
weights,LSHADE,W2 (balance)|DL06,0,4,9.4658888039e-01
weights,LSHADE,W2 (balance)|DL07,0,4,9.3955430660e-01
weights,LSHADE,W2 (balance)|DL08,0,4,9.3257497666e-01
weights,LSHADE,W3 (overlap)|DL01,0,4,9.4128628462e-01
weights,LSHADE,W3 (overlap)|DL02,0,4,9.3050152319e-01
weights,LSHADE,W3 (overlap)|DL03,0,4,9.1522734379e-01
weights,LSHADE,W3 (overlap)|DL04,0,4,9.3081277538e-01
weights,LSHADE,W3 (overlap)|DL05,0,4,9.5627132119e-01
weights,LSHADE,W3 (overlap)|DL06,0,4,9.4993567545e-01
weights,LSHADE,W3 (overlap)|DL07,0,4,9.4169109954e-01
weights,LSHADE,W3 (overlap)|DL08,0,4,9.2348918577e-01
weights,LSHADE,W4 (structure)|DL05,0,4,9.3838916017e-01
