study,algo,func,dim,run,error
variants,SBOA,F7,10,20,2.2032090518e+01
variants,SBOA,F7,10,21,1.5906497633e+01
variants,SBOA,F7,10,22,1.6297084917e+01
variants,SBOA,F7,10,23,2.2557125877e+01
variants,SBOA,F7,10,24,2.0648402409e+01
variants,SBOA,F7,10,25,1.2115524871e+01
variants,SBOA,F7,10,26,2.3541422906e+01
variants,SBOA,F7,10,27,2.0055063563e+01
variants,SBOA,F7,10,28,2.3521003924e+01
variants,SBOA,F7,10,29,2.8500392918e+01
variants,SBOA,F8,10,0,1.2934486840e+01
variants,SBOA,F8,10,1,1.9900964270e+01
variants,SBOA,F8,10,2,1.0944781897e+01
variants,SBOA,F8,10,3,1.4055918665e+01
variants,SBOA,F8,10,4,1.7909334975e+01
variants,SBOA,F8,10,5,6.9647304229e+00
variants,SBOA,F8,10,6,1.1966955677e+01
variants,SBOA,F8,10,7,1.8904270281e+01
variants,SBOA,F8,10,8,2.1416096962e+01
variants,SBOA,F8,10,9,1.4596071292e+01
variants,SBOA,F8,10,10,1.5187934322e+01
variants,SBOA,F8,10,11,6.9709670417e+00
variants,SBOA,F8,10,12,5.9710627143e+00
variants,SBOA,F8,10,13,1.2934837476e+01
variants,SBOA,F8,10,14,1.2934654646e+01
variants,SBOA,F8,10,15,6.9747975569e+00
variants,SBOA,F8,10,16,8.9547130532e+00
variants,SBOA,F8,10,17,1.2934509969e+01
variants,SBOA,F8,10,18,7.9597449809e+00
variants,SBOA,F8,10,19,1.2964856706e+01
variants,SBOA,F8,10,20,1.4952232398e+01
variants,SBOA,F8,10,21,8.9583290491e+00
variants,SBOA,F8,10,22,9.2994143241e+00
variants,SBOA,F8,10,23,7.9598438161e+00
variants,SBOA,F8,10,24,6.9648501567e+00
variants,SBOA,F8,10,25,5.9700879184e+00
variants,SBOA,F8,10,26,1.9078053072e+01
variants,SBOA,F8,10,27,9.9861877676e+00
variants,SBOA,F8,10,28,9.9500238382e+00
variants,SBOA,F8,10,29,8.0710451952e+00
variants,SBOA,F9,10,0,3.5051209554e-03
variants,SBOA,F9,10,1,4.9200550393e-05
variants,SBOA,F9,10,2,2.8627318670e-05
variants,SBOA,F9,10,3,1.0002581530e-04
variants,SBOA,F9,10,4,2.3128008824e-03
variants,SBOA,F9,10,5,3.7328713461e-05
variants,SBOA,F9,10,6,5.6733566879e-02
variants,SBOA,F9,10,7,5.0114151624e-01
variants,SBOA,F9,10,8,1.0462890370e-03
variants,SBOA,F9,10,9,5.8035269962e-01
variants,SBOA,F9,10,10,5.2658547691e-02
variants,SBOA,F9,10,11,2.4099533237e-02
variants,SBOA,F9,10,12,1.0888140726e+00
variants,SBOA,F9,10,13,5.0321020590e-03
variants,SBOA,F9,10,14,2.4095292466e-03
variants,SBOA,F9,10,15,2.0152398252e-02
variants,SBOA,F9,10,16,4.9904283048e-04
variants,SBOA,F9,10,17,1.8815890098e-04
variants,SBOA,F9,10,18,4.0049765540e-03
variants,SBOA,F9,10,19,9.3323325677e-04
variants,SBOA,F9,10,20,1.8856688757e-04
variants,SBOA,F9,10,21,1.8229208726e+00
variants,SBOA,F9,10,22,1.0791198133e-04
variants,SBOA,F9,10,23,7.4760796849e-04
variants,SBOA,F9,10,24,2.1071864364e-04
variants,SBOA,F9,10,25,4.5461429488e-04
variants,SBOA,F9,10,26,1.4369430278e-04
variants,SBOA,F9,10,27,1.2793424420e-03
variants,SBOA,F9,10,28,5.4467552163e-01
variants,SBOA,F9,10,29,1.0069276171e-03
variants,SBOA,F10,10,0,7.9076880203e+02
variants,SBOA,F10,10,1,6.9242044727e+02
variants,SBOA,F10,10,2,3.7641030443e+02
variants,SBOA,F10,10,3,1.2467344113e+03
variants,SBOA,F10,10,4,4.8035823708e+02
variants,SBOA,F10,10,5,7.4770395633e+02
variants,SBOA,F10,10,10,7.8885963451e+02
variants,SBOA,F10,10,11,7.0337660378e+00
variants,SBOA,F10,10,12,2.7125180379e+02
variants,SBOA,F10,10,13,6.3136757274e+02
variants,SBOA,F10,10,6,8.7756253835e+02
variants,SBOA,F10,10,7,1.0728062421e+03
variants,SBOA,F10,10,8,6.6031293841e+02
variants,SBOA,F10,10,9,1.0355714699e+03
variants,SBOA,F10,10,14,6.1350443423e+02
variants,SBOA,F10,10,15,9.2354691031e+02
variants,SBOA,F10,10,16,8.3570271094e+02
variants,SBOA,F10,10,17,4.6649034435e+02
variants,SBOA,F10,10,18,7.6475048930e+02
variants,SBOA,F10,10,19,1.1653592529e+03
variants,SBOA,F10,10,20,4.4662355371e+02
variants,SBOA,F10,10,21,9.6457879601e+02
variants,SBOA,F10,10,22,1.0465209227e+03
variants,SBOA,F10,10,23,5.5245392189e+02
variants,SBOA,F10,10,24,4.2772129784e+02
variants,SBOA,F10,10,25,6.5892572604e+02
variants,SBOA,F10,10,26,5.0228478213e+02
variants,SBOA,F10,10,27,4.1971774180e+02
variants,SBOA,F10,10,28,1.0489280503e+03
variants,SBOA,F10,10,29,1.0740246020e+03
variants,SBOA,F11,10,0,3.8874348895e+00
variants,SBOA,F11,10,1,1.2497803454e+01
variants,SBOA,F11,10,2,1.2662374523e+01
variants,SBOA,F11,10,3,9.8417883563e+00
variants,SBOA,F11,10,4,4.4813610401e+00
variants,SBOA,F11,10,5,5.0177919720e+00
variants,SBOA,F11,10,6,5.2123918227e+00
variants,SBOA,F11,10,7,8.0639398920e+00
variants,SBOA,F11,10,8,6.1827049078e+00
variants,SBOA,F11,10,9,1.2672393602e+01
variants,SBOA,F11,10,10,5.1688187302e+00
variants,SBOA,F11,10,11,7.2206807965e+00
variants,SBOA,F11,10,12,1.2279899115e+01
variants,SBOA,F11,10,13,1.3042845983e+01
variants,SBOA,F11,10,14,1.7598687980e+00
variants,SBOA,F11,10,15,8.2406422579e+00
variants,SBOA,F11,10,16,1.4179321755e+01
variants,SBOA,F11,10,17,4.3944943470e+00
variants,SBOA,F11,10,18,7.3871592400e+00
variants,SBOA,F11,10,19,5.7923972288e+00
variants,SBOA,F11,10,24,1.1267275849e+01
variants,SBOA,F11,10,25,6.5068130403e+00
variants,SBOA,F11,10,26,7.3593786163e+00
variants,SBOA,F11,10,27,5.3936872674e+00
variants,SBOA,F11,10,20,1.6052721677e+01
variants,SBOA,F11,10,21,9.5738806571e+00
variants,SBOA,F11,10,22,6.6076117166e+00
variants,SBOA,F11,10,23,5.4197742495e+00
variants,SBOA,F11,10,28,9.3267704074e+00
variants,SBOA,F11,10,29,5.7145081279e+00
variants,SBOA,F12,10,0,2.8732591408e+05
variants,SBOA,F12,10,1,9.8150185492e+04
variants,SBOA,F12,10,2,2.0577589407e+06
variants,SBOA,F12,10,3,4.2961967532e+03
variants,SBOA,F12,10,4,6.6524718728e+05
variants,SBOA,F12,10,5,1.5264278733e+06
variants,SBOA,F12,10,6,1.5109900994e+06
variants,SBOA,F12,10,7,2.2201463130e+05
variants,SBOA,F12,10,8,6.3601209992e+05
variants,SBOA,F12,10,9,7.4743778476e+05
variants,SBOA,F12,10,10,6.6187794941e+04
variants,SBOA,F12,10,11,1.6281436503e+06
variants,SBOA,F12,10,12,4.1260934974e+05
variants,SBOA,F12,10,13,7.2184933216e+06
variants,SBOA,F12,10,14,1.1518003822e+07
variants,SBOA,F12,10,15,2.0436638673e+06
variants,SBOA,F12,10,16,1.8188183773e+06
variants,SBOA,F12,10,17,9.8811908610e+04
variants,SBOA,F12,10,18,2.3109217723e+05
variants,SBOA,F12,10,19,4.5047249294e+04
variants,SBOA,F12,10,20,3.9127907509e+05
variants,SBOA,F12,10,21,3.1677586743e+06
variants,SBOA,F12,10,22,2.2641625656e+05
variants,SBOA,F12,10,23,2.5679088859e+06
variants,SBOA,F12,10,24,3.5876285703e+05
variants,SBOA,F12,10,25,2.0810908396e+05
variants,SBOA,F12,10,26,7.6312738701e+04
variants,SBOA,F12,10,27,2.3780755737e+04
variants,SBOA,F12,10,28,1.2649821693e+06
variants,SBOA,F12,10,29,5.8190245467e+05
