ID_HDC_G0,CTR_MN_ISO,CTR_MN_NM,GRGN_L1,GRGN_L2,UC_NM_MN,UC_NM_LST,UC_NM_SRC,XBRDR,XCTR_NBR,XC_ISO_LST,GCPNT_LAT,GCPNT_LON,AREA,P75,P90,P00,P15,B75,B90,B00,B15,BUCAP75,BUCAP90,BUCAP00,BUCAP15,H75_NBR,H90_NBR,H00_NBR,H75_AREA,H90_AREA,H00_AREA,E_GR_AV90,E_GR_AV00,E_GR_AV14,E_GR_AH90,E_GR_AM90,E_GR_AL90,E_GR_AT90,E_GR_AH00,E_GR_AM00,E_GR_AL00,E_GR_AT00,E_GR_AH14,E_GR_AM14,E_GR_AL14,E_GR_AT14,SDG_A2G14,SDG_OS15MX,SDG_LUE9015,E_KG_NM_LST,E_BM_NM_LST,EL_AV_ALS,E_WR_T_90,E_WR_T_00,E_WR_T_14,E_WR_P_90,E_WR_P_00,E_WR_P_14,EX_HW_IDX,GDP90_SM,GDP00_SM,GDP15_SM,INCM_CMI,DEV_CMI,NTL_AV,TT2CC,QA2_1V,EU27_EUROPEAN_TERRITORY
2245.0,DEU,Germany,Europe,Western Europe,Aachen,Aachen,GISCO OSM,1.0,2.0,DEU; NLD,50.7851980067,6.10484351096,79.0,231248.058052,226572.492012,232771.452644,226264.361313,33.0988502502,36.2024726868,39.62342453,41.1386947632,143.131365206,159.783177407,170.224587594,181.816944235,1.0,1.0,1.0,54.0,61.0,78.0,0.376925083632153,0.462435996109946,0.494812521670714,29.25743319,49.9058582853,0.0,79.1632914752,56.4704306331,22.692860842199998,0.0,79.1632914752,60.1099087635,19.0533827118,0.0,79.1632914752,0.552593140053,76.09,-93.9251,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,195.373878543,9.87488293648,10.3100891113,10.2721135616,901.850021362,1111.72503662,933.374984741,8.221170425,3696737536.0,4157074688.0,4830231040.0,HIC,MDR,14.410482366,387.1848994757041,1.0,1
2524.0,DEU,Germany,Europe,Western Europe,Kassel,Kassel,GISCO OSM,0.0,1.0,DEU,51.3110183946,9.49314592281,85.0,207179.297728,213180.81366,223915.125793,222868.621933,39.2660217285,43.1928863525,45.1677017212,47.4493522644,189.526763336,202.611509033,201.717957021,212.90279382,1.0,1.0,1.0,69.0,78.0,82.0,0.408990084587315,0.469910802944212,0.484330464900982,25.9512927745,59.1031361495,0.0,85.054428924,54.6188898277,30.4355390963,0.0,85.054428924,65.1483011152,19.9061278088,0.0,85.054428924,0.5495627335859999,76.65,2.1148,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,177.025491098,8.79402637482,9.11912512779,9.15084576607,701.800003052,867.625015259,726.25,9.051959991,4084030208.0,4869805568.0,5880970240.0,HIC,MDR,12.093460535,221.40021650269404,1.0,1
2432.0,DEU,Germany,Europe,Western Europe,Bielefeld,Bielefeld,GISCO OSM,0.0,1.0,DEU,52.020488348,8.55313044091,91.0,190066.148911,197758.714622,210044.1549,214193.43438,42.280582428,47.1732368469,49.5630912781,51.5811653137,222.451934078,238.539358111,235.965106012,240.815809612,1.0,1.0,1.0,63.0,68.0,70.0,0.444847338123029,0.488798258175877,0.519133019242251,59.747774615,31.3205252877,0.0,91.0682999027,71.8636653451,19.2046345576,0.0,91.0682999027,74.1658812824,16.9024186203,0.0,91.0682999027,0.609415102653,81.5,1.119,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,122.592567393,9.76433587074,10.0743136406,10.0456485748,687.850006104,803.075012207,698.875015259,8.513250351,3535700992.0,3975959040.0,4860723712.0,HIC,MDR,7.7064584952,230.45828567758338,1.0,1
2554.0,DEU,Germany,Europe,Western Europe,Kiel,Kiel,GISCO OSM,0.0,1.0,DEU,54.3410031784,10.1267530115,80.0,173881.506393,186901.665985,202003.300964,209785.578278,31.9715709686,34.5979156494,35.0827484131,35.9571685791,183.869875709,185.112933408,173.674134262,171.399620862,1.0,1.0,1.0,51.0,69.0,80.0,0.425591426864965,0.477122308609122,0.506543155056842,46.510761123500004,27.5957105564,5.9889433919,80.0954150718,57.6640402108,18.2599672176,4.1714076434,80.0954150718,61.6991453233,13.5752924816,4.8209772669,80.0954150718,0.665869421277,77.12,0.33363,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,19.1049870707,9.65912222862,9.80675435066,9.86255455017,753.125,772.150009155,716.625030518,5.358270168,2667256832.0,3048481792.0,3671443968.0,HIC,MDR,10.923645137,218.19916055484228,1.0,1
2359.0,DEU,Germany,Europe,Western Europe,Münster,Münster,GISCO OSM,0.0,1.0,DEU,51.9497928599,7.62768909935,78.0,138074.543888,158229.539833,181092.886566,207455.321335,34.7601127625,38.7682151794,41.7774658203,43.4672317505,251.748887113,245.012500323,230.696338285,209.525749789,1.0,1.0,1.0,42.0,56.0,62.0,0.436416395800014,0.479576980976557,0.509197865722893,45.0988376196,33.04562551,0.0,78.1444631297,57.61789946,20.5265636696,0.0,78.1444631297,66.4162223797,11.72824075,0.0,78.1444631297,0.607278544553,85.15,0.42237,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,62.0041202122,10.3025205135,10.6757917404,10.6604819298,694.600006104,851.500015259,718.875015259,7.866030216,2710249472.0,3047724032.0,4189148672.0,HIC,MDR,9.7567205261,283.77827111631643,1.0,1
2467.0,DEU,Germany,Europe,Western Europe,Heidelberg,Heidelberg,GISCO OSM,0.0,1.0,DEU,49.3865068186,8.66547080963,66.0,157774.988945,170219.655941,185150.853798,196429.315407,26.0295734406,28.5670833588,30.7217559814,32.5109024048,164.979085815,167.82482141,165.928243652,165.509421735,1.0,1.0,1.0,44.0,45.0,54.0,0.379916117554367,0.443624382242931,0.443831787081785,9.3944265797,56.123916961,0.65139875,66.1697422907,38.4951525537,27.674589737,0.0,66.1697422907,43.0422311831,23.1275111076,0.0,66.1697422907,0.26895066207699997,65.22,0.90299,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,119.165905598,10.6707482338,11.0868747234,11.354439497,643.000015259,800.925018311,653.825027466,14.84140015,3246631680.0,3668916224.0,4667262976.0,HIC,MDR,11.078273035,373.035928840874,1.0,1
2748.0,DEU,Germany,Europe,Western Europe,Magdeburg,Magdeburg,GISCO OSM,0.0,1.0,DEU,52.1354407008,11.6361332686,78.0,169841.25753,178961.845421,188907.045471,193705.551208,35.9441871643,43.6582221985,45.2932090759,46.6200561523,211.634014532,243.952682181,239.764530555,240.674858627,1.0,1.0,1.0,67.0,70.0,72.0,0.323905488566595,0.430649758412305,0.474004106743334,7.4629689171999996,70.1715147637,0.6142171875,78.2487008684,33.4036685064,44.845032362,0.0,78.2487008684,46.6313959784,31.61730489,0.0,78.2487008684,0.424134096764,59.78,0.82913,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,53.4602904518,10.1694436073,10.355853796,10.4847810268,487.624992371,565.400016785,511.550018311,4.436200142,2193981696.0,2663703296.0,3344669952.0,HIC,MDR,16.246529408,77.0161151101188,1.0,1
2272.0,DEU,Germany,Europe,Western Europe,Mönchengladbach,Mönchengladbach,GISCO OSM,0.0,1.0,DEU,51.1776724182,6.44122756792,72.0,203710.006187,197036.988403,199612.406525,192285.335922,26.8613319397,33.9552383423,38.3685379028,40.0250244141,131.860640733,172.329259686,192.215196294,208.15432556,1.0,1.0,1.0,55.0,59.0,71.0,0.40997689495454,0.432838624285267,0.470990609198939,33.8439023297,38.4654600941,0.0,72.3093624238,40.1226431586,32.1867192652,0.0,72.3093624238,50.1865021412,22.1228602826,0.0,72.3093624238,0.43022481076499997,69.7,-6.7372,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,64.1191082627,10.8696725369,11.276219368,11.2255277634,688.450012207,851.450027466,719.600006104,8.235650063,2880037632.0,3238653184.0,3724113152.0,HIC,MDR,10.519342548000001,355.1978432053179,1.0,1
2782.0,DEU,Germany,Europe,Western Europe,Halle (Saale),Halle (Saale),GISCO OSM,0.0,1.0,DEU,51.4746671806,11.9665871689,64.0,191941.090202,189355.378052,193368.149826,185075.70343,33.9230766296,36.4087181091,37.4930267334,38.0283279419,176.73691753,192.277179997,193.894531065,205.474447683,1.0,1.0,1.0,62.0,64.0,64.0,0.350169503057529,0.441251577331994,0.488300606129117,16.278905252,46.4911352841,1.2473736875,64.0174142235,30.1801582902,33.8372559333,0.0,64.0174142235,40.2685394804,23.7488747431,0.0,64.0174142235,0.496121862504,62.92,-1.9038,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,98.1301363826,9.81757688522,10.0505743027,10.2466230392,438.750007629,543.950004578,483.975006104,3.680310011,2264556032.0,2749387008.0,3154261760.0,HIC,MDR,13.183953408,90.25238219020997,1.0,1
2641.0,DEU,Germany,Europe,Western Europe,Brunswick,Brunswick,GISCO OSM,0.0,1.0,DEU,52.2697652535,10.5249759578,76.0,173666.9039,173539.989166,182810.460052,180612.173187,37.7005691528,43.9429359436,45.3291282654,46.999786377,217.085514316,253.215043718,247.95697277,260.224909249,1.0,1.0,1.0,63.0,70.0,70.0,0.432112015059305,0.468375854386781,0.508714406431688,37.486054911,38.7133397858,0.0,76.1993946968,50.1538005762,26.0455941206,0.0,76.1993946968,57.1716012694,19.0277934275,0.0,76.1993946968,0.586776234568,75.23,1.6836,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,77.5373784155,9.67936396599,9.87797760963,9.97750926018,570.450019836,648.825012207,572.349990845,6.251399994,2424541184.0,2826111232.0,3290742272.0,HIC,MDR,11.779761341,129.90439382185755,1.0,1
2408.0,DEU,Germany,Europe,Western Europe,Freiburg im Breisgau,Freiburg im Breisgau,GISCO OSM,0.0,1.0,DEU,48.002393168,7.8364860668,49.0,153808.972937,161479.427483,175150.026801,179911.574974,25.3827209473,26.5389156342,28.3899078369,29.5391483307,165.027569346,164.348586367,162.089086456,164.18703652,1.0,1.0,1.0,43.0,44.0,47.0,0.427193309955072,0.502180386920739,0.502737978184002,26.7724532076,22.1888947647,0.0,48.9613479723,40.2570213461,8.7043266262,0.0,48.9613479723,39.5672402466,9.3941077257,0.0,48.9613479723,0.543919179542,80.75,0.9909,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,267.806357045,10.888888359100001,11.2398889065,11.5421919823,764.075012207,949.875015259,781.200027466,12.81509972,3194998272.0,3610567936.0,4534885888.0,HIC,MDR,15.77411512,472.48215599922577,1.0,1
2753.0,DEU,Germany,Europe,Western Europe,Rostock,Rostock,GISCO OSM,0.0,1.0,DEU,54.1238206672,12.1069451889,80.0,173476.886246,173595.173508,175210.522568,168453.093655,24.084072113,32.1171302795,33.5837631226,35.1878204346,138.831590964,185.01165459,191.676633517,208.887944241,1.0,1.0,1.0,39.0,76.0,80.0,0.373889211471178,0.429855101353862,0.473737836525379,30.2951621944,39.2809109407,10.2309093571,79.8069824922,42.716113923500004,30.6925649309,6.3983036377,79.8069824922,52.3904088186,21.0985080762,6.3180655973,79.8069824922,0.552550931126,65.49,-3.0367,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,7.93825630378,9.80086803436,9.89753055573,10.0013902187,574.625015259,635.250015259,575.375,6.496459961,2022379264.0,2432467968.0,2739132416.0,HIC,MDR,19.509745035,128.48612757279395,1.0,1
2852.0,DEU,Germany,Europe,Western Europe,Chemnitz,Chemnitz,GISCO OSM,0.0,1.0,DEU,50.8257228724,12.9087204564,66.0,191317.950546,183631.990707,180295.119476,168020.518143,29.1323242188,35.5804405212,37.1615333557,38.0357322693,152.271776567,193.759488116,206.11502665,226.375520619,1.0,1.0,1.0,59.0,66.0,66.0,0.41353574571228,0.467450589430941,0.51920129718494,20.1526230929,46.1605050049,0.0,66.3131280978,41.150131798,25.1629962998,0.0,66.3131280978,50.5495932326,15.7635348652,0.0,66.3131280978,0.629488128409,76.59,-0.75106,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,330.098937382,8.70908844471,8.98504328728,9.24969935417,578.949996948,696.575012207,648.600021362,4.120709896,2573299456.0,3021255424.0,3374399744.0,HIC,MDR,14.812008785,142.00044951394892,1.0,1
2630.0,DEU,Germany,Europe,Western Europe,Lübeck,Lübeck,GISCO OSM,0.0,1.0,DEU,53.8699937944,10.6746641563,63.0,142655.813366,147097.410065,153624.274284,150412.503052,27.7432098389,30.7877044678,32.9601745605,34.4530105591,194.47654592,209.301472094,214.550563146,229.056826129,1.0,1.0,1.0,54.0,58.0,60.0,0.406176894514833,0.44391645928307,0.503125157542115,20.9691290811,42.0159546453,0.0,62.9850837265,35.8388360733,27.1462476532,0.0,62.9850837265,49.6665449294,13.3185387971,0.0,62.9850837265,0.607527777984,78.84,5.047,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,13.032245853,9.75889801979,9.93834757805,10.0009384155,684.175018311,705.075027466,648.0,5.238609791,2079123328.0,2376287488.0,2613575936.0,HIC,MDR,9.6304266018,181.42259788715714,1.0,1
2325.0,DEU,Germany,Europe,Western Europe,Saarbruecken,Saarbruecken,GISCO OSM,0.0,1.0,DEU,49.2378147485,6.94863751655,65.0,175553.277603,162115.824967,160620.994215,146108.818833,33.6301040649,35.468963623,36.3441543579,37.3908691406,191.566369618,218.78779342,226.2727518,255.911104061,1.0,1.0,1.0,62.0,65.0,65.0,0.421398864129257,0.462474241175398,0.482656109228393,40.3567354733,23.8201043819,0.6533991875,64.8302390426,42.8889428453,21.9412961973,0.0,64.8302390426,45.8178537828,19.0123852598,0.0,64.8302390426,0.494219672068,70.49,-0.50759,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,220.516592267,10.3455839157,10.7783997059,10.9641439915,703.050018311,851.150009155,713.750015259,16.0041008,2032519680.0,2324369408.0,2598574592.0,HIC,MDR,14.202490051,434.0926700662133,1.0,1
2395.0,DEU,Germany,Europe,Western Europe,Oldenburg,Oldenburg,GISCO OSM,0.0,1.0,DEU,53.1436534829,8.2137762917,62.0,127150.448219,133653.904755,141697.302948,144960.819275,27.420759201,30.7701931,32.9742469788,34.7365036011,215.656016829,230.222926569,232.709065683,239.626843825,1.0,1.0,1.0,47.0,50.0,59.0,0.450894240908584,0.504903994707192,0.531968177545075,32.5630238054,29.2003630098,0.0,61.7633868152,47.3499719387,14.4134148765,0.0,61.7633868152,52.1876607213,9.5757260939,0.0,61.7633868152,0.700898194479,84.17,1.493,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,6.5177185905,9.85614109039,10.1551175117,10.1418662071,738.000015259,812.525009155,734.050003052,8.040630341,1853943936.0,2161007616.0,2595702784.0,HIC,MDR,4.5273750146000005,260.78325153604544,1.0,1
2713.0,DEU,Germany,Europe,Western Europe,Erfurt,Erfurt,GISCO OSM,0.0,1.0,DEU,50.9889025486,11.0325390257,52.0,130799.73481,136021.355606,140442.031784,141749.338593,26.4799633026,31.1110439301,32.0329627991,33.0251350403,202.446613069,228.721760575,228.086722986,232.982639413,1.0,1.0,1.0,41.0,48.0,49.0,0.349416059837727,0.411111568979895,0.458154718695154,5.0284050784,46.9087322618,0.0,51.9371373402,19.0392263005,32.8979110397,0.0,51.9371373402,27.3082117385,24.6289256017,0.0,51.9371373402,0.37556662851899997,52.52,1.4475,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,205.510146069,8.68427681923,8.96277189255,9.15733599663,499.400009155,623.500015259,552.925010681,4.771369934,1402352896.0,1891584512.0,2156818944.0,HIC,MDR,17.321016357,162.14582745511896,1.0,1
2369.0,DEU,Germany,Europe,Western Europe,Koblenz,Koblenz,GISCO OSM,0.0,1.0,DEU,50.3736261369,7.58081089696,71.0,125091.70763,129010.126541,136662.127949,138095.152863,29.7715778351,30.9799137115,32.2603530884,33.0081176758,237.998012811,240.135519142,236.059203618,239.024447937,1.0,1.0,1.0,38.0,57.0,66.0,0.381973254197505,0.427755136534332,0.438346346874823,26.9162704814,44.2720149821,0.0,71.1882854635,30.6713839777,40.5169014858,0.0,71.1882854635,34.768660635,36.4196248284,0.0,71.1882854635,0.34200190391199997,53.51,0.93185,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,92.7773383173,9.83413434029,10.3028399944,10.3536996841,678.400009155,828.475006104,688.125030518,10.26049995,1836805760.0,2016681472.0,2451738624.0,HIC,MDR,8.6973357478,362.50156092297624,1.0,1
2818.0,DEU,Germany,Europe,Western Europe,Regensburg,Regensburg,GISCO OSM,0.0,1.0,DEU,49.0196904259,12.1082709317,57.0,94347.0456619,104738.730225,118595.199036,133794.065491,27.1976165771,31.6879673004,33.2127876282,34.6490478516,288.272053315,302.542977488,280.051704439,258.972980038,1.0,1.0,1.0,36.0,43.0,49.0,0.385501876951081,0.446124449286709,0.449371668425333,17.5780604142,39.7581115961,0.0,57.3361720103,34.724288548,22.6118834623,0.0,57.3361720103,29.0629431836,28.2732288267,0.0,57.3361720103,0.33078330715,50.99,0.36487,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,349.773006456,8.67943477631,9.0939707756,9.37568593025,646.825012207,735.350006104,640.625015259,13.36950016,1916332800.0,2365797632.0,3158233088.0,HIC,MDR,14.295213591,281.11555364424095,1.0,1
2612.0,DEU,Germany,Europe,Western Europe,Würzburg,Würzburg,GISCO OSM,0.0,1.0,DEU,49.7965808921,9.93342345978,49.0,137562.704323,130407.995728,129434.970543,121062.344162,24.44348526,26.740901947,28.0205516815,28.9424171448,177.68976977,205.05569308,216.483625437,239.070351273,1.0,1.0,1.0,44.0,45.0,49.0,0.390458067209162,0.448180798909124,0.478784434388484,15.056151523,34.0813219485,0.0,49.1374734716,32.6387916174,16.4986818542,0.0,49.1374734716,34.3956308664,14.7418426051,0.0,49.1374734716,0.472887966331,70.2,-1.0639,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,219.151424664,9.36913919449,9.7344212532,9.954195499419999,594.525001526,740.025009155,604.174995422,14.44729996,2054070144.0,2535840512.0,2814704640.0,HIC,MDR,9.289005518,278.99700937544367,1.0,1
2527.0,DEU,Germany,Europe,Western Europe,Heilbronn,Heilbronn,GISCO OSM,0.0,1.0,DEU,49.1726602022,9.21141925072,51.0,126675.35717,123894.331573,125755.86261,121014.915344,27.3269519806,28.9127178192,30.5082168579,31.6764144897,215.724293904,233.365945415,242.598764183,261.75628351,1.0,1.0,1.0,35.0,35.0,51.0,0.396932547863875,0.445961534770635,0.447916127053967,22.9279525042,27.8846759429,0.0,50.8126284471,32.6173243929,18.1953040542,0.0,50.8126284471,29.9991479554,20.8134804917,0.0,50.8126284471,0.378202133843,58.82,-3.8822,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,171.392444106,10.1421003342,10.6076624393,10.8228254318,594.875007629,737.650009155,602.800003052,14.7840004,1920604288.0,2170414592.0,2514214400.0,HIC,MDR,12.900008713,341.91402714739235,1.0,1
2849.0,DEU,Germany,Europe,Western Europe,Potsdam,Potsdam,GISCO OSM,0.0,1.0,DEU,52.3892380203,13.0771014024,42.0,48414.8998337,71111.6110992,89909.8309021,118352.664215,10.9674777985,16.5453147888,17.7350635529,18.5305538177,226.531043876,232.666853318,197.253886198,156.570652132,0.0,1.0,1.0,0.0,29.0,34.0,0.320679341923675,0.42601731575435,0.47554295291933,7.222348475,35.0336322213,0.0,42.2559806963,25.4592419792,16.7967387172,0.0,42.2559806963,32.3521317792,9.9038489172,0.0,42.2559806963,0.539292938552,77.03,0.22245,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,37.2836437583,10.2402262688,10.4257855415,10.6491479874,508.849998474,580.700019836,544.974998474,5.693419933,1141706112.0,1338355840.0,2123278720.0,HIC,MDR,16.352690447,2.9779454216194696,1.0,1
2417.0,DEU,Germany,Europe,Western Europe,Bremerhaven,Bremerhaven,GISCO OSM,0.0,1.0,DEU,53.5595731846,8.57670916623,54.0,136694.554905,133399.463396,130615.089447,116974.501343,22.2739181519,27.0727729797,28.2386035919,29.6672534943,162.946637979,202.945141536,216.197100285,253.621542761,1.0,1.0,1.0,46.0,47.0,51.0,0.368140055587696,0.412881190215338,0.414458727565619,8.4022931627,32.2271282346,13.0440876637,53.673509061,25.6273744409,17.3754491275,10.6706854926,53.673509061,25.183204751,15.0397708951,13.450533415,53.673509061,0.397399251515,46.64,-0.69651,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,4.01253679054,9.7059481144,9.97218298912,9.96017813683,811.675018311,852.975006104,782.100021362,7.915609837,1942395264.0,2294651648.0,2532904448.0,HIC,MDR,30.61267576,267.2564034058701,1.0,1
2461.0,DEU,Germany,Europe,Western Europe,Darmstadt,Darmstadt,GISCO OSM,0.0,1.0,DEU,49.8842600805,8.64280124836,39.0,88565.8512268,97516.5738831,107585.56488,116050.923767,22.4520645142,24.0305366516,25.4363136292,26.0510349274,253.507014308,246.425153128,236.428684995,224.479341325,1.0,1.0,1.0,29.0,33.0,37.0,0.356065552817894,0.421332353266315,0.42765337341205,11.2919910017,26.6068032507,1.290263,39.1890572525,18.2253804902,20.9636767623,0.0,39.1890572525,21.3185117255,17.870545527,0.0,39.1890572525,0.285369731881,54.66,0.46396,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,138.591251904,10.3155031204,10.7635247707,10.8675909042,627.500007629,780.850006104,639.500007629,13.80560017,1689536512.0,2014606464.0,2641360640.0,HIC,MDR,18.861892046,341.1169086790087,1.0,1
2533.0,DEU,Germany,Europe,Western Europe,Reutlingen,Reutlingen,GISCO OSM,0.0,1.0,DEU,48.4959755999,9.20212012647,49.0,115026.652802,114470.260665,118375.198741,114837.253937,21.6018333435,24.0495815277,25.0868034363,25.9545536041,187.798504236,210.094581667,211.926177976,226.011618307,1.0,1.0,1.0,29.0,36.0,49.0,0.459977493814293,0.512911319559204,0.50715962434076,32.5224648328,16.723236351,0.0,49.2457011838,40.915365714,8.3303354699,0.0,49.2457011838,37.102890264,12.1428109199,0.0,49.2457011838,0.533688289636,75.72,23.8151,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,409.055440534,8.69057655334,8.98480820656,9.35180473328,892.875030518,1088.37503052,906.275024414,12.44950008,2192880128.0,2478105088.0,2890053888.0,HIC,MDR,8.7701013988,392.51212246026125,1.0,1
2389.0,DEU,Germany,Europe,Western Europe,Osnabrück,Osnabrück,GISCO OSM,0.0,1.0,DEU,52.2803821522,8.04679270011,45.0,131607.867188,119737.306091,116617.685272,105944.183044,26.1758918762,28.8949584961,30.2146587372,31.0854873657,198.893063429,241.31959737,259.091566315,293.413819168,1.0,1.0,1.0,41.0,45.0,45.0,0.406613136825373,0.467744985757036,0.508843306936747,11.049242875,33.9338551537,0.0,44.9830980287,30.0172075804,14.9658904483,0.0,44.9830980287,33.6754189919,11.3076790368,0.0,44.9830980287,0.582819196823,74.83,-0.59707,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,74.2869360524,9.85393691063,10.17624259,10.145362854,689.150009155,815.575012207,708.850021362,8.359939575,1557005440.0,1814887808.0,1994269824.0,HIC,MDR,11.702829629,250.54861701708344,1.0,1
2637.0,DEU,Germany,Europe,Western Europe,Ulm,Ulm,GISCO OSM,0.0,1.0,DEU,48.402557037,9.990470769569999,43.0,101789.144394,99264.9589844,104207.22876,103439.14032,20.5247306824,22.2102413177,23.682138443,24.4735221863,201.639681762,223.747045735,227.260034883,236.598275185,1.0,1.0,1.0,28.0,29.0,35.0,0.369441686581638,0.419625916490193,0.429017764616432,14.9248534005,28.0896963262,0.0,43.0145497267,23.0690072478,19.9455424789,0.0,43.0145497267,23.1539738463,19.8605758804,0.0,43.0145497267,0.35786170163,53.85,2.3558,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,504.313894878,9.01216292381,9.29674291611,9.61530303955,793.175003052,959.725036621,787.950012207,11.91829967,1719386112.0,2017581568.0,2301965568.0,HIC,MDR,15.162868367,360.8110388719003,1.0,1
2532.0,DEU,Germany,Europe,Western Europe,Echterdingen,Echterdingen,GISCO OSM,0.0,1.0,DEU,48.7075226567,9.22294277267,48.0,81081.5356889,86090.657383,94645.8080292,98912.0364151,12.9629545212,14.7119960785,15.859161377,17.205915451,159.8755427,170.889577635,167.563273083,173.951685504,0.0,0.0,2.0,0.0,0.0,46.0,0.45639722242773,0.496283797170676,0.494746796616076,37.760644763,10.1937976784,0.0,47.9544424414,41.1527374238,6.8017050176,0.0,47.9544424414,36.9847667623,10.9696756792,0.0,47.9544424414,0.615106917672,77.05,1.1279,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,384.44264513,10.0351259708,10.3048374653,10.6649713516,631.800010681,782.825012207,643.400009155,12.44950008,1809251968.0,2044578816.0,2542687488.0,HIC,MDR,9.9400283322,374.2711189396108,1.0,1
2771.0,DEU,Germany,Europe,Western Europe,Ingolstadt,Ingolstadt,GISCO OSM,0.0,1.0,DEU,48.7614397096,11.4318322329,41.0,63608.6572723,74093.5415955,84324.8356934,93467.5447388,18.2873916626,22.1752891541,23.6057758331,24.5546531677,287.498470284,299.287747306,279.938592694,262.707801262,0.0,1.0,1.0,0.0,23.0,23.0,0.369304019921035,0.422265208858563,0.411007412701392,4.8052492787,35.290354877,0.6594881875,40.7550923431,18.7193134176,21.376290738,0.6594881875,40.7550923431,17.884109376,22.8709829672,0.0,40.7550923431,0.218946899239,43.62,0.43878,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,372.161210948,9.05989074707,9.41368961334,9.70276355743,729.425003052,809.200012207,664.200012207,14.73250008,1524426880.0,1881972864.0,2512420352.0,HIC,MDR,16.182860671,294.6824051897488,1.0,1
2757.0,DEU,Germany,Europe,Western Europe,Jena,Jena,GISCO OSM,0.0,1.0,DEU,50.9157983422,11.5984617102,28.0,63728.267189,73701.5926895,82208.8818359,91660.0964355,10.3499002457,13.2158584595,13.5245714188,13.894493103,162.406741972,179.31577836,164.514722944,151.587153444,0.0,1.0,1.0,0.0,26.0,26.0,0.401153558032073,0.478205099502976,0.497059605866873,11.194646648,16.9597166203,0.0,28.1642671831,19.3450768086,8.8092864598,0.0,28.1642671831,21.8415826434,6.312780625,0.0,28.1642671831,0.530383011152,78.01,0.22964,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,182.484431458,8.84479618073,9.09649324417,9.33463072777,506.650009155,625.850006104,561.625,2.7834300990000003,752682368.0,1015266816.0,1314210560.0,HIC,MDR,14.232171348,142.37065984447378,1.0,1
2585.0,DEU,Germany,Europe,Western Europe,Göttingen,Göttingen,GISCO OSM,0.0,1.0,DEU,51.5379705957,9.92300813256,30.0,109974.620483,101451.666016,100170.852051,91376.5577393,16.3379306793,18.4041671753,19.2841739655,19.8151569366,148.560918942,181.408230127,192.512827541,216.851645837,1.0,1.0,1.0,27.0,30.0,30.0,0.399351434019137,0.470848314547222,0.499452939088608,8.2867488466,21.929008365,0.0,30.2157572115,19.939191085,10.2765661265,0.0,30.2157572115,22.430776085,7.7849811265,0.0,30.2157572115,0.5656359167899999,74.77,-0.70626,"Mild temperate, fully humid, and  Warm summer",Temperate Broadleaf and Mixed Forests,166.437619384,8.81622958183,9.05462145805,9.12703418732,675.500015259,813.975021362,700.350006104,8.153800011,1195170944.0,1393123968.0,1537415680.0,HIC,MDR,11.528482501,194.8639179342649,1.0,1
