country_name,country_iso3,year,jja_temperature_C,jja_anomaly_C,jun_temperature_C,jul_temperature_C,aug_temperature_C
Italy,ITA,1881,21.342,0.565,18.197,23.256,22.572
Italy,ITA,1882,20.393,-0.384,18.906,21.4,20.873
Italy,ITA,1883,19.991,-0.786,18.036,21.131,20.806
Italy,ITA,1884,19.524,-1.252,16.158,21.575,20.84
Italy,ITA,1885,21.13,0.354,19.162,22.121,22.108
Italy,ITA,1886,20.095,-0.682,18.011,21.64,20.633
Italy,ITA,1887,21.39,0.614,19.405,22.874,21.892
Italy,ITA,1888,20.256,-0.521,19.984,20.598,20.186
Italy,ITA,1889,20.606,-0.17,19.577,21.242,21.0
Italy,ITA,1890,20.464,-0.312,18.432,20.691,22.27
Italy,ITA,1891,20.408,-0.368,18.605,21.728,20.892
Italy,ITA,1892,20.992,0.215,19.722,21.49,21.763
Italy,ITA,1893,20.703,-0.074,18.904,21.588,21.617
Italy,ITA,1894,20.709,-0.068,18.359,22.492,21.276
Italy,ITA,1895,20.749,-0.028,18.697,22.404,21.145
Italy,ITA,1896,20.128,-0.649,18.7,21.99,19.694
Italy,ITA,1897,21.321,0.544,19.717,22.801,21.444
Italy,ITA,1898,20.44,-0.337,18.971,20.563,21.785
Italy,ITA,1899,20.321,-0.456,18.205,21.118,21.64
Italy,ITA,1900,20.642,-0.135,19.415,21.833,20.677
Italy,ITA,1901,20.924,0.148,19.803,21.612,21.358
Italy,ITA,1902,20.497,-0.279,17.673,22.245,21.574
Italy,ITA,1903,19.966,-0.81,17.353,20.834,21.712
Italy,ITA,1904,21.906,1.129,20.345,23.295,22.078
Italy,ITA,1905,21.148,0.371,18.641,23.086,21.716
Italy,ITA,1906,20.771,-0.005,18.781,21.487,22.046
Italy,ITA,1907,20.563,-0.214,19.095,20.499,22.095
Italy,ITA,1908,20.68,-0.097,19.874,21.236,20.93
Italy,ITA,1909,19.785,-0.992,17.845,20.204,21.306
Italy,ITA,1910,19.881,-0.896,18.719,19.978,20.946
Italy,ITA,1911,21.38,0.603,18.602,22.407,23.131
Italy,ITA,1912,19.927,-0.849,18.54,21.339,19.903
Italy,ITA,1913,19.556,-1.22,19.055,19.259,20.355
Italy,ITA,1914,19.458,-1.319,17.439,20.25,20.684
Italy,ITA,1915,20.486,-0.291,19.525,21.321,20.612
Italy,ITA,1916,20.494,-0.283,19.108,21.615,20.759
Italy,ITA,1917,21.183,0.406,20.136,21.524,21.888
Italy,ITA,1918,19.767,-1.01,17.044,21.409,20.848
Italy,ITA,1919,20.122,-0.655,18.946,19.574,21.846
Italy,ITA,1920,20.603,-0.174,18.805,22.152,20.852
Italy,ITA,1921,20.695,-0.081,18.084,22.399,21.603
Italy,ITA,1922,21.211,0.435,19.659,21.158,22.817
Italy,ITA,1923,20.552,-0.225,16.315,22.427,22.914
Italy,ITA,1924,20.321,-0.456,19.375,21.902,19.686
Italy,ITA,1925,20.443,-0.334,19.245,20.671,21.413
Italy,ITA,1926,19.29,-1.487,17.286,20.18,20.404
Italy,ITA,1927,21.631,0.854,20.317,22.34,22.235
Italy,ITA,1928,22.447,1.67,19.366,24.176,23.799
Italy,ITA,1929,21.279,0.502,20.053,22.315,21.469
Italy,ITA,1930,20.961,0.185,20.407,21.432,21.045
Italy,ITA,1931,22.027,1.25,21.632,22.572,21.876
Italy,ITA,1932,20.345,-0.432,17.636,20.651,22.747
Italy,ITA,1933,20.145,-0.632,16.767,21.602,22.065
Italy,ITA,1934,20.83,0.053,19.171,22.402,20.916
Italy,ITA,1935,21.563,0.786,20.569,22.806,21.313
Italy,ITA,1936,20.561,-0.216,18.525,21.93,21.227
Italy,ITA,1937,21.227,0.45,20.568,21.733,21.379
Italy,ITA,1938,21.305,0.528,20.381,22.07,21.464
Italy,ITA,1939,20.784,0.008,18.574,22.052,21.727
Italy,ITA,1940,19.494,-1.283,17.867,20.502,20.113
Italy,ITA,1941,20.689,-0.088,19.128,21.91,21.028
Italy,ITA,1942,20.908,0.131,19.574,21.703,21.446
Italy,ITA,1943,21.647,0.87,19.093,22.184,23.664
Italy,ITA,1944,21.294,0.518,19.081,21.631,23.171
Italy,ITA,1945,22.569,1.792,21.643,23.81,22.253
Italy,ITA,1946,21.789,1.013,19.391,22.922,23.055
Italy,ITA,1947,22.545,1.768,20.828,23.405,23.402
Italy,ITA,1948,19.951,-0.825,18.552,19.685,21.617
Italy,ITA,1949,20.989,0.212,19.043,22.249,21.675
Italy,ITA,1950,22.958,2.181,21.365,24.498,23.01
Italy,ITA,1951,21.239,0.462,19.673,21.768,22.275
Italy,ITA,1952,22.878,2.101,21.325,24.078,23.231
Italy,ITA,1953,20.647,-0.13,18.128,22.385,21.427
Italy,ITA,1954,20.29,-0.487,19.967,20.473,20.429
Italy,ITA,1955,20.7,-0.076,19.211,22.171,20.719
Italy,ITA,1956,20.606,-0.171,17.492,21.78,22.545
Italy,ITA,1957,21.068,0.291,19.924,21.762,21.518
Italy,ITA,1958,21.134,0.358,18.778,21.822,22.803
Italy,ITA,1959,20.898,0.122,19.015,22.477,21.203
Italy,ITA,1960,20.68,-0.097,19.923,20.53,21.586
Italy,ITA,1961,20.895,0.118,19.618,21.246,21.821
Italy,ITA,1962,21.198,0.422,18.473,21.668,23.454
Italy,ITA,1963,21.048,0.272,18.971,22.658,21.516
Italy,ITA,1964,21.295,0.518,20.497,22.05,21.338
Italy,ITA,1965,20.571,-0.206,19.152,21.898,20.663
Italy,ITA,1966,20.57,-0.207,20.062,20.624,21.023
Italy,ITA,1967,21.046,0.27,17.925,22.879,22.335
Italy,ITA,1968,20.033,-0.744,18.519,21.557,20.022
Italy,ITA,1969,19.925,-0.851,17.666,21.132,20.978
Italy,ITA,1970,21.031,0.254,19.848,21.316,21.929
Italy,ITA,1971,21.351,0.574,18.31,21.995,23.748
Italy,ITA,1972,20.233,-0.544,19.009,21.168,20.522
Italy,ITA,1973,21.33,0.554,19.706,21.921,22.364
Italy,ITA,1974,20.887,0.111,18.408,21.597,22.657
Italy,ITA,1975,20.425,-0.351,18.006,21.934,21.336
Italy,ITA,1976,20.209,-0.568,19.544,21.688,19.394
Italy,ITA,1977,20.16,-0.617,18.464,21.535,20.48
Italy,ITA,1978,19.968,-0.809,18.49,20.59,20.823
Italy,ITA,1979,20.923,0.146,20.271,21.548,20.95
Italy,ITA,1980,20.063,-0.714,17.727,20.151,22.31
Italy,ITA,1981,20.66,-0.117,19.65,20.615,21.715
Italy,ITA,1982,22.021,1.244,20.776,23.301,21.985
Italy,ITA,1983,21.706,0.93,19.082,24.274,21.763
Italy,ITA,1984,20.299,-0.478,18.243,21.842,20.811
Italy,ITA,1985,21.482,0.706,18.901,23.279,22.267
Italy,ITA,1986,21.095,0.318,18.88,21.554,22.85
Italy,ITA,1987,21.457,0.68,18.648,23.166,22.556
Italy,ITA,1988,21.922,1.146,18.928,23.681,23.158
Italy,ITA,1989,20.967,0.191,18.418,22.178,22.306
Italy,ITA,1990,21.524,0.748,19.56,22.584,22.429
Italy,ITA,1991,21.78,1.004,19.036,23.024,23.281
Italy,ITA,1992,21.561,0.784,18.549,21.816,24.317
Italy,ITA,1993,21.942,1.165,20.575,21.61,23.64
Italy,ITA,1994,22.823,2.046,19.682,24.028,24.759
Italy,ITA,1995,21.328,0.551,18.511,23.749,21.724
Italy,ITA,1996,21.3,0.524,20.28,21.625,21.996
Italy,ITA,1997,21.581,0.804,20.279,21.937,22.526
Italy,ITA,1998,22.8,2.024,21.002,23.58,23.819
Italy,ITA,1999,22.262,1.485,20.498,22.736,23.551
Italy,ITA,2000,22.159,1.383,21.175,21.744,23.559
Italy,ITA,2001,22.352,1.576,20.026,22.983,24.048
Italy,ITA,2002,21.992,1.215,21.637,22.458,21.88
Italy,ITA,2003,24.896,4.119,24.022,24.644,26.021
Italy,ITA,2004,21.922,1.145,20.083,22.725,22.957
Italy,ITA,2005,21.839,1.062,21.02,23.157,21.339
Italy,ITA,2006,22.067,1.29,20.508,24.41,21.283
Italy,ITA,2007,22.285,1.508,20.944,23.363,22.547
Italy,ITA,2008,22.364,1.587,20.65,23.049,23.393
Italy,ITA,2009,22.722,1.946,20.354,23.42,24.393
Italy,ITA,2010,22.194,1.418,20.071,24.0,22.512
Italy,ITA,2011,22.115,1.339,20.504,22.021,23.821
Italy,ITA,2012,23.605,2.828,21.887,24.128,24.799
Italy,ITA,2013,22.225,1.449,19.649,23.483,23.544
Italy,ITA,2014,21.437,0.66,20.723,21.497,22.09
Italy,ITA,2015,23.577,2.801,21.143,25.727,23.862
Italy,ITA,2016,22.244,1.467,20.286,23.683,22.763
Italy,ITA,2017,23.8,3.023,22.644,23.907,24.848
Italy,ITA,2018,22.996,2.219,21.061,23.963,23.964
Italy,ITA,2019,23.796,3.02,22.807,24.236,24.346
Italy,ITA,2020,22.511,1.734,19.865,23.481,24.187
Lithuania,LTU,1750,17.188,0.711,15.774,18.201,17.589
Lithuania,LTU,1751,16.444,-0.032,14.467,17.977,16.889
Lithuania,LTU,1752,17.489,1.012,15.945,19.335,17.186
Lithuania,LTU,1753,15.788,-0.688,14.815,16.762,15.788
Lithuania,LTU,1754,15.829,-0.648,16.137,16.264,15.086
Lithuania,LTU,1755,16.859,0.383,17.329,18.491,14.758
Lithuania,LTU,1756,16.557,0.08,17.089,17.993,14.589
Lithuania,LTU,1757,18.874,2.397,18.071,21.054,17.497
Lithuania,LTU,1758,15.733,-0.744,15.414,16.429,15.356
Lithuania,LTU,1759,17.282,0.805,16.778,17.756,17.311
Lithuania,LTU,1760,16.196,-0.281,15.939,17.006,15.643
Lithuania,LTU,1761,18.191,1.715,18.125,18.559,17.89
Lithuania,LTU,1762,16.139,-0.338,16.803,16.674,14.94
Lithuania,LTU,1763,16.794,0.317,14.766,19.007,16.609
Lithuania,LTU,1764,16.015,-0.461,13.663,18.859,15.524
Lithuania,LTU,1765,15.879,-0.598,14.656,16.326,16.655
Lithuania,LTU,1766,16.321,-0.155,16.027,17.053,15.884
Lithuania,LTU,1767,16.372,-0.105,15.298,16.211,17.607
Lithuania,LTU,1768,16.196,-0.28,15.148,17.563,15.878
Lithuania,LTU,1769,16.18,-0.297,16.247,16.737,15.555
Lithuania,LTU,1770,15.311,-1.165,14.387,15.57,15.977
Lithuania,LTU,1771,16.186,-0.291,16.993,16.719,14.846
Lithuania,LTU,1772,16.221,-0.255,14.972,17.257,16.435
Lithuania,LTU,1773,16.913,0.436,15.514,18.11,17.115
Lithuania,LTU,1774,18.08,1.604,18.654,19.183,16.404
Lithuania,LTU,1775,18.509,2.032,17.039,19.301,19.186
Lithuania,LTU,1776,17.817,1.34,17.16,19.005,17.285
Lithuania,LTU,1777,15.752,-0.725,15.538,16.197,15.521
Lithuania,LTU,1778,17.052,0.575,16.126,18.622,16.408
Lithuania,LTU,1779,16.525,0.048,15.003,16.435,18.137
Lithuania,LTU,1780,16.087,-0.389,14.491,17.872,15.899
Lithuania,LTU,1781,18.072,1.595,16.423,17.751,20.041
Lithuania,LTU,1782,16.107,-0.37,15.032,17.122,16.167
Lithuania,LTU,1783,18.028,1.552,17.909,18.06,18.116
Lithuania,LTU,1784,16.626,0.149,15.234,16.969,17.674
Lithuania,LTU,1785,15.345,-1.132,14.087,16.206,15.741
Lithuania,LTU,1786,16.125,-0.352,15.333,16.735,16.307
Lithuania,LTU,1787,16.26,-0.217,16.881,16.372,15.526
Lithuania,LTU,1788,17.371,0.894,16.891,19.588,15.633
Lithuania,LTU,1789,18.169,1.692,16.507,19.86,18.139
Lithuania,LTU,1790,15.187,-1.29,15.219,15.455,14.886
Lithuania,LTU,1791,16.607,0.13,15.277,17.475,17.069
Lithuania,LTU,1792,17.14,0.664,15.937,19.249,16.235
Lithuania,LTU,1793,16.987,0.51,15.918,18.729,16.313
Lithuania,LTU,1794,17.052,0.576,17.0,18.534,15.623
Lithuania,LTU,1795,16.18,-0.296,16.192,16.643,15.706
Lithuania,LTU,1796,17.133,0.657,16.545,17.705,17.15
Lithuania,LTU,1797,17.482,1.005,17.349,18.09,17.006
Lithuania,LTU,1798,17.744,1.268,16.236,18.787,18.21
Lithuania,LTU,1799,15.919,-0.558,15.02,16.842,15.895
Lithuania,LTU,1800,15.091,-1.385,13.952,14.997,16.325
Lithuania,LTU,1801,15.767,-0.71,14.103,18.599,14.599
Lithuania,LTU,1802,16.658,0.181,14.409,17.593,17.972
Lithuania,LTU,1803,16.91,0.433,14.596,18.176,17.958
Lithuania,LTU,1804,16.554,0.078,14.869,18.434,16.36
Lithuania,LTU,1805,15.448,-1.029,13.451,17.035,15.858
Lithuania,LTU,1806,15.068,-1.409,12.68,15.226,17.297
Lithuania,LTU,1807,17.654,1.177,14.994,17.656,20.312
Lithuania,LTU,1808,17.583,1.106,16.343,18.104,18.302
Lithuania,LTU,1809,17.149,0.672,15.845,17.57,18.031
Lithuania,LTU,1810,15.654,-0.823,12.84,17.613,16.509
Lithuania,LTU,1811,18.488,2.011,18.682,19.411,17.37
Lithuania,LTU,1812,16.537,0.06,15.223,16.886,17.501
Lithuania,LTU,1813,15.598,-0.879,13.589,17.739,15.465
Lithuania,LTU,1814,16.517,0.04,14.026,19.031,16.493
Lithuania,LTU,1815,15.126,-1.351,14.466,14.774,16.138
Lithuania,LTU,1816,15.577,-0.9,15.314,16.721,14.696
Lithuania,LTU,1817,16.4,-0.076,15.034,16.943,17.224
Lithuania,LTU,1818,15.487,-0.99,13.602,18.071,14.787
Lithuania,LTU,1819,17.521,1.045,17.038,17.706,17.82
Lithuania,LTU,1820,15.537,-0.939,14.263,15.482,16.867
Lithuania,LTU,1821,13.794,-2.683,12.115,14.892,14.375
Lithuania,LTU,1822,16.101,-0.376,14.018,18.439,15.845
Lithuania,LTU,1823,17.019,0.543,16.567,16.999,17.492
Lithuania,LTU,1824,15.398,-1.079,14.281,15.958,15.954
Lithuania,LTU,1825,15.7,-0.776,15.303,15.904,15.894
Lithuania,LTU,1826,18.591,2.115,17.108,20.626,18.04
Lithuania,LTU,1827,16.896,0.419,17.831,16.775,16.082
Lithuania,LTU,1828,17.144,0.667,16.224,18.847,16.36
Lithuania,LTU,1829,16.59,0.114,15.489,18.084,16.198
Lithuania,LTU,1830,16.555,0.078,15.86,16.557,17.247
Lithuania,LTU,1831,16.581,0.104,16.085,18.056,15.601
Lithuania,LTU,1832,14.565,-1.911,14.297,13.744,15.655
Lithuania,LTU,1833,15.645,-0.832,16.499,17.218,13.218
Lithuania,LTU,1834,18.525,2.048,15.438,19.92,20.217
Lithuania,LTU,1835,15.978,-0.499,16.766,17.415,13.752
Lithuania,LTU,1836,14.721,-1.756,15.192,15.055,13.915
Lithuania,LTU,1837,15.325,-1.152,14.142,15.04,16.793
Lithuania,LTU,1838,15.422,-1.055,15.192,16.577,14.497
Lithuania,LTU,1839,17.244,0.767,15.79,18.59,17.351
Lithuania,LTU,1840,15.309,-1.168,14.535,16.212,15.179
Lithuania,LTU,1841,16.575,0.098,16.387,16.541,16.797
Lithuania,LTU,1842,15.816,-0.66,14.318,15.222,17.909
Lithuania,LTU,1843,16.733,0.256,15.911,16.501,17.787
Lithuania,LTU,1844,13.953,-2.523,12.855,13.939,15.066
Lithuania,LTU,1845,16.715,0.238,15.401,18.609,16.134
Lithuania,LTU,1846,17.496,1.019,13.738,18.388,20.361
Lithuania,LTU,1847,16.512,0.035,15.488,15.619,18.428
Lithuania,LTU,1848,16.279,-0.198,16.822,16.585,15.43
Lithuania,LTU,1849,14.793,-1.684,13.504,15.679,15.196
Lithuania,LTU,1850,17.306,0.83,16.681,17.468,17.77
Lithuania,LTU,1851,15.553,-0.924,14.212,16.463,15.983
Lithuania,LTU,1852,16.854,0.378,16.817,17.058,16.688
Lithuania,LTU,1853,16.558,0.082,16.673,17.546,15.456
Lithuania,LTU,1854,16.932,0.455,14.734,18.655,17.406
Lithuania,LTU,1855,17.409,0.932,17.113,18.977,16.136
Lithuania,LTU,1856,14.899,-1.578,15.272,15.698,13.726
Lithuania,LTU,1857,16.179,-0.297,14.947,16.4,17.191
Lithuania,LTU,1858,18.139,1.662,16.279,19.539,18.599
Lithuania,LTU,1859,17.453,0.976,16.668,17.718,17.973
Lithuania,LTU,1860,16.908,0.432,16.726,17.554,16.445
Lithuania,LTU,1861,17.538,1.062,17.039,19.453,16.123
Lithuania,LTU,1862,15.407,-1.069,15.276,15.609,15.337
Lithuania,LTU,1863,15.58,-0.896,15.365,15.021,16.355
Lithuania,LTU,1864,15.562,-0.915,16.687,16.337,13.661
Lithuania,LTU,1865,15.362,-1.115,11.884,19.58,14.621
Lithuania,LTU,1866,16.657,0.18,17.786,16.117,16.067
Lithuania,LTU,1867,15.038,-1.439,13.768,15.861,15.484
Lithuania,LTU,1868,18.125,1.648,16.075,18.921,19.378
Lithuania,LTU,1869,15.534,-0.943,13.718,16.597,16.287
Lithuania,LTU,1870,15.663,-0.814,14.204,17.333,15.452
Lithuania,LTU,1871,16.03,-0.446,14.317,17.752,16.022
Lithuania,LTU,1872,16.629,0.152,16.902,17.184,15.8
Lithuania,LTU,1873,16.615,0.139,15.917,17.651,16.278
Lithuania,LTU,1874,15.632,-0.845,14.606,17.249,15.041
Lithuania,LTU,1875,17.219,0.742,16.939,17.931,16.786
Lithuania,LTU,1876,17.182,0.705,17.921,17.447,16.177
Lithuania,LTU,1877,15.838,-0.638,15.244,16.88,15.391
Lithuania,LTU,1878,15.607,-0.87,15.535,15.0,16.285
Lithuania,LTU,1879,15.713,-0.763,15.777,15.397,15.966
Lithuania,LTU,1880,16.658,0.182,15.248,17.74,16.987
Lithuania,LTU,1881,15.561,-0.916,15.071,16.799,14.813
Lithuania,LTU,1882,16.878,0.402,14.99,18.728,16.917
Lithuania,LTU,1883,16.439,-0.038,16.63,17.241,15.446
Lithuania,LTU,1884,15.653,-0.824,15.117,17.571,14.271
Lithuania,LTU,1885,15.984,-0.493,15.304,18.81,13.838
Lithuania,LTU,1886,15.92,-0.557,15.014,16.407,16.338
Lithuania,LTU,1887,15.249,-1.227,13.186,17.661,14.901
Lithuania,LTU,1888,14.87,-1.607,13.963,15.458,15.189
Lithuania,LTU,1889,16.455,-0.022,17.656,16.622,15.086
Lithuania,LTU,1890,16.377,-0.1,14.333,16.895,17.902
Lithuania,LTU,1891,15.925,-0.552,14.348,18.352,15.075
Lithuania,LTU,1892,15.494,-0.982,14.543,15.354,16.586
Lithuania,LTU,1893,16.064,-0.412,15.066,17.336,15.791
Lithuania,LTU,1894,15.743,-0.734,13.491,17.686,16.051
Lithuania,LTU,1895,16.522,0.046,16.247,17.369,15.951
Lithuania,LTU,1896,17.883,1.407,18.141,19.391,16.118
Lithuania,LTU,1897,17.525,1.048,16.375,18.203,17.997
Lithuania,LTU,1898,16.094,-0.383,15.592,15.712,16.978
Lithuania,LTU,1899,15.235,-1.242,12.43,18.955,14.32
Lithuania,LTU,1900,16.751,0.274,15.119,17.506,17.628
Lithuania,LTU,1901,18.12,1.643,17.183,19.212,17.965
Lithuania,LTU,1902,14.336,-2.14,14.3,14.638,14.071
Lithuania,LTU,1903,16.07,-0.406,16.585,16.804,14.822
Lithuania,LTU,1904,14.529,-1.948,13.24,15.276,15.071
Lithuania,LTU,1905,17.268,0.792,18.106,17.232,16.467
Lithuania,LTU,1906,16.225,-0.251,15.409,18.045,15.222
Lithuania,LTU,1907,15.005,-1.471,14.872,16.144,14.0
Lithuania,LTU,1908,15.876,-0.601,14.891,17.394,15.343
Lithuania,LTU,1909,15.419,-1.058,14.691,15.571,15.995
Lithuania,LTU,1910,16.399,-0.077,17.185,16.85,15.163
Lithuania,LTU,1911,15.879,-0.598,14.117,16.001,17.519
Lithuania,LTU,1912,17.07,0.593,16.672,17.912,16.626
Lithuania,LTU,1913,16.111,-0.365,14.457,16.983,16.894
Lithuania,LTU,1914,17.603,1.126,16.402,20.781,15.626
Lithuania,LTU,1915,15.995,-0.482,14.811,17.624,15.549
Lithuania,LTU,1916,15.523,-0.953,14.389,17.461,14.72
Lithuania,LTU,1917,17.633,1.156,18.357,16.378,18.163
Lithuania,LTU,1918,15.09,-1.387,12.891,17.074,15.304
Lithuania,LTU,1919,15.433,-1.044,14.724,17.288,14.287
Lithuania,LTU,1920,16.593,0.116,14.072,19.142,16.564
Lithuania,LTU,1921,15.905,-0.572,14.981,16.161,16.572
Lithuania,LTU,1922,15.674,-0.803,14.61,17.154,15.257
Lithuania,LTU,1923,14.288,-2.189,11.665,16.88,14.319
Lithuania,LTU,1924,16.11,-0.367,15.744,16.154,16.432
Lithuania,LTU,1925,16.052,-0.424,13.521,18.626,16.01
Lithuania,LTU,1926,16.33,-0.147,15.936,18.086,14.967
Lithuania,LTU,1927,17.278,0.801,14.531,19.646,17.657
Lithuania,LTU,1928,14.04,-2.437,11.677,15.79,14.653
Lithuania,LTU,1929,15.239,-1.237,12.849,16.084,16.785
Lithuania,LTU,1930,16.413,-0.063,16.001,16.965,16.274
Lithuania,LTU,1931,15.86,-0.617,13.974,17.565,16.04
Lithuania,LTU,1932,17.184,0.707,14.056,19.95,17.546
Lithuania,LTU,1933,16.094,-0.383,14.972,18.016,15.293
Lithuania,LTU,1934,16.869,0.392,15.22,17.778,17.608
Lithuania,LTU,1935,16.356,-0.121,17.139,15.778,16.15
Lithuania,LTU,1936,17.97,1.493,17.425,20.031,16.454
Lithuania,LTU,1937,17.763,1.286,17.254,17.47,18.565
Lithuania,LTU,1938,17.773,1.297,15.364,18.714,19.242
Lithuania,LTU,1939,18.708,2.231,16.678,19.037,20.409
Lithuania,LTU,1940,16.533,0.056,16.38,18.159,15.059
Lithuania,LTU,1941,16.546,0.07,13.922,19.48,16.237
Lithuania,LTU,1942,15.887,-0.589,13.49,16.381,17.791
Lithuania,LTU,1943,16.357,-0.12,16.152,16.021,16.898
Lithuania,LTU,1944,17.133,0.657,14.388,18.959,18.053
Lithuania,LTU,1945,16.926,0.449,14.717,18.535,17.525
Lithuania,LTU,1946,17.268,0.791,15.933,18.649,17.222
Lithuania,LTU,1947,17.355,0.878,17.157,18.315,16.593
Lithuania,LTU,1948,16.693,0.216,16.136,16.98,16.963
Lithuania,LTU,1949,15.962,-0.515,15.116,17.303,15.466
Lithuania,LTU,1950,16.062,-0.415,15.533,16.333,16.319
Lithuania,LTU,1951,17.102,0.626,15.804,16.862,18.641
Lithuania,LTU,1952,16.077,-0.399,14.144,17.068,17.02
Lithuania,LTU,1953,17.469,0.992,17.463,18.624,16.32
Lithuania,LTU,1954,17.043,0.566,17.335,17.143,16.65
Lithuania,LTU,1955,16.794,0.318,13.718,18.097,18.568
Lithuania,LTU,1956,15.941,-0.536,17.826,15.884,14.112
Lithuania,LTU,1957,16.406,-0.07,15.128,18.121,15.97
Lithuania,LTU,1958,15.607,-0.87,14.294,16.898,15.628
Lithuania,LTU,1959,17.967,1.491,16.03,19.886,17.986
Lithuania,LTU,1960,16.834,0.357,16.349,17.724,16.428
Lithuania,LTU,1961,16.329,-0.147,17.372,16.312,15.304
Lithuania,LTU,1962,14.499,-1.977,13.353,15.155,14.99
Lithuania,LTU,1963,17.253,0.776,14.929,18.602,18.228
Lithuania,LTU,1964,17.038,0.561,18.161,17.714,15.238
Lithuania,LTU,1965,15.184,-1.293,15.268,15.26,15.024
Lithuania,LTU,1966,16.945,0.468,16.903,18.066,15.865
Lithuania,LTU,1967,16.539,0.062,15.321,17.6,16.696
Lithuania,LTU,1968,16.905,0.429,17.27,16.04,17.406
Lithuania,LTU,1969,16.345,-0.131,15.339,17.508,16.189
Lithuania,LTU,1970,16.461,-0.016,16.262,16.821,16.3
Lithuania,LTU,1971,16.834,0.358,15.234,17.361,17.908
Lithuania,LTU,1972,18.36,1.883,17.264,20.202,17.613
Lithuania,LTU,1973,17.197,0.72,16.677,18.62,16.294
Lithuania,LTU,1974,15.475,-1.001,14.568,15.595,16.263
Lithuania,LTU,1975,17.161,0.685,15.442,18.273,17.769
Lithuania,LTU,1976,15.227,-1.25,13.323,17.185,15.173
Lithuania,LTU,1977,15.603,-0.874,16.059,15.483,15.266
Lithuania,LTU,1978,15.304,-1.173,14.364,15.828,15.72
Lithuania,LTU,1979,16.238,-0.238,17.931,14.255,16.529
Lithuania,LTU,1980,16.162,-0.315,16.369,16.613,15.503
Lithuania,LTU,1981,16.458,-0.018,16.149,17.546,15.68
Lithuania,LTU,1982,16.078,-0.399,13.536,17.651,17.046
Lithuania,LTU,1983,16.604,0.128,14.931,17.586,17.296
Lithuania,LTU,1984,15.389,-1.088,14.12,15.461,16.586
Lithuania,LTU,1985,16.243,-0.233,14.818,16.079,17.833
Lithuania,LTU,1986,16.57,0.094,16.325,17.327,16.059
Lithuania,LTU,1987,15.089,-1.388,14.565,16.153,14.549
Lithuania,LTU,1988,17.407,0.931,16.966,19.093,16.163
Lithuania,LTU,1989,16.706,0.229,16.252,17.695,16.17
Lithuania,LTU,1990,15.973,-0.504,15.353,16.029,16.536
Lithuania,LTU,1991,16.731,0.255,14.49,17.994,17.71
Lithuania,LTU,1992,18.025,1.548,16.799,18.63,18.646
Lithuania,LTU,1993,15.056,-1.421,13.906,16.228,15.033
Lithuania,LTU,1994,17.134,0.657,13.981,19.948,17.473
Lithuania,LTU,1995,17.529,1.053,17.555,17.835,17.198
Lithuania,LTU,1996,16.331,-0.146,15.127,15.586,18.279
Lithuania,LTU,1997,17.837,1.361,16.207,18.37,18.935
Lithuania,LTU,1998,16.029,-0.448,16.684,16.454,14.949
Lithuania,LTU,1999,18.426,1.949,18.911,19.683,16.684
Lithuania,LTU,2000,15.991,-0.486,15.371,16.343,16.258
Lithuania,LTU,2001,17.816,1.34,14.505,21.115,17.829
Lithuania,LTU,2002,18.855,2.379,16.666,20.158,19.742
Lithuania,LTU,2003,17.467,0.991,15.275,20.093,17.034
Lithuania,LTU,2004,16.394,-0.083,14.224,16.812,18.145
Lithuania,LTU,2005,16.829,0.352,14.965,18.817,16.704
Lithuania,LTU,2006,18.209,1.733,16.258,20.466,17.904
Lithuania,LTU,2007,17.816,1.339,17.543,17.173,18.732
Lithuania,LTU,2008,17.097,0.62,15.777,17.822,17.692
Lithuania,LTU,2009,16.65,0.173,15.065,18.273,16.611
Lithuania,LTU,2010,19.182,2.705,16.329,21.743,19.474
Lithuania,LTU,2011,18.307,1.831,17.932,19.645,17.345
Lithuania,LTU,2012,16.908,0.431,14.89,19.136,16.698
Lithuania,LTU,2013,18.064,1.587,18.245,18.272,17.674
Lithuania,LTU,2014,17.515,1.038,14.55,20.276,17.719
Lithuania,LTU,2015,17.23,0.753,15.157,17.277,19.256
Lithuania,LTU,2016,17.738,1.261,17.326,18.668,17.219
Lithuania,LTU,2017,16.592,0.115,15.461,16.798,17.516
Lithuania,LTU,2018,18.943,2.466,17.123,20.317,19.388
Lithuania,LTU,2019,18.341,1.864,20.087,17.085,17.851
Lithuania,LTU,2020,18.168,1.691,18.908,17.315,18.28
Luxembourg,LUX,1750,17.082,0.415,15.818,18.398,17.029
Luxembourg,LUX,1751,16.815,0.148,15.507,17.603,17.334
Luxembourg,LUX,1752,17.103,0.437,17.28,17.554,16.476
Luxembourg,LUX,1753,16.951,0.285,17.294,17.82,15.74
Luxembourg,LUX,1754,16.448,-0.219,15.821,16.251,17.272
Luxembourg,LUX,1755,17.096,0.429,18.18,17.529,15.578
Luxembourg,LUX,1756,17.336,0.669,17.537,18.087,16.384
Luxembourg,LUX,1757,18.342,1.676,16.909,20.538,17.58
Luxembourg,LUX,1758,16.284,-0.382,16.74,15.074,17.039
Luxembourg,LUX,1759,17.6,0.934,16.115,19.579,17.107
Luxembourg,LUX,1760,16.747,0.08,16.586,17.509,16.146
Luxembourg,LUX,1761,17.328,0.661,16.504,17.432,18.048
Luxembourg,LUX,1762,16.643,-0.024,15.876,18.438,15.614
