country_name,country_iso3,year,jja_temperature_C,jja_anomaly_C,jun_temperature_C,jul_temperature_C,aug_temperature_C
Germany,DEU,1825,16.142,-0.148,14.914,16.918,16.594
Germany,DEU,1826,18.333,2.043,16.247,19.335,19.418
Germany,DEU,1827,16.734,0.444,16.173,18.047,15.981
Germany,DEU,1828,16.346,0.056,16.044,17.761,15.232
Germany,DEU,1829,15.497,-0.793,14.72,16.942,14.828
Germany,DEU,1830,15.983,-0.307,14.669,17.387,15.892
Germany,DEU,1831,16.383,0.093,14.641,17.664,16.844
Germany,DEU,1832,15.894,-0.396,14.961,15.508,17.213
Germany,DEU,1833,15.308,-0.982,16.753,15.809,13.363
Germany,DEU,1834,18.616,2.326,16.659,20.49,18.698
Germany,DEU,1835,16.702,0.412,15.702,18.103,16.302
Germany,DEU,1836,16.019,-0.271,15.714,16.671,15.671
Germany,DEU,1837,16.304,0.014,15.501,15.636,17.775
Germany,DEU,1838,15.323,-0.967,14.963,16.337,14.669
Germany,DEU,1839,16.654,0.364,17.067,17.735,15.159
Germany,DEU,1840,15.395,-0.895,14.946,15.155,16.084
Germany,DEU,1841,14.941,-1.349,13.905,14.897,16.02
Germany,DEU,1842,17.338,1.048,15.862,16.281,19.872
Germany,DEU,1843,15.601,-0.689,13.64,16.011,17.152
Germany,DEU,1844,14.561,-1.729,15.204,14.452,14.026
Germany,DEU,1845,16.123,-0.167,16.324,17.442,14.604
Germany,DEU,1846,18.592,2.302,17.839,18.644,19.293
Germany,DEU,1847,16.587,0.297,14.013,17.871,17.877
Germany,DEU,1848,16.287,-0.003,16.44,16.791,15.629
Germany,DEU,1849,15.427,-0.863,15.407,15.851,15.022
Germany,DEU,1850,15.995,-0.295,15.722,16.324,15.938
Germany,DEU,1851,15.563,-0.727,14.775,15.634,16.28
Germany,DEU,1852,17.089,0.799,15.26,18.934,17.072
Germany,DEU,1853,16.491,0.201,15.7,17.624,16.149
Germany,DEU,1854,15.917,-0.373,14.445,17.493,15.812
Germany,DEU,1855,16.293,0.003,15.379,16.585,16.915
Germany,DEU,1856,15.895,-0.395,15.542,15.176,16.966
Germany,DEU,1857,17.524,1.234,15.978,17.9,18.693
Germany,DEU,1858,17.122,0.832,18.534,16.313,16.518
Germany,DEU,1859,18.325,2.035,16.391,19.933,18.65
Germany,DEU,1860,15.128,-1.162,15.205,15.009,15.17
Germany,DEU,1861,17.364,1.074,17.045,17.352,17.694
Germany,DEU,1862,15.55,-0.74,14.568,16.179,15.902
Germany,DEU,1863,16.19,-0.1,15.277,15.546,17.747
Germany,DEU,1864,14.931,-1.359,14.861,15.792,14.139
Germany,DEU,1865,16.468,0.178,14.001,19.404,15.999
Germany,DEU,1866,16.17,-0.12,17.459,15.907,15.144
Germany,DEU,1867,15.84,-0.45,15.022,15.413,17.084
Germany,DEU,1868,17.95,1.66,16.771,18.49,18.588
Germany,DEU,1869,15.384,-0.906,12.765,18.288,15.1
Germany,DEU,1870,16.235,-0.055,15.028,18.277,15.399
Germany,DEU,1871,15.692,-0.598,12.654,17.295,17.127
Germany,DEU,1872,16.433,0.143,15.372,18.224,15.704
Germany,DEU,1873,17.275,0.985,15.722,18.586,17.518
Germany,DEU,1874,16.547,0.257,15.387,19.13,15.123
Germany,DEU,1875,17.401,1.111,16.721,17.079,18.404
Germany,DEU,1876,16.997,0.707,15.946,17.631,17.413
Germany,DEU,1877,17.166,0.876,17.633,16.684,17.182
Germany,DEU,1878,16.022,-0.268,15.392,15.812,16.861
Germany,DEU,1879,15.914,-0.376,15.594,14.867,17.28
Germany,DEU,1880,16.389,0.099,14.854,17.653,16.661
Germany,DEU,1881,16.403,0.113,14.869,18.486,15.855
Germany,DEU,1882,15.249,-1.041,14.173,16.686,14.888
Germany,DEU,1883,16.108,-0.182,15.949,16.553,15.822
Germany,DEU,1884,15.92,-0.37,12.948,17.99,16.822
Germany,DEU,1885,16.083,-0.207,16.496,17.191,14.562
Germany,DEU,1886,15.855,-0.435,14.088,16.662,16.816
Germany,DEU,1887,16.524,0.234,15.253,18.577,15.743
Germany,DEU,1888,15.089,-1.201,15.59,14.629,15.047
Germany,DEU,1889,16.67,0.38,18.388,16.264,15.358
Germany,DEU,1890,15.242,-1.048,13.743,15.408,16.576
Germany,DEU,1891,15.297,-0.993,14.581,16.249,15.062
Germany,DEU,1892,16.357,0.067,15.061,15.922,18.089
Germany,DEU,1893,16.645,0.355,15.546,17.355,17.033
Germany,DEU,1894,15.785,-0.505,14.118,17.781,15.455
Germany,DEU,1895,16.508,0.218,15.628,17.276,16.621
Germany,DEU,1896,16.021,-0.269,16.57,17.047,14.446
Germany,DEU,1897,16.878,0.588,16.794,16.535,17.306
Germany,DEU,1898,15.732,-0.558,14.713,14.432,18.052
Germany,DEU,1899,16.269,-0.021,14.616,17.334,16.858
Germany,DEU,1900,16.874,0.584,15.93,18.394,16.299
Germany,DEU,1901,16.755,0.465,15.481,18.334,16.449
Germany,DEU,1902,15.232,-1.058,15.093,15.819,14.783
Germany,DEU,1903,15.484,-0.806,14.691,16.243,15.518
Germany,DEU,1904,16.73,0.44,15.114,18.553,16.523
Germany,DEU,1905,17.359,1.069,16.881,18.624,16.571
Germany,DEU,1906,16.113,-0.177,14.628,17.089,16.623
Germany,DEU,1907,14.935,-1.355,14.574,14.478,15.754
Germany,DEU,1908,16.221,-0.069,16.857,17.159,14.647
Germany,DEU,1909,15.108,-1.182,13.999,15.017,16.309
Germany,DEU,1910,15.961,-0.329,16.44,15.501,15.943
Germany,DEU,1911,17.757,1.467,14.827,19.001,19.443
Germany,DEU,1912,15.826,-0.464,15.481,17.901,14.097
Germany,DEU,1913,14.725,-1.565,14.683,14.588,14.904
Germany,DEU,1914,16.41,0.12,14.444,17.501,17.286
Germany,DEU,1915,16.214,-0.076,17.159,16.169,15.313
Germany,DEU,1916,14.896,-1.394,12.784,15.958,15.945
Germany,DEU,1917,17.498,1.208,18.536,17.204,16.753
Germany,DEU,1918,15.102,-1.188,12.869,16.485,15.952
Germany,DEU,1919,15.139,-1.151,14.931,14.345,16.142
Germany,DEU,1920,15.721,-0.569,14.747,17.365,15.052
Germany,DEU,1921,16.727,0.437,14.341,18.57,17.271
Germany,DEU,1922,15.493,-0.797,15.479,15.631,15.369
Germany,DEU,1923,15.164,-1.126,11.143,18.506,15.843
Germany,DEU,1924,15.405,-0.885,14.962,16.682,14.57
Germany,DEU,1925,16.367,0.077,14.79,17.818,16.493
Germany,DEU,1926,15.702,-0.588,13.695,17.346,16.064
Germany,DEU,1927,15.952,-0.338,13.986,17.333,16.537
Germany,DEU,1928,16.185,-0.105,13.954,18.285,16.316
Germany,DEU,1929,16.292,0.002,14.337,17.451,17.089
Germany,DEU,1930,16.789,0.499,18.038,16.325,16.004
Germany,DEU,1931,16.064,-0.226,15.894,16.809,15.488
Germany,DEU,1932,17.055,0.765,14.389,17.912,18.864
Germany,DEU,1933,16.501,0.211,14.248,18.085,17.169
Germany,DEU,1934,16.946,0.656,16.124,18.154,16.561
Germany,DEU,1935,17.131,0.841,17.04,17.669,16.683
Germany,DEU,1936,16.414,0.124,15.985,16.964,16.292
Germany,DEU,1937,16.931,0.641,16.335,17.185,17.273
Germany,DEU,1938,16.85,0.56,15.886,16.835,17.828
Germany,DEU,1939,17.001,0.711,16.135,17.113,17.754
Germany,DEU,1940,15.673,-0.617,16.276,16.18,14.563
Germany,DEU,1941,16.537,0.247,16.009,18.424,15.178
Germany,DEU,1942,15.967,-0.323,14.135,16.02,17.747
Germany,DEU,1943,16.62,0.33,14.34,17.472,18.047
Germany,DEU,1944,17.053,0.763,14.112,17.336,19.712
Germany,DEU,1945,16.814,0.524,16.407,17.765,16.27
Germany,DEU,1946,16.382,0.092,14.568,18.251,16.327
Germany,DEU,1947,18.292,2.002,17.511,18.715,18.65
Germany,DEU,1948,16.044,-0.246,15.418,16.092,16.623
Germany,DEU,1949,16.111,-0.179,13.896,17.415,17.021
Germany,DEU,1950,17.616,1.326,17.267,17.99,17.592
Germany,DEU,1951,16.563,0.273,15.267,16.994,17.428
Germany,DEU,1952,17.061,0.771,15.101,18.16,17.923
Germany,DEU,1953,16.741,0.451,16.093,17.622,16.508
Germany,DEU,1954,15.488,-0.802,15.894,14.593,15.977
Germany,DEU,1955,16.35,0.06,14.499,17.499,17.053
Germany,DEU,1956,14.921,-1.369,13.398,16.946,14.419
Germany,DEU,1957,16.529,0.239,16.446,17.834,15.307
Germany,DEU,1958,16.222,-0.068,14.428,17.059,17.18
Germany,DEU,1959,17.54,1.25,15.92,19.161,17.539
Germany,DEU,1960,15.948,-0.342,16.119,15.542,16.183
Germany,DEU,1961,15.748,-0.542,15.917,15.301,16.025
Germany,DEU,1962,15.057,-1.233,13.951,15.129,16.091
Germany,DEU,1963,16.546,0.256,15.786,17.631,16.222
Germany,DEU,1964,16.942,0.652,16.778,17.93,16.118
Germany,DEU,1965,15.272,-1.018,15.428,15.289,15.099
Germany,DEU,1966,16.104,-0.186,16.891,15.734,15.687
Germany,DEU,1967,16.643,0.353,14.685,18.561,16.682
Germany,DEU,1968,16.314,0.024,16.013,16.253,16.677
Germany,DEU,1969,16.715,0.425,14.834,18.482,16.829
Germany,DEU,1970,16.765,0.475,17.048,16.238,17.01
Germany,DEU,1971,16.688,0.398,14.124,17.798,18.142
Germany,DEU,1972,16.069,-0.221,14.46,17.752,15.994
Germany,DEU,1973,17.098,0.808,16.082,17.339,17.874
Germany,DEU,1974,15.683,-0.607,14.162,15.466,17.42
Germany,DEU,1975,17.276,0.986,14.714,18.201,18.913
Germany,DEU,1976,17.488,1.198,16.992,19.17,16.303
Germany,DEU,1977,16.064,-0.226,15.552,16.485,16.154
Germany,DEU,1978,15.295,-0.995,14.842,15.592,15.45
Germany,DEU,1979,15.932,-0.358,16.646,15.399,15.751
Germany,DEU,1980,15.637,-0.653,14.828,15.239,16.843
Germany,DEU,1981,16.156,-0.134,15.407,16.431,16.629
Germany,DEU,1982,17.529,1.239,16.347,18.743,17.496
Germany,DEU,1983,18.235,1.945,16.162,20.232,18.312
Germany,DEU,1984,15.686,-0.604,13.885,15.915,17.259
Germany,DEU,1985,15.856,-0.434,13.647,17.371,16.549
Germany,DEU,1986,16.447,0.157,15.761,17.068,16.512
Germany,DEU,1987,15.656,-0.634,14.075,17.063,15.831
Germany,DEU,1988,16.502,0.212,15.099,17.271,17.137
Germany,DEU,1989,16.741,0.451,15.209,17.798,17.215
Germany,DEU,1990,16.812,0.522,15.325,16.635,18.477
Germany,DEU,1991,16.895,0.605,13.626,18.988,18.07
Germany,DEU,1992,18.394,2.104,17.157,18.674,19.35
Germany,DEU,1993,15.923,-0.367,15.58,16.233,15.955
Germany,DEU,1994,18.378,2.088,15.917,21.16,18.058
Germany,DEU,1995,17.618,1.328,14.371,20.084,18.4
Germany,DEU,1996,16.311,0.021,15.601,15.937,17.395
Germany,DEU,1997,17.698,1.408,15.809,17.302,19.983
Germany,DEU,1998,16.717,0.427,16.587,16.635,16.929
Germany,DEU,1999,17.177,0.887,15.206,18.94,17.385
Germany,DEU,2000,16.747,0.457,16.859,15.529,17.854
Germany,DEU,2001,17.226,0.936,14.4,18.487,18.792
Germany,DEU,2002,18.058,1.768,17.328,17.773,19.072
Germany,DEU,2003,19.615,3.325,19.194,19.131,20.52
Germany,DEU,2004,16.969,0.679,15.296,16.96,18.65
Germany,DEU,2005,16.798,0.508,16.255,18.18,15.96
Germany,DEU,2006,18.175,1.885,16.691,21.878,15.957
Germany,DEU,2007,17.328,1.038,17.597,17.403,16.983
Germany,DEU,2008,17.574,1.284,17.001,18.171,17.549
Germany,DEU,2009,17.307,1.017,14.979,18.213,18.729
Germany,DEU,2010,17.834,1.544,16.28,20.296,16.927
Germany,DEU,2011,17.001,0.711,16.716,16.309,17.977
Germany,DEU,2012,17.246,0.956,15.627,17.55,18.561
Germany,DEU,2013,17.739,1.449,15.703,19.462,18.051
Germany,DEU,2014,17.274,0.984,16.144,19.471,16.206
Germany,DEU,2015,18.425,2.135,15.829,19.443,20.003
Germany,DEU,2016,17.931,1.641,17.213,18.722,17.857
Germany,DEU,2017,18.005,1.715,17.797,18.217,18.001
Germany,DEU,2018,19.332,3.042,17.859,20.219,19.917
Germany,DEU,2019,19.294,3.004,19.669,18.97,19.243
Germany,DEU,2020,18.191,1.901,16.957,17.594,20.021
Denmark,DNK,1750,16.155,0.508,14.436,17.416,16.613
Denmark,DNK,1751,15.43,-0.217,13.741,16.308,16.24
Denmark,DNK,1752,16.508,0.862,15.398,17.494,16.633
Denmark,DNK,1753,14.929,-0.718,13.937,15.675,15.174
Denmark,DNK,1754,14.551,-1.096,14.073,14.406,15.173
Denmark,DNK,1755,15.837,0.19,16.146,16.832,14.532
Denmark,DNK,1756,16.026,0.38,15.931,17.455,14.693
Denmark,DNK,1757,17.443,1.796,15.987,19.704,16.638
Denmark,DNK,1758,15.324,-0.323,14.939,14.891,16.141
Denmark,DNK,1759,16.906,1.259,15.729,18.13,16.859
Denmark,DNK,1760,16.034,0.387,15.86,16.423,15.819
Denmark,DNK,1761,16.652,1.005,16.537,15.881,17.538
Denmark,DNK,1762,14.897,-0.749,15.151,15.856,13.685
Denmark,DNK,1763,15.744,0.098,14.313,16.792,16.128
Denmark,DNK,1764,15.294,-0.353,12.4,18.283,15.199
Denmark,DNK,1765,14.637,-1.01,13.633,14.527,15.751
Denmark,DNK,1766,16.406,0.76,15.569,17.622,16.028
Denmark,DNK,1767,14.854,-0.792,12.731,15.114,16.718
Denmark,DNK,1768,15.659,0.012,14.509,16.476,15.991
Denmark,DNK,1769,15.0,-0.646,13.934,16.111,14.956
Denmark,DNK,1770,15.845,0.199,13.958,16.76,16.818
Denmark,DNK,1771,15.333,-0.314,16.103,15.72,14.175
Denmark,DNK,1772,15.471,-0.175,14.645,16.001,15.768
Denmark,DNK,1773,15.883,0.237,14.1,16.52,17.03
Denmark,DNK,1774,15.847,0.2,15.435,16.392,15.713
Denmark,DNK,1775,17.614,1.967,16.999,18.008,17.834
Denmark,DNK,1776,17.024,1.378,15.847,18.349,16.877
Denmark,DNK,1777,15.18,-0.466,13.846,15.427,16.268
Denmark,DNK,1778,16.764,1.117,15.285,18.234,16.772
Denmark,DNK,1779,16.9,1.253,14.343,17.402,18.954
Denmark,DNK,1780,16.049,0.403,13.702,16.647,17.799
Denmark,DNK,1781,17.624,1.977,16.936,17.41,18.526
Denmark,DNK,1782,15.54,-0.107,14.578,16.196,15.845
Denmark,DNK,1783,17.365,1.718,16.132,19.178,16.785
Denmark,DNK,1784,14.948,-0.699,14.274,15.527,15.042
Denmark,DNK,1785,15.378,-0.269,14.964,16.117,15.053
Denmark,DNK,1786,15.4,-0.247,15.612,14.83,15.758
Denmark,DNK,1787,15.123,-0.524,14.621,15.576,15.172
Denmark,DNK,1788,16.668,1.021,15.767,18.374,15.862
Denmark,DNK,1789,16.991,1.345,15.582,17.69,17.702
Denmark,DNK,1790,14.783,-0.864,14.181,14.867,15.301
Denmark,DNK,1791,16.031,0.384,13.853,17.286,16.954
Denmark,DNK,1792,16.424,0.778,14.776,17.919,16.578
Denmark,DNK,1793,15.875,0.228,13.975,17.37,16.279
Denmark,DNK,1794,16.694,1.047,15.664,18.477,15.941
Denmark,DNK,1795,15.553,-0.094,14.7,15.484,16.474
Denmark,DNK,1796,16.123,0.476,14.54,16.897,16.932
Denmark,DNK,1797,16.271,0.624,13.981,17.817,17.014
Denmark,DNK,1798,17.263,1.616,16.336,17.964,17.488
Denmark,DNK,1799,14.602,-1.045,13.185,15.531,15.09
Denmark,DNK,1800,14.352,-1.295,11.885,14.906,16.264
Denmark,DNK,1801,15.353,-0.294,13.66,16.612,15.786
Denmark,DNK,1802,14.749,-0.897,13.367,14.125,16.756
Denmark,DNK,1803,15.722,0.076,13.087,17.348,16.732
Denmark,DNK,1804,15.831,0.184,14.629,16.582,16.282
Denmark,DNK,1805,14.2,-1.446,11.652,15.502,15.447
Denmark,DNK,1806,14.605,-1.041,12.557,14.914,16.345
Denmark,DNK,1807,16.784,1.137,13.613,17.274,19.465
Denmark,DNK,1808,17.011,1.364,14.966,18.238,17.828
Denmark,DNK,1809,15.634,-0.013,13.911,15.983,17.007
Denmark,DNK,1810,15.478,-0.168,13.618,16.539,16.278
Denmark,DNK,1811,16.82,1.174,16.462,17.963,16.036
Denmark,DNK,1812,14.57,-1.077,13.798,14.075,15.837
Denmark,DNK,1813,15.28,-0.367,13.737,16.726,15.376
Denmark,DNK,1814,15.201,-0.446,12.59,17.373,15.64
Denmark,DNK,1815,14.707,-0.939,13.962,14.496,15.664
Denmark,DNK,1816,14.345,-1.302,13.282,15.631,14.121
Denmark,DNK,1817,14.791,-0.856,14.391,15.143,14.838
Denmark,DNK,1818,16.062,0.415,15.391,17.734,15.06
Denmark,DNK,1819,17.413,1.766,15.636,17.836,18.767
Denmark,DNK,1820,14.746,-0.901,12.812,15.671,15.755
Denmark,DNK,1821,13.726,-1.921,12.153,14.149,14.876
Denmark,DNK,1822,15.842,0.195,15.195,16.39,15.941
Denmark,DNK,1823,15.014,-0.633,13.804,14.875,16.363
Denmark,DNK,1824,15.238,-0.409,14.555,15.492,15.667
Denmark,DNK,1825,15.402,-0.245,13.93,16.328,15.947
Denmark,DNK,1826,17.843,2.196,16.409,19.077,18.043
Denmark,DNK,1827,15.549,-0.097,15.552,15.878,15.218
Denmark,DNK,1828,16.259,0.613,15.48,17.537,15.761
Denmark,DNK,1829,15.304,-0.343,15.184,15.975,14.753
Denmark,DNK,1830,14.876,-0.771,13.395,16.475,14.758
Denmark,DNK,1831,16.707,1.06,14.995,17.873,17.252
Denmark,DNK,1832,14.897,-0.75,14.855,14.168,15.668
Denmark,DNK,1833,14.798,-0.848,14.913,16.326,13.156
Denmark,DNK,1834,17.859,2.213,15.043,19.782,18.753
Denmark,DNK,1835,15.654,0.007,15.096,16.52,15.345
Denmark,DNK,1836,14.449,-1.198,14.441,15.062,13.843
Denmark,DNK,1837,15.137,-0.51,13.882,15.242,16.286
Denmark,DNK,1838,14.81,-0.837,13.991,16.232,14.207
Denmark,DNK,1839,15.496,-0.151,14.842,16.872,14.774
Denmark,DNK,1840,14.411,-1.236,13.369,14.268,15.596
Denmark,DNK,1841,14.248,-1.399,13.215,13.841,15.687
Denmark,DNK,1842,16.317,0.67,14.5,15.288,19.163
Denmark,DNK,1843,15.578,-0.068,13.819,15.713,17.203
Denmark,DNK,1844,13.908,-1.739,13.177,13.956,14.591
Denmark,DNK,1845,15.501,-0.145,14.786,16.579,15.139
Denmark,DNK,1846,17.853,2.206,16.476,17.263,19.819
Denmark,DNK,1847,16.308,0.661,14.435,17.072,17.417
Denmark,DNK,1848,14.895,-0.752,15.24,15.334,14.111
Denmark,DNK,1849,14.08,-1.566,12.484,14.841,14.916
Denmark,DNK,1850,15.551,-0.095,14.653,16.2,15.801
Denmark,DNK,1851,14.416,-1.23,12.937,14.89,15.422
Denmark,DNK,1852,17.086,1.439,15.204,18.552,17.502
Denmark,DNK,1853,15.926,0.279,15.786,16.829,15.163
Denmark,DNK,1854,15.952,0.305,14.183,17.268,16.404
Denmark,DNK,1855,16.011,0.364,14.206,17.896,15.931
Denmark,DNK,1856,14.334,-1.313,13.858,14.431,14.713
Denmark,DNK,1857,16.795,1.148,15.314,16.368,18.703
Denmark,DNK,1858,17.064,1.418,17.025,16.66,17.508
Denmark,DNK,1859,16.827,1.18,15.764,17.349,17.367
Denmark,DNK,1860,14.869,-0.777,14.23,15.79,14.588
Denmark,DNK,1861,16.399,0.752,16.077,16.969,16.15
Denmark,DNK,1862,14.249,-1.397,13.542,14.025,15.181
Denmark,DNK,1863,14.875,-0.772,14.661,14.181,15.783
Denmark,DNK,1864,14.115,-1.532,13.59,15.425,13.329
Denmark,DNK,1865,15.049,-0.598,12.558,17.261,15.328
Denmark,DNK,1866,15.587,-0.06,16.343,15.388,15.03
Denmark,DNK,1867,14.626,-1.021,13.165,14.575,16.138
Denmark,DNK,1868,17.429,1.782,15.437,18.198,18.652
Denmark,DNK,1869,14.335,-1.312,12.148,16.163,14.693
Denmark,DNK,1870,15.478,-0.168,13.592,16.612,16.231
Denmark,DNK,1871,15.209,-0.437,13.174,15.96,16.494
Denmark,DNK,1872,16.269,0.622,15.217,17.97,15.62
Denmark,DNK,1873,15.902,0.256,14.71,17.035,15.962
Denmark,DNK,1874,15.248,-0.399,14.187,16.843,14.713
Denmark,DNK,1875,16.347,0.701,14.898,16.657,17.487
Denmark,DNK,1876,15.952,0.306,15.091,16.438,16.328
Denmark,DNK,1877,15.255,-0.391,15.012,15.731,15.023
Denmark,DNK,1878,15.599,-0.048,14.357,15.449,16.99
Denmark,DNK,1879,14.868,-0.779,13.742,14.8,16.061
Denmark,DNK,1880,16.213,0.566,14.592,16.371,17.676
Denmark,DNK,1881,14.574,-1.072,13.681,15.848,14.194
Denmark,DNK,1882,15.706,0.059,14.429,16.82,15.869
Denmark,DNK,1883,15.648,0.001,14.609,16.878,15.456
Denmark,DNK,1884,15.762,0.115,13.631,17.041,16.613
Denmark,DNK,1885,14.769,-0.877,13.776,16.378,14.154
Denmark,DNK,1886,14.923,-0.723,13.642,15.399,15.729
Denmark,DNK,1887,15.359,-0.287,14.504,16.436,15.138
Denmark,DNK,1888,14.145,-1.501,13.805,14.346,14.285
Denmark,DNK,1889,16.331,0.684,18.01,15.908,15.074
Denmark,DNK,1890,14.312,-1.334,13.261,14.406,15.27
Denmark,DNK,1891,15.239,-0.408,14.242,16.629,14.846
Denmark,DNK,1892,14.537,-1.11,13.065,14.892,15.653
Denmark,DNK,1893,15.908,0.262,14.323,16.821,16.581
Denmark,DNK,1894,15.585,-0.062,14.086,17.473,15.196
Denmark,DNK,1895,15.389,-0.257,14.678,15.457,16.033
Denmark,DNK,1896,16.488,0.841,16.868,17.319,15.276
Denmark,DNK,1897,16.528,0.881,15.806,16.252,17.526
Denmark,DNK,1898,14.651,-0.995,13.976,14.004,15.974
Denmark,DNK,1899,15.917,0.271,14.128,17.839,15.785
Denmark,DNK,1900,16.163,0.516,15.204,16.976,16.308
Denmark,DNK,1901,16.546,0.9,13.985,18.799,16.855
Denmark,DNK,1902,13.81,-1.836,14.218,14.07,13.143
Denmark,DNK,1903,14.749,-0.898,14.37,15.582,14.295
Denmark,DNK,1904,15.178,-0.468,13.722,16.166,15.647
Denmark,DNK,1905,16.205,0.559,16.146,16.949,15.521
Denmark,DNK,1906,15.495,-0.151,14.754,15.848,15.884
Denmark,DNK,1907,13.569,-2.077,12.702,14.258,13.748
Denmark,DNK,1908,15.562,-0.085,14.706,16.85,15.13
Denmark,DNK,1909,14.263,-1.383,13.222,14.599,14.969
Denmark,DNK,1910,16.213,0.567,16.122,16.342,16.176
Denmark,DNK,1911,16.294,0.648,14.274,16.655,17.954
Denmark,DNK,1912,15.71,0.063,14.25,18.004,14.875
Denmark,DNK,1913,14.949,-0.697,14.06,15.68,15.108
Denmark,DNK,1914,16.956,1.309,14.892,18.747,17.228
Denmark,DNK,1915,14.847,-0.799,14.074,15.122,15.346
Denmark,DNK,1916,14.435,-1.212,12.245,15.874,15.185
Denmark,DNK,1917,16.853,1.206,16.96,16.421,17.177
Denmark,DNK,1918,14.794,-0.853,12.685,15.774,15.923
Denmark,DNK,1919,14.306,-1.341,13.69,15.063,14.165
Denmark,DNK,1920,15.301,-0.346,14.443,16.584,14.875
Denmark,DNK,1921,15.025,-0.622,13.558,15.985,15.531
Denmark,DNK,1922,14.272,-1.374,13.442,14.886,14.489
Denmark,DNK,1923,13.989,-1.657,10.796,16.826,14.346
Denmark,DNK,1924,14.781,-0.865,13.572,15.247,15.525
Denmark,DNK,1925,16.302,0.655,14.0,18.401,16.504
Denmark,DNK,1926,16.026,0.38,14.329,17.539,16.211
Denmark,DNK,1927,15.295,-0.351,11.833,17.194,16.859
Denmark,DNK,1928,13.96,-1.687,11.893,14.914,15.073
Denmark,DNK,1929,14.413,-1.233,12.391,15.374,15.475
Denmark,DNK,1930,16.087,0.441,15.74,16.452,16.07
Denmark,DNK,1931,14.655,-0.991,12.83,15.922,15.214
Denmark,DNK,1932,16.409,0.762,13.921,18.13,17.176
Denmark,DNK,1933,16.813,1.167,16.066,17.709,16.665
Denmark,DNK,1934,16.097,0.45,14.501,17.319,16.471
Denmark,DNK,1935,16.043,0.396,15.262,16.575,16.292
Denmark,DNK,1936,16.47,0.823,15.953,17.074,16.382
Denmark,DNK,1937,16.684,1.037,14.708,17.28,18.063
Denmark,DNK,1938,16.018,0.371,13.854,16.239,17.961
Denmark,DNK,1939,16.713,1.067,15.236,16.784,18.12
Denmark,DNK,1940,15.66,0.013,16.063,16.264,14.652
Denmark,DNK,1941,16.329,0.682,14.843,18.867,15.276
Denmark,DNK,1942,14.971,-0.676,12.69,15.313,16.91
Denmark,DNK,1943,15.724,0.077,14.758,16.519,15.894
Denmark,DNK,1944,16.291,0.644,13.189,17.221,18.462
Denmark,DNK,1945,16.288,0.642,14.549,17.216,17.1
Denmark,DNK,1946,15.468,-0.178,13.376,17.321,15.708
Denmark,DNK,1947,17.334,1.688,16.186,17.34,18.477
Denmark,DNK,1948,15.812,0.165,14.594,16.578,16.264
Denmark,DNK,1949,15.526,-0.12,13.897,17.005,15.677
Denmark,DNK,1950,16.283,0.636,15.12,16.349,17.38
Denmark,DNK,1951,15.56,-0.087,14.465,15.607,16.608
Denmark,DNK,1952,14.906,-0.741,12.928,15.781,16.009
Denmark,DNK,1953,16.534,0.887,16.586,16.866,16.149
Denmark,DNK,1954,14.978,-0.668,14.873,14.846,15.216
Denmark,DNK,1955,16.604,0.957,13.028,18.268,18.516
Denmark,DNK,1956,14.618,-1.028,13.51,16.472,13.873
Denmark,DNK,1957,15.759,0.112,14.631,16.881,15.764
Denmark,DNK,1958,15.424,-0.223,13.922,16.548,15.801
Denmark,DNK,1959,16.982,1.335,14.95,18.122,17.874
Denmark,DNK,1960,15.603,-0.044,15.254,15.359,16.195
Denmark,DNK,1961,15.246,-0.4,15.439,15.239,15.061
Denmark,DNK,1962,13.956,-1.69,13.233,14.331,14.305
Denmark,DNK,1963,15.733,0.086,15.148,16.098,15.952
Denmark,DNK,1964,14.907,-0.739,14.372,15.104,15.246
Denmark,DNK,1965,14.334,-1.313,14.226,14.015,14.76
Denmark,DNK,1966,15.683,0.036,15.997,15.906,15.146
Denmark,DNK,1967,15.657,0.01,13.849,16.692,16.429
Denmark,DNK,1968,16.117,0.47,15.775,15.496,17.079
Denmark,DNK,1969,16.767,1.12,15.283,17.174,17.843
Denmark,DNK,1970,16.188,0.541,16.768,15.397,16.399
Denmark,DNK,1971,15.669,0.023,13.798,16.579,16.631
Denmark,DNK,1972,15.819,0.173,13.92,17.584,15.954
Denmark,DNK,1973,16.353,0.706,15.079,17.812,16.168
Denmark,DNK,1974,15.066,-0.581,14.289,14.871,16.038
Denmark,DNK,1975,16.92,1.273,14.306,17.16,19.294
Denmark,DNK,1976,16.727,1.081,14.939,18.025,17.218
Denmark,DNK,1977,15.609,-0.038,15.136,15.847,15.843
Denmark,DNK,1978,15.227,-0.419,15.092,14.751,15.839
Denmark,DNK,1979,14.776,-0.871,14.757,14.301,15.27
Denmark,DNK,1980,15.679,0.032,15.148,16.169,15.719
Denmark,DNK,1981,15.077,-0.569,13.796,15.684,15.752
Denmark,DNK,1982,16.451,0.805,14.591,17.419,17.344
Denmark,DNK,1983,16.361,0.715,14.397,17.577,17.11
Denmark,DNK,1984,15.467,-0.179,13.824,15.48,17.098
Denmark,DNK,1985,15.218,-0.429,13.567,16.204,15.883
Denmark,DNK,1986,15.248,-0.398,14.7,16.005,15.04
Denmark,DNK,1987,13.95,-1.696,12.006,15.294,14.551
Denmark,DNK,1988,16.138,0.492,15.988,16.662,15.765
