p_a,ai_share,A,theta_j,m,pi,promo_years,e_j,e_s,H_j,emp_rate_j,u_rate_j,u_rate_s,throughput,mentoring,w_j,w_s,wage_ratio,U_j,U_s,Y,welfare,U_total,plan_m,plan_mentoring,plan_welfare,plan_throughput,wedge_mentoring,wedge_throughput,welfare_gap_pct
0.29633089930020196,0.7440476051236992,0.14871812965489442,1.6518417668705367,0.03516687181572321,0.4501503830683217,2.2214798378794773,0.05115904034173474,0.8813886343342915,0.035563226490964654,0.6489831492813924,0.3510168507186075,0.043186176172044566,0.02302926160723962,0.001799103413913198,0.3111472807347472,0.5998272310126538,1.9277919755435884,8.071713632475195,8.763168329846483,1.0418131963995523,0.9934806346161346,0.0674523253239738,0.3594551872429247,0.007621717184566504,1.0048229393743764,0.024186337295857556,3.2363974886738953,0.050243716379260395,1.1416734622738067
0.29202932172971513,0.7554521779315179,0.15664438850969561,1.5736277637350593,0.035941758307495235,0.4540920059655226,2.202196882708228,0.050707437437248065,0.8812616470879747,0.03544916415537698,0.6421400542287536,0.3578599457712463,0.04318195212036462,0.023025841983251215,0.0018225144607620055,0.3081120929826612,0.5999079468221638,1.9470444701303016,8.063415204223327,8.764361938600814,1.043911734646516,0.9940864656811944,0.06803091547477723,0.36359109300137077,0.007675004312315864,1.0056114496317414,0.024188827392143987,3.2112172372596115,0.050507834186420464,1.1593542763555842
0.2877277441592283,0.766321393248529,0.16493057607660605,1.5024143384568862,0.036670343556556635,0.4577518626810783,2.1845896904557502,0.050293189734557604,0.881111237805539,0.035343632766133205,0.6355932452051212,0.3644067547948788,0.04317734845714658,0.02302180128116663,0.0018442685461213147,0.30499829188106153,0.599995943627949,1.967210832321402,8.055007389268257,8.765663222692458,1.0460787555811435,0.9947178870597839,0.06859557245990333,0.3677284513678706,0.0077280700095942135,1.00643341592429,0.024191279363501305,3.19031709121057,0.05079872196149071,1.177774021852085
0.28342616658874153,0.7766933820729197,0.17360699475447133,1.4376773847568187,0.03735306898616874,0.4611419637534615,2.1685296039000823,0.04991363611678831,0.8809424237124712,0.035246113025584606,0.6293556223030556,0.3706443776969444,0.043172430534747765,0.023017272176971464,0.0018644274932209173,0.3018073385567507,0.6000899786345428,1.9883213625758283,8.04652696834742,8.767053805127242,1.0483220318353954,0.9953784539028331,0.06914394017074049,0.3718672384680882,0.00778091749067102,1.0072906047439116,0.024193694229504573,3.173354833568234,0.051110402809161126,1.1967459004533998
0.2791245890182547,0.7866023965819116,0.18270606237678813,1.3789326349786841,0.03799053193265264,0.4642739093814541,2.153900918818132,0.04956638323323783,0.8807598887141626,0.03515614240973794,0.6234384120921086,0.3765615879078914,0.04316725882902915,0.023012378517594686,0.0018830532650084201,0.2985408461828359,0.6001889010829276,2.0104079852287713,8.038008915286404,8.768516669696606,1.0506494286530041,0.996071747494857,0.06967372805259957,0.37600743126412295,0.007833549894330502,1.008184906792615,0.024196072975609075,3.160025656149177,0.051437293068570256,1.216093050347311
0.2748230114477679,0.7960792800876453,0.1922625912167401,1.3257337589682126,0.03858346297612866,0.46715888196023564,2.14059935198903,0.04924927327441047,0.880567987925223,0.03507330739245828,0.6178511283846555,0.38214887161534444,0.04316188899257448,0.02300723544022771,0.0019002075119844593,0.29520055295619,0.6002916511596048,2.0335044943113387,8.029486207396356,8.770036144830215,1.0530689346305164,0.9968013811734963,0.07018273880036655,0.380149007524061,0.007885970286497223,1.009118347762496,0.024198416554908078,3.150057420971672,0.05177419589481014,1.2356490291475675
0.2705214338772811,0.8051518677245397,0.20231409166000164,1.2776705177826222,0.03913270319455092,0.4698076327448184,2.1285307651507694,0.048960357012354655,0.8803707497261776,0.03499723689434237,0.6126015734685428,0.38739842653145723,0.043156371869305724,0.02300194942631551,0.0019159511192637247,0.29178829457664057,0.6003972597123877,2.057646831184616,8.020989649551568,8.771597899391962,1.0555886935882703,0.9975710071022555,0.07066889326146783,0.3842919457929074,0.007938181662755549,1.0100931002420144,0.024200725889812112,3.143206777533077,0.05211629854838007,1.2552583275383
0.26621985630679434,0.8138453304813332,0.21290110577199742,1.2343669485975668,0.039639181895918404,0.4722304654857642,2.11761009313819,0.048697871082832155,0.8801718768375132,0.03492759674490544,0.6076958749626318,0.3923041250373683,0.0431507534912629,0.022996618329611564,0.0019303437697963687,0.2883059770715236,0.6005048483641815,2.0828733918867277,8.012547721189666,8.773188944372905,1.0582170389214458,0.9983843245711145,0.07113025207965464,0.3884362253647158,0.007990186950768178,1.0111114968864527,0.024203001873656975,3.139255958336923,0.05245917146400658,1.274776857179294
0.2619182787363075,0.8221824725190255,0.2240675764360096,1.1954795702643088,0.040103895305835954,0.47443721930933574,2.107760435523492,0.048460218701127225,0.8799747475228457,0.03486408498946123,0.6031385526529038,0.39686144734709616,0.04314507507304875,0.02299133140768507,0.0019434435372879199,0.28475555067904224,0.6006136297174081,2.109225362895139,8.004186452588815,8.774797635933998,1.0609625315801543,0.9992450903800622,0.07156503377602712,0.3925818262555731,0.008041989012596468,1.0121760450099035,0.02420524537224713,3.138010113645536,0.05279876763275637,1.2940723706656554
0.2576167011658207,0.8301839896483384,0.2358612583536507,1.1606956086831017,0.040527886594130355,0.4764372525677476,2.098912279865865,0.04824595317371239,0.8797824177053036,0.03480642790515528,0.5989326092890663,0.4010673907109337,0.04313937301487261,0.022986169377595737,0.0019553065188499395,0.28113898535639265,0.600722907429649,2.1367470849627206,7.995929334168261,8.776413676551401,1.0638340026684021,1.0001571317582956,0.07197162912098393,0.3967287291774829,0.008093590646930134,1.013289442778678,0.02420745722534144,3.1392950767077554,0.053131421233503895,1.3130247841452336
